Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Class,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
jonah,o_h,15_8,15,8,3,0.084903955,0.015623569,0.100527525,0.131681442,0.216585398,0.116057873
jonah,h_m,8_13,8,13,3,0.116057873,-0.03125,0.084807873,0.154103756,0.270161629,0.185353756
jonah,m_~,13_0,13,0,3,0.185353756,-0.084828854,0.100524902,0.046964407,0.232318163,0.131793261
jonah,~_f,0_6,0,6,3,0.131793261,0.03125,0.163043261,0.131700277,0.263493538,0.100450277
jonah,f_i,6_9,6,9,3,0.100450277,-0.046875477,0.0535748,0.04319644,0.143646717,0.090071917
jonah,i_l,9_12,9,12,3,0.090071917,0.110572338,0.200644255,0.194835901,0.284907818,0.084263563
jonah,l_m,12_13,12,13,3,0.084263563,0.116178036,0.200441599,0.200968981,0.285232544,0.084790945
jonah,m_e,13_5,13,5,3,0.084790945,-0.031389952,0.053400993,0.084866524,0.169657469,0.116256475
jonah,e_d,5_4,5,4,3,0.116256475,0.062409401,0.178665876,0.184952736,0.301209211,0.122543335
jonah,h_e,8_5,8,5,4,0.116049051,-0.062405348,0.053643703,0.053652525,0.169701576,0.116057873
jonah,e_a,5_1,5,1,4,0.116057873,-0.031298161,0.084759712,0.100523233,0.216581106,0.131821394
jonah,a_t,1_20,1,20,4,0.131821394,0.01571703,0.147538424,0.084928513,0.216749907,0.069211483
jonah,t_~,20_0,20,0,4,0.069211483,-0.053586483,0.015625,0.062500715,0.131712198,0.116087198
jonah,~_a,0_1,0,1,4,0.116087198,0.370515347,0.486602545,0.471030474,0.587117672,0.100515127
jonah,a_t,1_20,1,20,4,0.100515127,0.046875477,0.147390604,0.153336287,0.253851414,0.10646081
jonah,t_o,20_15,20,15,4,0.10646081,-0.06863451,0.0378263,0.03135705,0.13781786,0.09999156
jonah,o_m,15_13,15,13,4,0.09999156,0.084919453,0.184911013,0.169638395,0.269629955,0.084718943
jonah,m_s,13_19,13,19,4,0.084718943,0.031396389,0.116115332,0.11579752,0.200516462,0.084401131
jonah,c_h,3_8,3,8,5,0.11623764,-0.015700579,0.100537062,0.084899664,0.201137304,0.100600243
jonah,h_a,8_1,8,1,5,0.100600243,0.031249523,0.131849766,0.116077185,0.216677427,0.084827662
jonah,a_n,1_14,1,14,5,0.084827662,-0.015716791,0.06911087,0.13164258,0.216470242,0.147359371
jonah,n_t,14_20,14,20,5,0.147359371,-0.015626907,0.131732464,0.069083452,0.216442823,0.08471036
jonah,t_~,20_0,20,0,5,0.08471036,0.015736818,0.100447178,0.131744385,0.216454744,0.116007566
jonah,~_a,0_1,0,1,5,0.116007566,0.031342983,0.14735055,0.138327837,0.254335403,0.106984854
jonah,a_x,1_24,1,24,5,0.106984854,0.093854666,0.20083952,0.216485262,0.323470116,0.122630596
jonah,x_i,24_9,24,9,5,0.122630596,-0.022294521,0.100336075,0.062502384,0.18513298,0.084796906
jonah,i_s,9_19,9,19,5,0.084796906,0.037921429,0.122718334,0.153979063,0.238775969,0.116057634
