Subject,Class,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-I|4+5,T2-PF|4+5,T2-RF|4+5,T2-NG|4+5,T2-D|5,T2-I|5+6,T2-PF|5+6,T2-RF|5+6,T2-NG|5+6,T2-D|6,T2-I|6+7,T2-PF|6+7,T2-RF|6+7,T2-NG|6+7,T2-D|7,T2-I|7+8,T2-PF|7+8,T2-RF|7+8,T2-NG|7+8,T2-D|8,T2-I|8+9,T2-PF|8+9,T2-RF|8+9,T2-NG|8+9,T2-D|9,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-DT-M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-DT-VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|3+5,T3-PF|3+5,T3-RF|3+5,T3-NG|3+5,T3-I|4+6,T3-PF|4+6,T3-RF|4+6,T3-NG|4+6,T3-I|5+7,T3-PF|5+7,T3-RF|5+7,T3-NG|5+7,T3-I|6+8,T3-PF|6+8,T3-RF|6+8,T3-NG|6+8,T3-I|7+9,T3-PF|7+9,T3-RF|7+9,T3-NG|7+9,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|2+5,T4-PF|2+5,T4-RF|2+5,T4-NG|2+5,T4-I|3+6,T4-PF|3+6,T4-RF|3+6,T4-NG|3+6,T4-I|4+7,T4-PF|4+7,T4-RF|4+7,T4-NG|4+7,T4-I|5+8,T4-PF|5+8,T4-RF|5+8,T4-NG|5+8,T4-I|6+9,T4-PF|6+9,T4-RF|6+9,T4-NG|6+9,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4,T5-I|1+5,T5-PF|1+5,T5-RF|1+5,T5-NG|1+5,T5-I|2+6,T5-PF|2+6,T5-RF|2+6,T5-NG|2+6,T5-I|3+7,T5-PF|3+7,T5-RF|3+7,T5-NG|3+7,T5-I|4+8,T5-PF|4+8,T5-RF|4+8,T5-NG|4+8,T5-I|5+9,T5-PF|5+9,T5-RF|5+9,T5-NG|5+9,T5-I|S,T5-PF|S,T5-RF|S,T5-NG|S,T5-I|M,T5-PF|M,T5-RF|M,T5-NG|M,T5-I|VAR,T5-PF|VAR,T5-RF|VAR,T5-NG|VAR,T5-I|SD,T5-PF|SD,T5-RF|SD,T5-NG|SD,T6-I|0+5,T6-PF|0+5,T6-RF|0+5,T6-NG|0+5,T6-I|1+6,T6-PF|1+6,T6-RF|1+6,T6-NG|1+6,T6-I|2+7,T6-PF|2+7,T6-RF|2+7,T6-NG|2+7,T6-I|3+8,T6-PF|3+8,T6-RF|3+8,T6-NG|3+8,T6-I|4+9,T6-PF|4+9,T6-RF|4+9,T6-NG|4+9,T6-I|S,T6-PF|S,T6-RF|S,T6-NG|S,T6-I|M,T6-PF|M,T6-RF|M,T6-NG|M,T6-I|VAR,T6-PF|VAR,T6-RF|VAR,T6-NG|VAR,T6-I|SD,T6-PF|SD,T6-RF|SD,T6-NG|SD,T7-I|0+6,T7-PF|0+6,T7-RF|0+6,T7-NG|0+6,T7-I|1+7,T7-PF|1+7,T7-RF|1+7,T7-NG|1+7,T7-I|2+8,T7-PF|2+8,T7-RF|2+8,T7-NG|2+8,T7-I|3+9,T7-PF|3+9,T7-RF|3+9,T7-NG|3+9,T7-I|S,T7-PF|S,T7-RF|S,T7-NG|S,T7-I|M,T7-PF|M,T7-RF|M,T7-NG|M,T7-I|VAR,T7-PF|VAR,T7-RF|VAR,T7-NG|VAR,T7-I|SD,T7-PF|SD,T7-RF|SD,T7-NG|SD,T8-I|0+7,T8-PF|0+7,T8-RF|0+7,T8-NG|0+7,T8-I|1+8,T8-PF|1+8,T8-RF|1+8,T8-NG|1+8,T8-I|2+9,T8-PF|2+9,T8-RF|2+9,T8-NG|2+9,T8-I|S,T8-PF|S,T8-RF|S,T8-NG|S,T8-I|M,T8-PF|M,T8-RF|M,T8-NG|M,T8-I|VAR,T8-PF|VAR,T8-RF|VAR,T8-NG|VAR,T8-I|SD,T8-PF|SD,T8-RF|SD,T8-NG|SD,T9-I|0+8,T9-PF|0+8,T9-RF|0+8,T9-NG|0+8,T9-I|1+9,T9-PF|1+9,T9-RF|1+9,T9-NG|1+9,T9-I|S,T9-PF|S,T9-RF|S,T9-NG|S,T9-I|M,T9-PF|M,T9-RF|M,T9-NG|M,T9-I|VAR,T9-PF|VAR,T9-RF|VAR,T9-NG|VAR,T9-I|SD,T9-PF|SD,T9-RF|SD,T9-NG|SD,T10-I|0+9,T10-PF|0+9,T10-RF|0+9,T10-NG|0+9
andy,3,ohm filmed,0.144049168,-0.048078775,0.095970392,0.040163994,0.184213161,0.088242769,0.080583334,0.168826103,0.20088172,0.289124489,0.120298386,-0.048900366,0.07139802,0.102723598,0.223021984,0.151623964,-0.079704762,0.071919203,0.056218147,0.207842112,0.135922909,-0.080334187,0.055588722,0.024048567,0.159971476,0.104382753,0.064851284,0.169234037,0.184787273,0.289170027,0.119935989,-0.032029629,0.087906361,0.102808475,0.222744465,0.134838104,-0.079806566,0.055031538,0.056169271,0.191007376,0.135975838,-0.079441786,0.056534052,0.04026413,0.176239967,0.119705915,1.254975796,-0.302861452,0.832408428,0.808065176,1.943335056,0.12549758,-0.033651272,0.092489825,0.08978502,0.215926117,0.000361971,0.003965365,0.002084459,0.00414969,0.002152179,0.019025536,0.062971141,0.045655875,0.064418089,0.046391583,0.120747328,0.264796495,0.241045713,0.385094881,0.151981354,0.240224123,0.303605318,0.391848087,0.023018837,0.143317223,0.158941746,0.279240131,-0.024116039,0.127507925,0.080266714,0.231890678,0.088899851,0.22482276,0.20883584,0.344758749,0.152757645,0.257140398,0.287595749,0.391978502,0.023001909,0.142937899,0.158977747,0.278913736,-0.023272514,0.11156559,0.096433401,0.231271505,0.51301837,1.512312412,1.535702229,2.534996271,0.064127296,0.189039052,0.191962779,0.316874534,0.005457143,0.004040198,0.006869119,0.004871527,0.073872475,0.063562554,0.082880146,0.069796326,0.192145348,0.336194515,0.343769312,0.48781848,0.223900557,0.312143326,0.359823465,0.448066235,0.078607559,0.198905945,0.182990313,0.303288698,0.145117998,0.296741962,0.265053988,0.416677952,0.176806211,0.31272912,0.311644316,0.447567225,0.207789183,0.312171936,0.34376502,0.448147774,0.079535961,0.199471951,0.199241877,0.319177866,1.103902817,1.968358755,2.00628829,2.870744228,0.157700402,0.281194108,0.286612613,0.410106318,0.003494418,0.003271428,0.00522595,0.00500863,0.059113601,0.057196402,0.072290735,0.070771676,0.26406455,0.408113718,0.399987459,0.544036627,0.279489279,0.367732048,0.383872032,0.472114801,0.247841597,0.368139982,0.367777586,0.488075972,0.233024359,0.384648323,0.367862463,0.519486427,0.231837749,0.367760658,0.367813587,0.503736496,0.264323235,0.368705988,0.38402915,0.488411903,1.520580769,2.265100718,2.271342278,3.015862226,0.253430128,0.377516786,0.378557046,0.502643704,0.000364938,0.000268702,0.00017269,0.000669004,0.01910334,0.016392125,0.013141144,0.025865121,0.319653273,0.46370244,0.424036026,0.568085194,0.448723316,0.536966085,0.568659306,0.656902075,0.335747957,0.456046343,0.470586061,0.590884447,0.288055897,0.439679861,0.424031734,0.575655699,0.288371801,0.42429471,0.408077717,0.544000626,1.680552244,2.32068944,2.295390844,2.93552804,0.336110449,0.464137888,0.459078169,0.587105608,0.004385212,0.001888821,0.004299427,0.001809186,0.06622093,0.043460565,0.065570015,0.042534523,0.48888731,0.632936478,0.608823299,0.752872467,0.536629677,0.624872446,0.671467781,0.75971055,0.390779495,0.511077881,0.526755333,0.647053719,0.344589949,0.496213913,0.464295864,0.615919828,1.760886431,2.265100718,2.271342278,2.775556564,0.440221608,0.566275179,0.567835569,0.693889141,0.007750934,0.005277564,0.008275895,0.00536142,0.088039391,0.072646842,0.090971948,0.073221721,0.576793671,0.720842838,0.711631775,0.855680943,0.591661215,0.679903984,0.727637053,0.815879822,0.447313547,0.567611933,0.567019463,0.687317848,1.615768433,1.968358755,2.00628829,2.358878613,0.538589478,0.656119585,0.668762763,0.786292871,0.006303733,0.006294201,0.007827817,0.007743074,0.079396049,0.079336,0.088474949,0.087994736,0.631825209,0.775874376,0.767801046,0.911850214,0.648195267,0.736438036,0.767901182,0.856143951,1.280020475,1.512312412,1.535702229,1.767994165,0.640010238,0.756156206,0.767851114,0.883997083,0.000133989,0.000777612,5.01E-09,0.001551594,0.011575379,0.027885704,7.08E-05,0.039390276,0.688359261,0.832408428,0.808065176,0.952114344
andy,4,heat atoms,0.112206459,-0.025015831,0.087190628,0.103727579,0.215934038,0.12874341,-0.07248497,0.05625844,0.119482756,0.248226166,0.191967726,-0.0556705,0.136297226,0.088402748,0.280370474,0.144073248,-0.049190283,0.094882965,0.079358339,0.223431587,0.128548622,-0.047976255,0.080572367,0.113041878,0.2415905,0.161018133,-0.073136091,0.087882042,0.071546078,0.232564211,0.144682169,-0.02432847,0.120353699,0.104136229,0.248818398,0.128464699,-0.080120802,0.048343897,0.023556232,0.152020931,0.103677034,0.015677929,0.119354963,0.111635447,0.215312481,0.095957518,1.339339018,-0.412245274,0.831136227,0.814887285,2.058268785,0.133933902,-0.04580503,0.09234847,0.090543032,0.228696532,0.000803937,0.000927933,0.00085946,0.000890625,0.001235823,0.028353781,0.030462,0.029316552,0.029843334,0.03515428,0.031242609,0.143449068,0.223210335,0.335416794,0.063812256,0.192555666,0.207885504,0.336628914,0.039212465,0.231180191,0.167761087,0.359728813,0.031382084,0.175455332,0.192400217,0.336473465,0.039905787,0.168454409,0.184587955,0.313136578,0.047217607,0.208235741,0.175682306,0.336700439,0.024015427,0.168697596,0.127692461,0.27237463,0.039234161,0.16769886,0.135191679,0.263656378,0.316022396,1.455726862,1.414411545,2.554116011,0.0395028,0.181965858,0.176801443,0.319264501,0.000146403,0.000758912,0.001092857,0.001161202,0.012099718,0.027548359,0.033058391,0.034076417,0.167539835,0.279746294,0.311613083,0.423819542,0.158695221,0.287438631,0.287243843,0.415987253,0.119784832,0.311752558,0.280802965,0.472770691,0.119264126,0.263337374,0.263946295,0.408019543,0.160259485,0.288808107,0.288724184,0.417272806,0.095561504,0.256579638,0.199238539,0.360256672,0.14337039,0.288052559,0.239327908,0.384010077,0.964475393,1.97571516,1.870896816,2.882136583,0.137782199,0.282245023,0.267270974,0.411733798,0.000718123,0.000332821,0.001404796,0.001225439,0.02679782,0.018243376,0.037480603,0.035006273,0.2624228,0.374629259,0.390971422,0.503177881,0.239267588,0.368010998,0.400285721,0.529029131,0.207666874,0.3996346,0.352349043,0.544316769,0.239617825,0.383691072,0.368082523,0.512155771,0.208603382,0.337152004,0.312280416,0.440829039,0.214916468,0.375934601,0.310873985,0.471892118,1.372494936,2.239052534,2.134843111,3.001400709,0.228749156,0.373175422,0.355807185,0.500233452,0.000480868,0.00042895,0.001458216,0.001451091,0.021928692,0.020711116,0.03818659,0.038093193,0.342995167,0.455201626,0.5040133,0.616219759,0.32714963,0.45589304,0.471831799,0.600575209,0.328020573,0.519988298,0.456485271,0.648452997,0.287961721,0.432034969,0.391638756,0.535712004,0.327958345,0.456506968,0.423915863,0.552464485,1.614085436,2.319624901,2.247884989,2.953424454,0.322817087,0.46392498,0.449576998,0.590684891,0.000423583,0.001088926,0.001880411,0.002142455,0.020581127,0.03299888,0.043363709,0.04628666,0.430877209,0.543083668,0.575559378,0.687765837,0.447503328,0.576246738,0.575968027,0.704711437,0.37636447,0.568332195,0.480041504,0.67200923,0.407316685,0.551389933,0.503274202,0.64734745,1.662061691,2.239052534,2.134843111,2.711833954,0.415515423,0.559763134,0.533710778,0.677958488,0.000953076,0.000231151,0.002447919,0.000594778,0.030871924,0.015203652,0.049476447,0.024388069,0.551230907,0.663437366,0.679695606,0.791902065,0.495847225,0.624590635,0.59952426,0.72826767,0.495719433,0.687687159,0.59167695,0.783644676,1.542797565,1.97571516,1.870896816,2.303814411,0.514265855,0.65857172,0.623632272,0.767938137,0.001024815,0.001013049,0.002372718,0.001197356,0.032012738,0.031828426,0.048710555,0.034602827,0.599574804,0.711781263,0.703251839,0.815458298,0.615202188,0.743945599,0.711159706,0.839903116,1.214776993,1.455726862,1.414411545,1.655361414,0.607388496,0.727863431,0.707205772,0.827680707,0.000122108,0.000517272,3.13E-05,0.000298775,0.011050229,0.02274362,0.005591707,0.017285097,0.718929768,0.831136227,0.814887285,0.927093744
andy,5,chant axis,0.118898869,-0.048210621,0.070688248,0.055331945,0.174230814,0.103542566,0.031910658,0.135453224,0.208758116,0.312300682,0.176847458,-0.104168892,0.072678566,0.023342371,0.200189829,0.127511263,-0.047345161,0.080166101,0.120757341,0.248268604,0.168102503,-0.015949965,0.152152538,0.118728876,0.286831379,0.134678841,-0.063541651,0.07113719,0.048975468,0.183654308,0.112517118,0.064193487,0.176710606,0.151431084,0.263948202,0.087237597,-0.023368359,0.063869238,0.081093073,0.168330669,0.104461432,0.01521039,0.119671822,0.12784481,0.232306242,0.11263442,1.246432066,-0.191270113,0.942527533,0.936263084,2.07006073,0.124643207,-0.021252235,0.104725281,0.104029232,0.230006748,0.000810989,0.002695068,0.00177311,0.003339618,0.002680578,0.028477877,0.051914042,0.04210831,0.057789429,0.051774302,0.087242603,0.206141472,0.264090061,0.38298893,0.104589224,0.20813179,0.232100487,0.335643053,-0.02400279,0.152844667,0.144099712,0.32094717,0.104807377,0.23231864,0.239486217,0.36699748,0.055187225,0.223289728,0.167704344,0.335806847,0.113168955,0.247847795,0.200406551,0.335085392,0.128062725,0.240579844,0.232524157,0.345041275,0.096303463,0.183541059,0.208937883,0.29617548,0.665358782,1.694694996,1.689349413,2.718685627,0.083169848,0.211836874,0.211168677,0.339835703,0.002328624,0.001000073,0.001572135,0.000706633,0.048255821,0.031623938,0.039650162,0.026582562,0.159921169,0.278820038,0.287432432,0.406331301,0.184755325,0.288297892,0.352857828,0.456400394,0.128149748,0.304997206,0.262828588,0.439676046,0.175944567,0.30345583,0.288461685,0.415972948,0.231897831,0.400000334,0.319135427,0.48723793,0.177038193,0.311717033,0.281499624,0.416178465,0.247734547,0.360251665,0.360368967,0.472886086,1.30544138,2.247539997,2.152584553,3.09468317,0.186491626,0.321077142,0.307512079,0.442097596,0.001687634,0.001880057,0.001404094,0.00097159,0.041080825,0.043359624,0.037471237,0.031170342,0.240087271,0.358986139,0.408189774,0.527088642,0.336907864,0.44045043,0.471586704,0.575129271,0.199286938,0.376134396,0.311804056,0.488651514,0.352655172,0.480166435,0.439892769,0.567404032,0.295767069,0.463869572,0.4002285,0.568331003,0.296710014,0.431388855,0.409344435,0.544023275,1.721414328,2.550995827,2.441046238,3.270627737,0.286902388,0.425165971,0.40684104,0.545104623,0.003373374,0.002315845,0.002873652,0.001090181,0.058080755,0.048123226,0.053606451,0.033017893,0.392239809,0.511138678,0.52691865,0.645817518,0.408045053,0.51158762,0.520562172,0.624104738,0.375997543,0.552845001,0.46323514,0.640082598,0.41652441,0.544035673,0.520985842,0.648497105,0.41543889,0.583541393,0.528073311,0.696175814,2.008245707,2.703148365,2.559775114,3.254677773,0.401649141,0.540629673,0.511955023,0.650935555,0.00029972,0.000928848,0.000753244,0.000729125,0.017312413,0.030477002,0.027445287,0.027002318,0.463376999,0.582275867,0.575894117,0.694792986,0.584755659,0.688298225,0.671993256,0.775535822,0.439866781,0.616714239,0.544328213,0.721175671,0.536196232,0.663707495,0.648830652,0.776341915,2.024195671,2.550995827,2.441046238,2.967846394,0.506048918,0.637748957,0.610261559,0.741961598,0.00443486,0.002249599,0.003608902,0.001655389,0.066594743,0.047429939,0.060074133,0.040686474,0.640087605,0.758986473,0.727325201,0.84622407,0.648624897,0.752167463,0.753086329,0.856628895,0.559538603,0.736386061,0.672173023,0.849020481,1.848251104,2.247539997,2.152584553,2.551873446,0.616083701,0.749179999,0.717528184,0.850624482,0.002416232,0.000134388,0.001708727,2.90E-05,0.049155188,0.0115926,0.04133675,0.005384674,0.703956842,0.822855711,0.808418274,0.927317142,0.768296719,0.871839285,0.880931139,0.984473705,1.472253561,1.694694996,1.689349413,1.911790848,0.736126781,0.847347498,0.844674706,0.955895424,0.00206981,0.001199695,0.002629058,0.001633436,0.045495163,0.034636617,0.051274339,0.040415793,0.823628664,0.942527533,0.936263084,1.055161953
andy,6,oldies bay,0.151228905,-0.023195744,0.128033161,0.151777029,0.303005934,0.174972773,-0.079006195,0.095966578,0.081199169,0.256171942,0.160205364,-0.016288519,0.143916845,0.12750721,0.287712574,0.143795729,-0.103913546,0.039882183,0.056255579,0.200051308,0.160169125,-0.104407787,0.055761337,0.0162251,0.176394224,0.120632887,-0.041088581,0.079544306,0.102788687,0.223421574,0.143877268,-0.063455582,0.080421686,0.056065083,0.19994235,0.119520664,-0.078965664,0.040555,0.063971758,0.183492422,0.142937422,-0.047888517,0.095048904,0.088206768,0.23114419,0.136095285,1.453435421,-0.558210135,0.759130001,0.743996382,2.061336517,0.145343542,-0.062023348,0.084347778,0.082666265,0.229037391,0.000302945,0.001045757,0.001307133,0.001674229,0.002027343,0.01740531,0.032338165,0.036154297,0.04091734,0.045026026,0.072770834,0.223999739,0.232976198,0.384205103,0.06491065,0.239883423,0.208706379,0.383679152,0.023593664,0.183799028,0.183762789,0.343968153,-0.048152208,0.09564352,0.072480679,0.216276407,-0.024863482,0.135305643,0.119013786,0.279182911,0.039333105,0.159965992,0.158853769,0.279486656,-0.022900581,0.120976686,0.12003684,0.263914108,0.016083241,0.135603905,0.152178526,0.27169919,0.120775223,1.295177937,1.248008966,2.42241168,0.015096903,0.161897242,0.156001121,0.30280146,0.001929906,0.002554926,0.002733375,0.00370429,0.043930699,0.050546277,0.052281687,0.060862877,0.216687679,0.367916584,0.360483408,0.511712313,0.104792833,0.279765606,0.264961958,0.439934731,0.079355001,0.239560366,0.199987888,0.360193253,0.031392097,0.175187826,0.175269365,0.319065094,0.055558205,0.215727329,0.175078869,0.335247993,0.079888105,0.200520992,0.222825527,0.343458414,0.072148323,0.216025591,0.208243608,0.352120876,0.639822245,1.694704294,1.606850624,2.661732674,0.091403178,0.242100613,0.229550089,0.380247525,0.003568364,0.004139401,0.004280692,0.004860087,0.059735788,0.064338177,0.065427001,0.069714324,0.256569862,0.407798767,0.416738987,0.567967892,0.160554171,0.335526943,0.281187057,0.45615983,0.158899307,0.319104671,0.302776575,0.462981939,0.111813784,0.255609512,0.231334448,0.375130177,0.096113205,0.25628233,0.239050627,0.399219751,0.17493701,0.295569897,0.311032295,0.431665182,0.958887339,1.86989212,1.782119989,2.693124771,0.159814556,0.311648687,0.297019998,0.448854129,0.00319072,0.00326699,0.004497568,0.004527062,0.056486457,0.057157591,0.067063911,0.067283444,0.3123312,0.463560104,0.432964087,0.584192991,0.240098476,0.415071249,0.383975744,0.558948517,0.239320993,0.399526358,0.358841658,0.519047022,0.152368784,0.296164513,0.295306206,0.439101934,0.191162109,0.351331234,0.327257395,0.487426519,1.135281563,1.925653458,1.798345089,2.588716984,0.227056313,0.385130692,0.359669018,0.517743397,0.003614737,0.004078057,0.002789188,0.003304676,0.060122682,0.063859669,0.052812767,0.057486308,0.391875505,0.54310441,0.535752773,0.686981678,0.320520163,0.495492935,0.440040827,0.615013599,0.279875994,0.440081358,0.422813416,0.58301878,0.247417688,0.391213417,0.383512974,0.527308702,1.23968935,1.86989212,1.782119989,2.41232276,0.309922338,0.46747303,0.445529997,0.60308069,0.003879417,0.004357018,0.004177478,0.004441881,0.062284962,0.066007709,0.064633414,0.066647442,0.472297192,0.623526096,0.591817856,0.743046761,0.361075163,0.536047935,0.504012585,0.678985357,0.374924898,0.535130262,0.511020184,0.671225548,1.208297253,1.694704294,1.606850624,2.093257666,0.402765751,0.564901431,0.535616875,0.697752555,0.00367392,0.002577849,0.002381189,0.001553727,0.060612868,0.050772522,0.048797432,0.039417349,0.512852192,0.664081097,0.655789614,0.807018518,0.456124067,0.63109684,0.592219353,0.767192125,0.968976259,1.295177937,1.248008966,1.574210644,0.48448813,0.647588968,0.624004483,0.787105322,0.00160904,0.000543981,0.002020589,0.000793071,0.040112842,0.023323392,0.044950963,0.028161513,0.607901096,0.759130001,0.743996382,0.895225286
andy,3,gym zygote,0.05533123,0.183967352,0.239298582,0.35272193,0.40805316,0.168754578,-0.016031265,0.152723312,0.112250566,0.281005144,0.128281832,-0.032538652,0.095743179,0.118825197,0.247107029,0.15136385,-0.055281878,0.096081972,0.088243961,0.239607811,0.143525839,-0.039772511,0.103753328,0.087846279,0.231372118,0.12761879,0.088828564,0.216447353,0.192488194,0.320106983,0.10365963,-0.03214407,0.07151556,0.088185072,0.191844702,0.120329142,-0.032562017,0.087767124,0.104461193,0.224790335,0.137023211,-0.072765112,0.064258099,0.079200029,0.21622324,0.151965141,1.287853241,-0.008299589,1.127588511,1.224222422,2.360110521,0.128785324,-0.000922177,0.125287612,0.136024714,0.262234502,0.001003301,0.006883605,0.004034338,0.007765617,0.00439147,0.031674922,0.082967492,0.063516443,0.088122738,0.066268169,0.336690664,0.392021894,0.464972496,0.520303726,0.079711914,0.248466492,0.231075764,0.399830341,0.06354332,0.191825151,0.207069159,0.33535099,0.048471451,0.1998353,0.17609024,0.32745409,0.176674843,0.320200682,0.280334473,0.423860312,0.160344124,0.287962914,0.280673265,0.408292055,0.055623055,0.159282684,0.192646265,0.296305895,0.031696081,0.152025223,0.183661222,0.303990364,0.952755451,1.95162034,2.016522884,3.015387774,0.119094431,0.243952543,0.252065361,0.376923472,0.010522395,0.00713983,0.009056314,0.005751943,0.102578724,0.084497517,0.095164668,0.075841564,0.432433844,0.487765074,0.583797693,0.639128923,0.175793886,0.344548464,0.319319725,0.488074303,0.167296648,0.29557848,0.294915438,0.423197269,0.264918804,0.416282654,0.368578434,0.519942284,0.248190403,0.391716242,0.368519545,0.512045383,0.248111248,0.375730038,0.385134459,0.512753248,0.119881153,0.223540783,0.271846294,0.375505924,1.656625986,2.535161734,2.592111588,3.470647335,0.236660855,0.362165962,0.370301655,0.495806762,0.010257216,0.007287028,0.010630402,0.006913144,0.101277915,0.085364089,0.103103841,0.083145317,0.528515816,0.583847046,0.672041655,0.727372885,0.279547215,0.448301792,0.407166004,0.575920582,0.383744001,0.512025833,0.487403631,0.615685463,0.336434364,0.487798214,0.456763506,0.608127356,0.335957527,0.479483366,0.472980738,0.616506577,0.312369347,0.439988136,0.464334488,0.591953278,2.17656827,2.951444387,2.960690022,3.735566139,0.362761378,0.491907398,0.493448337,0.622594357,0.007758063,0.00272519,0.008397814,0.002877989,0.088079868,0.052203354,0.091639586,0.053646892,0.632269144,0.687600374,0.759887934,0.815219164,0.495994568,0.664749146,0.599654198,0.768408775,0.455259562,0.583541393,0.575588703,0.703870535,0.424201488,0.575565338,0.561224699,0.712588549,0.400215626,0.543741465,0.552180767,0.695706606,2.407940388,3.055197716,3.048536301,3.695793629,0.481588078,0.611039543,0.60970726,0.739158726,0.008380055,0.00382247,0.007369808,0.002620018,0.091542638,0.061826129,0.085847584,0.051186114,0.848716497,0.904047728,0.952376127,1.007707357,0.567510128,0.736264706,0.68783927,0.856593847,0.543026686,0.671308517,0.680049896,0.808331728,0.488459587,0.639823437,0.640424728,0.791788578,2.447712898,2.951444387,2.960690022,3.464421511,0.611928225,0.737861097,0.740172505,0.866105378,0.026011193,0.013887058,0.020444497,0.009667457,0.16127986,0.117843361,0.142984255,0.098323227,0.920232058,0.975563288,1.040561199,1.095892429,0.655277252,0.82403183,0.792300463,0.96105504,0.607284784,0.735566616,0.759249926,0.887531757,2.182794094,2.535161734,2.592111588,2.944479227,0.727598031,0.845053911,0.864037196,0.981493076,0.02840672,0.014731047,0.023643627,0.011166827,0.168542933,0.121371523,0.153764844,0.10567321,1.007999182,1.063330412,1.145022392,1.200353622,0.719535351,0.888289928,0.871500492,1.04025507,1.727534533,1.95162034,2.016522884,2.240608692,0.863767266,0.97581017,1.008261442,1.120304346,0.041605691,0.015319585,0.037407115,0.012815773,0.203974731,0.123772313,0.19340919,0.113206772,1.07225728,1.127588511,1.224222422,1.279553652
