Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
chris,d_e,4_5,4,5,0.14249277114868164,0.1643378734588623,0.30683064460754395,0.2914760112762451,0.43396878242492676,0.1271381378173828
chris,e_c,5_3,5,3,0.1271381378173828,0.1991252899169922,0.326263427734375,0.3434791564941406,0.47061729431152344,0.14435386657714844
chris,c_i,3_9,3,9,0.14435386657714844,0.039405107498168945,0.18375897407531738,0.16732573509216309,0.3116796016693115,0.12792062759399414
chris,i_s,9_19,9,19,0.12792062759399414,0.11424446105957031,0.24216508865356445,0.2564272880554199,0.38434791564941406,0.1421828269958496
chris,s_i,19_9,19,9,0.1421828269958496,0.25748538970947266,0.39966821670532227,0.39565467834472656,0.5378375053405762,0.1381692886352539
chris,i_0,9_90,9,90,0.1381692886352539,0.21733331680297852,0.3555026054382324,0.3146822452545166,0.4528515338897705,0.09734892845153809
chris,0_n,90_14,90,14,0.09734892845153809,0.11992692947387695,0.21727585792541504,0.22284841537475586,0.32019734382629395,0.1029214859008789
chris,d_e,4_5,4,5,0.14483976364135742,0.5987281799316406,0.743567943572998,0.7280738353729248,0.8729135990142822,0.12934565544128418
chris,e_c,5_3,5,3,0.12934565544128418,0.12769031524658203,0.2570359706878662,0.25290989875793457,0.38225555419921875,0.12521958351135254
chris,c_i,3_9,3,9,0.12521958351135254,0.20548343658447266,0.3307030200958252,0.39240503311157227,0.5176246166229248,0.1869215965270996
chris,i_s,9_19,9,19,0.1869215965270996,0.18792963027954102,0.3748512268066406,0.3355295658111572,0.5224511623382568,0.1475999355316162
chris,s_i,19_9,19,9,0.1475999355316162,0.14767837524414062,0.29527831077575684,0.26607203483581543,0.41367197036743164,0.1183936595916748
chris,i_0,9_90,9,90,0.1183936595916748,0.12486457824707031,0.24325823783874512,0.2235257625579834,0.3419194221496582,0.09866118431091309
chris,0_n,90_14,90,14,0.09866118431091309,0.11830401420593262,0.2169651985168457,0.22702670097351074,0.32568788528442383,0.10872268676757812
chris,d_e,4_5,4,5,0.138779878616333,0.20988750457763672,0.3486673831939697,0.34074831008911133,0.47952818870544434,0.1308608055114746
chris,e_c,5_3,5,3,0.1308608055114746,0.14097332954406738,0.271834135055542,0.2714259624481201,0.4022867679595947,0.13045263290405273
chris,c_i,3_9,3,9,0.13045263290405273,0.013962745666503906,0.14441537857055664,0.15299630165100098,0.2834489345550537,0.13903355598449707
chris,i_s,9_19,9,19,0.13903355598449707,0.16466808319091797,0.30370163917541504,0.3068361282348633,0.44586968421936035,0.1421680450439453
