Subject,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-NG|M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-NG|VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4
azfar,runic,0.159600258,-0.016096115,0.143504143,0.127985239,0.287585497,0.144081354,-0.063933134,0.08014822,0.095710039,0.239791393,0.159643173,0.02491641,0.184559584,0.184370041,0.344013214,0.15945363,0.015663385,0.175117016,0.119544268,0.278997898,0.103880882,0.726659298,-0.039449453,0.583328962,0.527609587,1.150388002,0.14533186,-0.009862363,0.145832241,0.131902397,0.287597001,0.000581893,0.001607878,0.002225739,0.001410269,0.00184737,0.024122461,0.040098358,0.047177734,0.037553552,0.042981042,0.064052105,0.223652363,0.223695278,0.383295536,0.12062645,0.264707804,0.28008008,0.424161434,0.200033426,0.3596766,0.303914309,0.463557482,0.384711981,0.848036766,0.807689667,1.271014452,0.128237327,0.282678922,0.269229889,0.423671484,0.004666174,0.004867869,0.001697068,0.001610675,0.068309399,0.069770116,0.041195488,0.040133216,0.248611689,0.408211946,0.408065319,0.567665577,0.295743465,0.43982482,0.399624348,0.543705702,0.544355154,0.848036766,0.807689667,1.111371279,0.272177577,0.424018383,0.403844833,0.555685639,0.001110702,0.000499687,3.56E-05,0.000287038,0.033327199,0.022353677,0.005968668,0.01694219,0.423728704,0.583328962,0.527609587,0.687209845
azfar,uncut,0.200148344,-0.095732689,0.104415655,0.064255476,0.26440382,0.159988165,0.080254078,0.240242243,0.200314283,0.360302448,0.120060205,0.103271008,0.223331213,0.239748955,0.35980916,0.136477947,0.040724039,0.177201986,0.22377634,0.360254288,0.183052301,0.799726963,0.128516436,0.745191097,0.728095055,1.344769716,0.159945393,0.032129109,0.186297774,0.182023764,0.336192429,0.001072939,0.007933232,0.003689632,0.006426463,0.00229054,0.032755753,0.08906869,0.060742341,0.080165221,0.047859588,0.144509554,0.344657898,0.264569759,0.464718103,0.303585291,0.463573456,0.440063238,0.600051403,0.280472994,0.400533199,0.463525295,0.583585501,0.728567839,1.208764553,1.168158293,1.648355007,0.242855946,0.402921518,0.389386098,0.549451669,0.007387554,0.003539506,0.011821956,0.005452614,0.085950883,0.059493744,0.108728817,0.07384182,0.367840767,0.567989111,0.504318714,0.704467058,0.480787277,0.640775442,0.663839579,0.823827744,0.848628044,1.208764553,1.168158293,1.528294802,0.424314022,0.604382277,0.584079146,0.764147401,0.006378457,0.002648925,0.012723453,0.007123487,0.079865243,0.051467708,0.112798285,0.08440075,0.545042753,0.745191097,0.728095055,0.928243399
azfar,bikes,0.135727167,0.127390862,0.263118029,0.223862171,0.359589338,0.09647131,0.103698254,0.200169563,0.223527908,0.319999218,0.119829655,-0.039045811,0.080783844,0.160480499,0.280310154,0.19952631,-0.080735207,0.118791103,0.080035925,0.279562235,0.160771132,0.712325573,0.111308098,0.662862539,0.687906504,1.239460945,0.142465115,0.027827024,0.165715635,0.171976626,0.309865236,0.001566071,0.010642378,0.00669654,0.004644966,0.001455653,0.039573616,0.103161904,0.08183239,0.068153987,0.03815302,0.327560425,0.463287592,0.447390079,0.583117247,0.184482098,0.280953407,0.384008408,0.480479717,0.079745293,0.199574947,0.240516424,0.360346079,0.591787815,0.943815947,1.071914911,1.423943043,0.197262605,0.314605316,0.35730497,0.474647681,0.015475591,0.018235428,0.011233982,0.012432258,0.124400928,0.135038616,0.105990483,0.111500035,0.408344269,0.544071436,0.607870579,0.743597746,0.303273201,0.399744511,0.464044333,0.560515642,0.71161747,0.943815947,1.071914911,1.304113388,0.355808735,0.471907973,0.535957456,0.652056694,0.005519965,0.010415131,0.010342995,0.016759528,0.074296465,0.102054548,0.101700514,0.129458597,0.527135372,0.662862539,0.687906504,0.823633671
azfar,whoas,0.119719028,0.064786434,0.184505463,0.104684353,0.224403381,0.039897919,0.144121647,0.184019566,0.264394283,0.304292202,0.120272636,0.120087624,0.24036026,0.27899456,0.399267197,0.158906937,-0.023542643,0.135364294,0.120021582,0.278928518,0.143564224,0.582360744,0.305453062,0.744249582,0.768094778,1.206891298,0.116472149,0.076363266,0.186062396,0.192023695,0.301722825,0.002105823,0.00553941,0.001841718,0.008537966,0.005339794,0.045889243,0.074427216,0.042915237,0.092401116,0.073073896,0.248806,0.368525028,0.369078636,0.488797665,0.384481907,0.424379826,0.543388844,0.583286762,0.255451918,0.375724554,0.399016142,0.519288778,0.888739824,1.168629408,1.311483622,1.591373205,0.296246608,0.389543136,0.437161207,0.530457735,0.005850143,0.000923155,0.008687297,0.002325607,0.076486228,0.030383458,0.093205668,0.048224543,0.48916626,0.608885288,0.648073196,0.767792225,0.519846201,0.55974412,0.663410425,0.703308344,1.009012461,1.168629408,1.311483622,1.471100569,0.50450623,0.584314704,0.655741811,0.735550284,0.000470629,0.001207427,0.000117615,0.002079085,0.021693994,0.034748054,0.010845058,0.04559699,0.624530554,0.744249582,0.768094778,0.887813807
azfar,stank,0.119606495,0.040331602,0.159938097,0.224711895,0.34431839,0.184380293,0.023701191,0.208081484,0.103330374,0.287710667,0.079629183,-0.038998127,0.040631056,0.16057682,0.240206003,0.199574947,0.184723854,0.384298801,0.343698502,0.543273449,0.158974648,0.742165565,0.20975852,0.792949438,0.832317591,1.415508509,0.148433113,0.05243963,0.19823736,0.208079398,0.353877127,0.002395941,0.008944161,0.020340782,0.010632678,0.01775382,0.048948355,0.094573572,0.142621115,0.103114878,0.133243463,0.248413086,0.368019581,0.328042269,0.447648764,0.064332247,0.24871254,0.263907194,0.448287487,0.345300674,0.424929857,0.504275322,0.583904505,0.658046007,1.041661978,1.096224785,1.479840755,0.219348669,0.347220659,0.365408262,0.493280252,0.02036937,0.008087582,0.015491372,0.006159668,0.1427213,0.089930985,0.124464341,0.078483555,0.289044142,0.408650637,0.488619089,0.608225584,0.448631048,0.633011341,0.607605696,0.791985989,0.73767519,1.041661978,1.096224785,1.400211573,0.368837595,0.520830989,0.548112392,0.700105786,0.01273399,0.025168863,0.007078906,0.016883943,0.112844984,0.158646976,0.084136236,0.129938228,0.673342943,0.792949438,0.832317591,0.951924086
azfar,scalp,0.208426714,-0.039366961,0.169059753,0.200625896,0.40905261,0.239992857,-0.08061862,0.159374237,0.119655371,0.359648228,0.200273991,0.183893919,0.38416791,0.359808683,0.560082674,0.175914764,0.119639397,0.295554161,0.223943949,0.399858713,0.104304552,0.928912878,0.183547735,1.008156061,0.904033899,1.728642225,0.185782576,0.045886934,0.252039015,0.226008475,0.432160556,0.002599389,0.015919078,0.011607977,0.009954005,0.007733164,0.0509842,0.12617083,0.107740323,0.099769762,0.087938411,0.120007277,0.32843399,0.320281267,0.528707981,0.30354929,0.543542147,0.479464054,0.719456911,0.47944808,0.679722071,0.583752632,0.784026623,0.903004646,1.551698208,1.383497953,2.032191515,0.301001549,0.517232736,0.461165984,0.677397172,0.032304291,0.031369968,0.017605405,0.017623668,0.179733945,0.17711569,0.132685359,0.132754165,0.504175186,0.7126019,0.680089951,0.888516665,0.599103451,0.839096308,0.703408003,0.94340086,1.103278637,1.551698208,1.383497953,1.831917524,0.551639318,0.775849104,0.691748977,0.915958762,0.004505688,0.008000418,0.000271866,0.001506137,0.06712442,0.089445053,0.016488353,0.038808987,0.799729347,1.008156061,0.904033899,1.112460613
azfar,huffs,0.183461666,-0.079081059,0.104380608,0.056026936,0.239488602,0.135107994,0.16009593,0.295203924,0.287876368,0.422984362,0.127780437,0.097101688,0.224882126,0.256554365,0.384334803,0.159452677,-0.016386032,0.143066645,0.15976882,0.319221497,0.176154852,0.781957626,0.161730528,0.767533302,0.760226488,1.366029263,0.156391525,0.040432632,0.191883326,0.190056622,0.341507316,0.000601084,0.011680857,0.007267954,0.01095732,0.006459059,0.024517011,0.108078011,0.085252294,0.104677219,0.080368274,0.216122866,0.399584532,0.343903303,0.527364969,0.384978056,0.52008605,0.544430733,0.679538727,0.240168333,0.367948771,0.416323185,0.544103622,0.841269255,1.287619352,1.304657221,1.751007318,0.280423085,0.429206451,0.43488574,0.583669106,0.008343353,0.006444532,0.010311239,0.006963284,0.091341954,0.08027784,0.10154427,0.083446293,0.441004992,0.624466658,0.600457668,0.783919334,0.528044701,0.663152695,0.704199553,0.839307547,0.969049692,1.287619352,1.304657221,1.623226881,0.484524846,0.643809676,0.65232861,0.811613441,0.003787955,0.000748305,0.005381189,0.001533927,0.061546369,0.027355159,0.07335659,0.03916538,0.584071636,0.767533302,0.760226488,0.943688154
azfar,curdy,0.159827709,0.143186092,0.303013802,0.280369043,0.440196753,0.137182951,0.103624344,0.240807295,0.207058668,0.344241619,0.103434324,0.160995007,0.264429331,0.320188761,0.423623085,0.159193754,0.016157627,0.175351381,0.07968235,0.238876104,0.063524723,0.623163462,0.42396307,0.983601809,0.887298822,1.446937561,0.124632692,0.105990767,0.245900452,0.221824706,0.36173439,0.001693555,0.004161517,0.002869455,0.011175137,0.008462236,0.041152825,0.064509822,0.053567296,0.105712522,0.091990413,0.383993387,0.543821096,0.487427711,0.647255421,0.368053675,0.505236626,0.527247429,0.66443038,0.336346388,0.439780712,0.399871111,0.503305435,1.08839345,1.488838434,1.414546251,1.814991236,0.362797817,0.496279478,0.471515417,0.604997079,0.000588277,0.002766273,0.004246082,0.007829638,0.024254426,0.052595373,0.065161971,0.088485239,0.648422718,0.808250427,0.807616472,0.967444181,0.543405056,0.680588007,0.606929779,0.74411273,1.191827774,1.488838434,1.414546251,1.711556911,0.595913887,0.744419217,0.707273126,0.855778456,0.005514355,0.008148847,0.020137574,0.024938469,0.074258701,0.090270963,0.141906922,0.157919184,0.823774099,0.983601809,0.887298822,1.047126532
azfar,corms,0.159561634,0.200382233,0.359943867,0.368499041,0.528060675,0.168116808,-0.02402997,0.144086838,0.135650873,0.303767681,0.159680843,-0.014955282,0.144725561,0.120085955,0.279766798,0.135041237,0.02363801,0.158679247,0.184880257,0.319921494,0.161242247,0.783642769,0.18503499,0.807435513,0.809116125,1.431516647,0.156728554,0.046258748,0.201858878,0.202279031,0.357879162,0.000159287,0.010984469,0.01115239,0.013042274,0.013144042,0.012620894,0.104806819,0.105604875,0.114202776,0.114647468,0.34446907,0.504030704,0.504149914,0.663711548,0.120695591,0.288812399,0.255736828,0.423853636,0.143723965,0.303404808,0.304966211,0.464647055,0.608888626,1.096247911,1.064852953,1.552212238,0.202962875,0.36541597,0.354950984,0.517404079,0.015150579,0.014463768,0.017301123,0.016470432,0.123087688,0.120265406,0.131533735,0.128337182,0.489194632,0.648756266,0.624235868,0.783797503,0.279374838,0.447491646,0.440617085,0.608733892,0.768569469,1.096247911,1.064852953,1.392531395,0.384284735,0.548123956,0.532426476,0.696265697,0.022012173,0.020253724,0.016857929,0.015323634,0.148364999,0.142315577,0.129838087,0.123788666,0.647873878,0.807435513,0.809116125,0.968677759
azfar,lossy,0.240056992,-0.104236126,0.135820866,0.040153503,0.280210495,0.144389629,-0.064238071,0.080151558,0.080344439,0.224734068,0.14458251,0.06332016,0.20790267,0.183618069,0.328200579,0.120297909,0.136479616,0.256777525,0.296108484,0.416406393,0.159628868,0.808955908,0.031325579,0.680652618,0.600224495,1.249551535,0.161791182,0.007831395,0.170163155,0.150056124,0.312387884,0.002112714,0.012460835,0.006069267,0.013132,0.006596156,0.045964271,0.11162811,0.077905499,0.114594941,0.081216721,-0.024084568,0.215972424,0.120497942,0.360554934,0.143664598,0.288054228,0.263962507,0.408352137,0.320097685,0.464680195,0.479726553,0.624309063,0.439677715,0.968706846,0.864187002,1.393216133,0.146559238,0.322902282,0.288062334,0.464405378,0.02962164,0.016374679,0.0326969,0.019748035,0.172109384,0.127963585,0.180822841,0.1405277,0.183818102,0.423875093,0.304116011,0.544173002,0.400442123,0.544831753,0.560070992,0.704460621,0.584260225,0.968706846,0.864187002,1.248633623,0.292130113,0.484353423,0.432093501,0.624316812,0.023462983,0.007315257,0.032756476,0.01284606,0.153176315,0.085529274,0.180987503,0.113340462,0.440595627,0.680652618,0.600224495,0.840281487
