Subject,Sequence,D|0,I|0+1,PF|0+1,RF|0+1,G|0+1,D|1,I|1+2,PF|1+2,RF|1+2,G|1+2,D|2,I|2+3,PF|2+3,RF|2+3,G|2+3,D|3,I|3+4,PF|3+4,RF|3+4,G|3+4,D|4,T2-D-S,T2-I-S,T2-PF-S,T2-RF-S,T2-G-S,T2-D-M,T2-I-M,T2-PF-M,T2-RF-M,T2-G-M,T2-D-VAR,T2-I-VAR,T2-PF-VAR,T2-RF-VAR,T2-G-VAR,T2-D-SD,T2-I-SD,T2-PF-SD,T2-RF-SD,T2-G-SD,T3_I|0+2,T3_PF|0+2,T3_RF|0+2,T3_G|0+2,T3_I|1+3,T3_PF|1+3,T3_RF|1+3,T3_G|1+3,T3_I|2+4,T3_PF|2+4,T3_RF|2+4,T3_G|2+4,T3-I-S,T3-PF-S,T3-RF-S,T3-G-S,T3-I-M,T3-PF-M,T3-RF-M,T3-G-M,T3-I-VAR,T3-PF-VAR,T3-RF-VAR,T3-G-VAR,T3-I-SD,T3-PF-SD,T3-RF-SD,T3-G-SD,T4_I|0+3,T4_PF|0+3,T4_RF|0+3,T4_G|0+3,T4_I|1+4,T4_PF|1+4,T4_RF|1+4,T4_G|1+4,T4-I-S,T4-PF-S,T4-RF-S,T4-G-S,T4-I-M,T4-PF-M,T4-RF-M,T4-G-M,T4-I-VAR,T4-PF-VAR,T4-RF-VAR,T4-G-VAR,T4-I-SD,T4-PF-SD,T4-RF-SD,T4-G-SD,T5_I|0+4,T5_PF|0+4,T5_RF|0+4,T5_G|0+4
jc,beget,0.0710361,0.120134354,0.191170454,0.191342831,0.262378931,0.071208477,0.096857548,0.168066025,0.175941706,0.247150183,0.079084158,0.072960138,0.152044296,0.184818983,0.263903141,0.111858845,0.016015768,0.127874613,0.095041752,0.206900597,0.079025984,0.412213564,0.305967808,0.639155388,0.647145271,0.980332851,0.082442713,0.076491952,0.159788847,0.161786318,0.245083213,0.000286145,0.00199642,0.000710604,0.002019768,0.000705172,0.016915833,0.044681313,0.026657165,0.044941826,0.026555076,0.288200378,0.359236479,0.367284536,0.438320637,0.248901844,0.320110321,0.360760689,0.431969166,0.200834751,0.279918909,0.279860735,0.358944893,0.737936974,0.959265709,1.00790596,1.229234695,0.245978991,0.319755236,0.335968653,0.409744898,0.001914596,0.001572914,0.002371714,0.001945566,0.043756091,0.039659977,0.048700247,0.044108567,0.440244675,0.511280775,0.552103519,0.62313962,0.376776457,0.447984934,0.455802441,0.527010918,0.817021132,0.959265709,1.00790596,1.150150537,0.408510566,0.479632854,0.50395298,0.575075269,0.002014107,0.002003182,0.004636949,0.004620364,0.044878807,0.044756919,0.068095146,0.067973257,0.568119287,0.639155388,0.647145271,0.718181372
jc,ploys,0.159267426,-0.055531502,0.103735924,0.048046589,0.207314014,0.103578091,0.072161913,0.175740004,0.176165342,0.279743433,0.104003429,0.040220022,0.144223452,0.14422822,0.248231649,0.104008198,0.119506598,0.223514795,0.191510916,0.295519114,0.072004318,0.542861462,0.176357031,0.647214174,0.559951067,1.03080821,0.108572292,0.044089258,0.161803544,0.139987767,0.257702053,0.000993465,0.005471705,0.002561137,0.004144871,0.001514865,0.031519283,0.073970976,0.050607679,0.064380674,0.038921269,0.120208502,0.279475927,0.224211931,0.383479357,0.216385365,0.319963455,0.320393562,0.423971653,0.263734818,0.367738247,0.335739136,0.439742565,0.600328684,0.967177629,0.880344629,1.247193575,0.200109561,0.322392543,0.29344821,0.415731192,0.005348627,0.001951985,0.003654118,0.000842316,0.073134309,0.04418127,0.060449304,0.029022682,0.264431953,0.423699379,0.368440151,0.527707577,0.43990016,0.543478251,0.511904478,0.615482569,0.704332113,0.967177629,0.880344629,1.143190145,0.352166057,0.483588815,0.440172315,0.571595073,0.015394546,0.007173489,0.010291007,0.003852225,0.124074759,0.084696452,0.101444598,0.062066292,0.487946749,0.647214174,0.559951067,0.719218493
jc,annoy,0.087132454,0.063894749,0.151027203,0.136532545,0.223664999,0.072637796,0.078979969,0.151617765,0.14399457,0.216632366,0.065014601,0.031083822,0.096098423,0.135665417,0.200680017,0.104581594,0.032007694,0.136589289,0.119508982,0.224090576,0.087501287,0.416867733,0.205966234,0.53533268,0.535701513,0.865067959,0.083373547,0.051491559,0.13383317,0.133925378,0.21626699,0.000233314,0.000568516,0.000681145,0.000106349,0.000119675,0.015274621,0.023843577,0.026098748,0.010312552,0.010939626,0.215512514,0.302644968,0.280527115,0.367659569,0.175078392,0.247716188,0.279659986,0.352297783,0.167673111,0.232687712,0.255174398,0.320188999,0.558264017,0.783048868,0.8153615,1.040146351,0.186088006,0.261016289,0.271787167,0.34671545,0.000663061,0.001356174,0.000207176,0.000586736,0.025749967,0.036826267,0.014393611,0.024222625,0.311610937,0.398743391,0.416192532,0.503324986,0.311667681,0.384305477,0.399168968,0.471806765,0.623278618,0.783048868,0.8153615,0.97513175,0.311639309,0.391524434,0.40768075,0.487565875,1.61E-09,0.000104227,0.000144901,0.000496699,4.01E-05,0.010209147,0.012037477,0.022286748,0.448200226,0.53533268,0.535701513,0.622833967
jc,zilch,0.136229515,0.023839474,0.160068989,0.135531664,0.271761179,0.11169219,0.12051487,0.23220706,0.183493614,0.295185804,0.062978745,0.592674494,0.655653238,0.672081232,0.735059977,0.079406738,0.032216549,0.111623287,0.112031937,0.191438675,0.079815388,0.470122576,0.769245386,1.159552574,1.103138447,1.493445635,0.094024515,0.192311347,0.289888144,0.275784612,0.373361409,0.000868207,0.073152833,0.061914195,0.070684822,0.060118589,0.02946535,0.270467805,0.248825631,0.265866174,0.245190923,0.256046534,0.392276049,0.319025278,0.455254793,0.776168108,0.887860298,0.855574846,0.967267036,0.704297781,0.767276525,0.784113169,0.847091913,1.736512423,2.047412872,1.958713293,2.269613743,0.578837474,0.682470957,0.652904431,0.756537914,0.079436829,0.066794925,0.084883159,0.071689154,0.2818454,0.258447142,0.291347146,0.267748304,0.911699772,1.047929287,0.99110651,1.127336025,0.887791395,0.999483585,0.967606783,1.079298973,1.799491167,2.047412872,1.958713293,2.206634998,0.899745584,1.023706436,0.979356647,1.103317499,0.000285805,0.001173493,0.000276119,0.001153779,0.016905775,0.034256284,0.016616816,0.033967325,1.023323059,1.159552574,1.103138447,1.239367962
jc,sepia,0.078996658,0.13641572,0.215412378,0.207407475,0.286404133,0.070991755,0.137360811,0.208352566,0.225471973,0.296463728,0.088111162,0.111598969,0.199710131,0.215945721,0.304056883,0.104346752,0.080396175,0.184742928,0.167431355,0.271778107,0.087035179,0.429481506,0.465771675,0.808218002,0.816256523,1.15870285,0.085896301,0.116442919,0.202054501,0.204064131,0.289675713,0.000154093,0.000719768,0.000174428,0.000650869,0.000194641,0.012413424,0.026828483,0.013207134,0.025512129,0.013951377,0.344768286,0.423764944,0.432879448,0.511876106,0.337070942,0.408062696,0.441417694,0.512409449,0.296341896,0.384453058,0.383377075,0.471488237,0.978181124,1.216280699,1.257674217,1.495773792,0.326060375,0.4054269,0.419224739,0.498591264,0.000677203,0.000391567,0.000982017,0.000551002,0.026023129,0.019788043,0.031337145,0.023473424,0.544478416,0.623475075,0.648825169,0.727821827,0.521813869,0.592805624,0.608849049,0.679840803,1.066292286,1.216280699,1.257674217,1.40766263,0.533146143,0.608140349,0.628837109,0.703831315,0.000256841,0.000470308,0.000799045,0.001151089,0.016026255,0.021686577,0.028267386,0.033927707,0.729221344,0.808218002,0.816256523,0.895253181
jc,stage,0.062987328,0.120007753,0.182995081,0.20000124,0.262988567,0.079993486,0.103998184,0.183991671,0.184000731,0.263994217,0.080002546,0.071999073,0.152001619,0.152004004,0.23200655,0.08000493,0.063999653,0.144004583,0.159992695,0.239997625,0.095993042,0.398981333,0.360004663,0.662992954,0.695998669,0.998986959,0.079796267,0.090001166,0.165748239,0.173999667,0.24974674,0.00013625,0.000698822,0.000430677,0.000485369,0.000262699,0.011672628,0.026435241,0.020752771,0.022031096,0.016207983,0.303999424,0.366986752,0.38400197,0.446989298,0.255999804,0.33599329,0.336004734,0.41599822,0.216003656,0.296006203,0.311996698,0.391999245,0.776002884,0.998986244,1.032003403,1.254986763,0.258667628,0.332995415,0.344001134,0.418328921,0.001941152,0.0012663,0.001344147,0.000760051,0.044058504,0.03558511,0.036662605,0.027569015,0.456001043,0.518988371,0.536005974,0.598993301,0.400004387,0.479997873,0.495997429,0.575990915,0.85600543,0.998986244,1.032003403,1.174984217,0.428002715,0.499493122,0.516001701,0.587492108,0.001567813,0.000760129,0.000800342,0.000264555,0.039595615,0.027570445,0.028290313,0.016265143,0.600005627,0.662992954,0.695998669,0.758985996
jc,lulab,0.144138813,-0.033029318,0.111109495,0.046081066,0.190219879,0.079110384,0.13706398,0.216174364,0.216250896,0.29536128,0.079186916,0.024603128,0.103790045,0.112605333,0.19179225,0.088002205,0.048356295,0.1363585,0.135332823,0.223335028,0.086976528,0.477414846,0.176994085,0.567432404,0.510270119,0.900708437,0.095482969,0.044248521,0.141858101,0.12756753,0.225177109,0.000757334,0.004996463,0.002649269,0.00492965,0.002421923,0.027519699,0.070685664,0.051471048,0.070211467,0.049213033,0.183145046,0.327283859,0.262331963,0.406470776,0.240854025,0.319964409,0.32885623,0.407966614,0.160961628,0.240148544,0.247938156,0.327125072,0.584960699,0.887396812,0.839126348,1.141562462,0.1949869,0.295798937,0.279708783,0.380520821,0.001700871,0.002336118,0.001863399,0.002138889,0.041241616,0.048333408,0.043167106,0.046248122,0.286935091,0.431073904,0.374937296,0.519076109,0.377212524,0.456322908,0.464189053,0.543299437,0.664147615,0.887396812,0.839126348,1.062375546,0.332073808,0.443698406,0.419563174,0.531187773,0.004075007,0.000318756,0.003982938,0.000293385,0.063835785,0.017853742,0.063110522,0.017128479,0.423293591,0.567432404,0.510270119,0.654408932
jc,queer,0.072002411,0.095777512,0.167779922,0.184076548,0.256078959,0.088299036,0.080042839,0.168341875,0.144129038,0.232428074,0.064086199,0.080288887,0.144375086,0.151893139,0.215979338,0.071604252,0.024105787,0.095710039,0.112067461,0.183671713,0.087961674,0.383953571,0.280215025,0.576206923,0.592166185,0.888158083,0.076790714,0.070053756,0.144051731,0.148041546,0.222039521,0.000117116,0.000992489,0.001163354,0.000874266,0.00092514,0.010822012,0.031503794,0.034107975,0.029567993,0.030416113,0.264119387,0.336121798,0.328205585,0.400207996,0.224417925,0.312716961,0.296022177,0.384321213,0.175998926,0.240085125,0.2639606,0.328046799,0.664536238,0.888923883,0.888188362,1.112576008,0.221512079,0.296307961,0.296062787,0.370858669,0.001947637,0.002507702,0.001031856,0.00143774,0.044132039,0.050076962,0.032122512,0.037917538,0.408494473,0.480496883,0.480098724,0.552101135,0.320127964,0.408427,0.408089638,0.496388674,0.728622437,0.888923883,0.888188362,1.048489809,0.364311218,0.444461942,0.444094181,0.524244905,0.00390432,0.002597034,0.002592654,0.001551939,0.062484557,0.050961103,0.050918113,0.039394659,0.504204512,0.576206923,0.592166185,0.664168596
jc,zonks,0.103865623,0.031991482,0.135857105,0.199474096,0.30333972,0.167482615,-0.064164877,0.103317738,0.040650606,0.208133221,0.104815483,0.112240314,0.217055798,0.199768782,0.304584265,0.087528467,0.023185968,0.110714436,0.087888718,0.175417185,0.064702749,0.528394938,0.103252888,0.566945076,0.527782202,0.99147439,0.105678988,0.025813222,0.141736269,0.13194555,0.247868598,0.001458054,0.005203591,0.002715311,0.006478622,0.00437394,0.038184472,0.072135923,0.052108648,0.080489889,0.066135769,0.135309219,0.239174843,0.240124702,0.343990326,0.152890921,0.320373535,0.240419388,0.407902002,0.22295475,0.327770233,0.287657499,0.392472982,0.51115489,0.887318611,0.76820159,1.144365311,0.170384963,0.29577287,0.256067197,0.381455104,0.002149966,0.00241618,0.000748482,0.001112221,0.046367725,0.049154657,0.027358401,0.033349975,0.352365017,0.45623064,0.439893484,0.543759108,0.263605356,0.431087971,0.328308105,0.49579072,0.615970373,0.887318611,0.76820159,1.039549828,0.307985187,0.443659306,0.384100795,0.519774914,0.003939139,0.000316077,0.006225648,0.001150483,0.062762558,0.017778552,0.078902778,0.033918772,0.463079453,0.566945076,0.527782202,0.631647825
jc,obese,0.072005987,0.047997475,0.120003462,0.126996756,0.199002743,0.078999281,0.368876219,0.4478755,0.441662788,0.520662069,0.07278657,0.134819984,0.207606554,0.199489832,0.272276402,0.064669847,0.08018446,0.144854307,0.151233912,0.215903759,0.071049452,0.359511137,0.631878138,0.920339823,0.919383287,1.207844973,0.071902227,0.157969534,0.230084956,0.229845822,0.301961243,2.60E-05,0.021053968,0.022440066,0.020848559,0.022239195,0.005103811,0.145099854,0.149800087,0.1443903,0.149128116,0.495872974,0.567878962,0.568659544,0.640665531,0.576482773,0.655482054,0.64115262,0.720151901,0.279674292,0.352460861,0.350723743,0.423510313,1.352030039,1.575821877,1.560535908,1.784327745,0.45067668,0.525273959,0.520178636,0.594775915,0.023555847,0.02431685,0.022850032,0.023578451,0.153479143,0.155938611,0.15116227,0.153552762,0.703479528,0.775485516,0.768149376,0.840155363,0.72133708,0.800336361,0.792386532,0.871385813,1.424816608,1.575821877,1.560535908,1.711541176,0.712408304,0.787910938,0.780267954,0.855770588,0.000159446,0.000308782,0.00029372,0.00048767,0.012627196,0.017572201,0.017138257,0.022083263,0.848333836,0.920339823,0.919383287,0.991389275
jc,prove,0.111516953,0.319906473,0.431423426,0.39994359,0.511460543,0.080037117,0.04047513,0.120512247,0.136405945,0.216443062,0.095930815,0.344609976,0.440540791,0.440443039,0.536373854,0.095833063,0.104114532,0.199947596,0.183091402,0.278924465,0.07897687,0.462294817,0.809106112,1.192424059,1.159883976,1.543201923,0.092458963,0.202276528,0.298106015,0.289970994,0.385800481,0.000180679,0.023303695,0.02641194,0.023247093,0.02618907,0.013441674,0.152655477,0.162517506,0.152469975,0.161830374,0.44041872,0.551935673,0.536349535,0.647866488,0.481015921,0.561053038,0.576848984,0.656886101,0.544557571,0.640488386,0.623534441,0.719465256,1.465992212,1.753477097,1.73673296,2.024217844,0.488664071,0.584492366,0.578910987,0.674739281,0.002755096,0.002372447,0.001903491,0.001520648,0.052489006,0.048707775,0.043629014,0.038995486,0.880959511,0.992476463,0.976792574,1.088309526,0.680963516,0.761000633,0.759940386,0.839977503,1.561923027,1.753477097,1.73673296,1.928287029,0.780961514,0.876738548,0.86836648,0.964143515,0.019999199,0.02679053,0.023512436,0.030834397,0.141418524,0.163678129,0.153337653,0.175597258,1.080907106,1.192424059,1.159883976,1.271400928
jc,lites,0.095208406,0.128294706,0.223503113,0.224764347,0.319972754,0.096469641,0.055824757,0.152294397,0.159732819,0.256202459,0.103908062,0.087944031,0.191852093,0.176356316,0.280264378,0.088412285,0.094947338,0.183359623,0.174940586,0.263352871,0.079993248,0.463991642,0.367010832,0.751009226,0.735794067,1.119792461,0.092798328,0.091752708,0.187752306,0.183948517,0.279948115,8.15E-05,0.000883616,0.000857162,0.000797039,0.000813777,0.009026636,0.029725674,0.029277337,0.028231875,0.028526771,0.280589104,0.37579751,0.384497166,0.479705572,0.247676849,0.34414649,0.336089134,0.432558775,0.271303654,0.375211716,0.351296902,0.455204964,0.799569607,1.095155716,1.071883202,1.367469311,0.266523202,0.365051905,0.357294401,0.455823104,0.000287944,0.000327863,0.000612812,0.000555992,0.016968903,0.01810699,0.024755037,0.023579476,0.472441196,0.567649603,0.560853481,0.656061888,0.431036472,0.527506113,0.51102972,0.607499361,0.903477669,1.095155716,1.071883202,1.263561249,0.451738834,0.547577858,0.535941601,0.631780624,0.000857176,0.00080575,0.001241204,0.001179159,0.029277561,0.028385734,0.035230719,0.034338892,0.655800819,0.751009226,0.735794067,0.831002474
jc,hafta,0.103661299,0.145103693,0.248764992,0.256624222,0.360285521,0.111520529,0.087882757,0.199403286,0.167045832,0.27856636,0.079163074,0.104871511,0.184034586,0.176366091,0.255529165,0.071494579,0.376480579,0.447975159,0.424358606,0.495853186,0.047878027,0.413717508,0.714338541,1.080178022,1.024394751,1.390234232,0.082743502,0.178584635,0.270044506,0.256098688,0.347558558,0.000655158,0.017981411,0.014833341,0.014199792,0.011794202,0.025596047,0.134094784,0.121792204,0.119162878,0.108601112,0.344506979,0.448168278,0.423670053,0.527331352,0.271917343,0.383437872,0.343411922,0.454932451,0.55284667,0.632009745,0.600724697,0.679887772,1.169270992,1.463615894,1.367806673,1.662151575,0.389756997,0.487871965,0.455935558,0.554050525,0.021265995,0.016629281,0.017333263,0.01318666,0.145828649,0.12895457,0.131655851,0.114833182,0.528541565,0.632202864,0.600036144,0.703697443,0.719892502,0.831413031,0.767770529,0.879291058,1.248434067,1.463615894,1.367806673,1.582988501,0.624217033,0.731807947,0.683903337,0.79149425,0.018307591,0.019842345,0.014067412,0.015416559,0.135305545,0.14086286,0.118606121,0.124163436,0.976516724,1.080178022,1.024394751,1.128056049
jc,miner,0.096001148,0.063999414,0.160000563,0.210023403,0.306024551,0.146023989,-0.042024136,0.103999853,0.045980215,0.192004204,0.088004351,-0.024004698,0.063999653,0.079993248,0.167997599,0.103997946,-0.023992062,0.080005884,0.065018177,0.169016123,0.089010239,0.523037672,-0.026021481,0.408005953,0.401015043,0.835042477,0.104607534,-0.00650537,0.102001488,0.100253761,0.208760619,0.000577176,0.002281506,0.001765277,0.005549009,0.004327433,0.024024495,0.047765113,0.042015204,0.07449167,0.065783227,0.167999268,0.264000416,0.256003618,0.352004766,0.021975517,0.167999506,0.125973463,0.271997452,0.056001186,0.144005537,0.145011425,0.233015776,0.245975971,0.576005459,0.526988506,0.857017994,0.08199199,0.19200182,0.175662835,0.285672665,0.005837375,0.004031776,0.004931592,0.003679854,0.076402718,0.063496268,0.070225295,0.060661797,0.23199892,0.328000069,0.335996866,0.431998014,0.101981401,0.24800539,0.19099164,0.337015629,0.333980322,0.576005459,0.526988506,0.769013643,0.166990161,0.288002729,0.263494253,0.384506822,0.008452278,0.003199574,0.010513258,0.004510827,0.091936269,0.05656478,0.102534179,0.067162689,0.312004805,0.408005953,0.401015043,0.497016191
