Subject,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-DT-M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-DT-VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4
adhy,wench,0.152282238,-0.073435545,0.078846693,0.088479042,0.24076128,0.161914587,0.102869987,0.264784575,0.248507261,0.410421848,0.145637274,0.022859812,0.168497086,0.174677372,0.320314646,0.15181756,-0.06406951,0.087748051,0.063924789,0.21574235,0.127994299,0.739645958,-0.011775255,0.599876404,0.575588465,1.187240124,0.147929192,-0.002943814,0.149969101,0.143897116,0.296810031,0.000158078,0.006855941,0.007485245,0.007119148,0.007724514,0.012572913,0.082800609,0.086517311,0.084375041,0.087889217,0.19134903,0.343631268,0.336986303,0.489268541,0.271367073,0.43328166,0.423184633,0.58509922,0.110607862,0.256245136,0.238602161,0.384239435,0.573323965,1.033158064,0.998773098,1.458607197,0.191107988,0.344386021,0.332924366,0.486202399,0.006460925,0.00783591,0.008530047,0.010093214,0.080379876,0.088520675,0.092358252,0.10046499,0.359846115,0.512128353,0.511663675,0.663945913,0.359115124,0.521029711,0.487109423,0.64902401,0.718961239,1.033158064,0.998773098,1.312969923,0.359480619,0.516579032,0.499386549,0.656484962,2.67E-07,3.96E-05,0.000301456,0.000111332,0.000516889,0.00629421,0.017362479,0.010551379,0.447594166,0.599876404,0.575588465,0.727870703
adhy,early,0.111913443,0.151502371,0.263415813,0.288136005,0.400049448,0.136633635,-0.016052008,0.120581627,0.119995832,0.256629467,0.13604784,-0.08032155,0.05572629,0.056243896,0.192291737,0.136565447,0.048190832,0.184756279,0.144069672,0.280635118,0.095878839,0.617039204,0.103319645,0.624480009,0.608445406,1.12960577,0.123407841,0.025829911,0.156120002,0.152111351,0.282401443,0.000349445,0.009771935,0.007891434,0.00959645,0.007542709,0.018693454,0.098853099,0.088833742,0.097961473,0.086848771,0.272083998,0.38399744,0.408131838,0.52004528,0.039674282,0.176307917,0.176239729,0.312873363,0.104434729,0.240482569,0.200313568,0.336361408,0.416193008,0.800787926,0.784685135,1.169280052,0.138731003,0.266929309,0.261561712,0.389760017,0.014385745,0.011308307,0.016256989,0.012868609,0.119940589,0.106340524,0.127502897,0.113439893,0.327810287,0.43972373,0.464375734,0.576289177,0.224430561,0.361064196,0.320309401,0.456943035,0.552240849,0.800787926,0.784685135,1.033232212,0.276120424,0.400393963,0.392342567,0.516616106,0.005343684,0.003093661,0.010377554,0.007121751,0.073100506,0.05562069,0.101870282,0.084390466,0.512566566,0.624480009,0.608445406,0.720358849
adhy,relax,0.144175053,-0.088620663,0.05555439,0.031520605,0.175695658,0.120141268,0.024039745,0.144181013,0.136069059,0.256210327,0.112029314,-0.080635786,0.031393528,0.032416105,0.144445419,0.113051891,0.143986702,0.257038593,0.264245987,0.377297878,0.120259285,0.609656811,-0.001230001,0.488167524,0.464251757,0.953649282,0.121931362,-0.0003075,0.122041881,0.116062939,0.238412321,0.000169419,0.011888484,0.010450655,0.012167553,0.010789709,0.013016121,0.109034327,0.102228443,0.110306633,0.103873522,0.05556035,0.199735403,0.167589664,0.311764717,0.055433273,0.175574541,0.168485165,0.288626432,0.176402807,0.288432121,0.296662092,0.408691406,0.287396431,0.663742065,0.632736921,1.009082556,0.09579881,0.221247355,0.210912307,0.336360852,0.004872757,0.003531281,0.00551497,0.004057627,0.069805138,0.059424586,0.074262842,0.063699504,0.086953878,0.231128931,0.20000577,0.344180822,0.312471867,0.432613134,0.432731152,0.552872419,0.399425745,0.663742065,0.632736921,0.897053242,0.199712873,0.331871033,0.316368461,0.448526621,0.025429182,0.020297942,0.027080552,0.021776091,0.159465299,0.142470846,0.164561696,0.147567243,0.343992472,0.488167524,0.464251757,0.608426809
adhy,quick,0.15277648,-0.081123829,0.071652651,0.05498147,0.20775795,0.136105299,-0.079724073,0.056381226,0.072170973,0.208276272,0.151895046,0.016159296,0.168054342,0.143191338,0.295086384,0.127032042,-0.054537058,0.072494984,0.048565149,0.175597191,0.103102207,0.670911074,-0.199225664,0.368583202,0.31890893,0.886717796,0.134182215,-0.049806416,0.092145801,0.079727232,0.221679449,0.00042007,0.002083234,0.002615778,0.001889406,0.002628535,0.020495617,0.045642454,0.051144681,0.043467298,0.051269243,-0.024742603,0.128033876,0.127152443,0.279928923,0.088330269,0.224435568,0.21536231,0.351467609,0.08865428,0.240549326,0.191756487,0.343651533,0.152241945,0.59301877,0.53427124,0.975048065,0.050747315,0.197672923,0.178090413,0.325016022,0.004274072,0.003702111,0.002085316,0.001539908,0.065376388,0.060844975,0.045665264,0.039241657,0.143311739,0.296088219,0.270343781,0.42312026,0.160825253,0.296930552,0.26392746,0.400032759,0.304136992,0.59301877,0.53427124,0.823153019,0.152068496,0.296509385,0.26713562,0.411576509,0.000153362,3.55E-07,2.06E-05,0.000266516,0.012383924,0.000595619,0.004537024,0.016325329,0.215806723,0.368583202,0.31890893,0.47168541
adhy,xerus,0.070740461,0.145027399,0.21576786,0.288192272,0.358932734,0.143164873,-0.015681267,0.127483606,0.11303854,0.256203413,0.128719807,-0.048122883,0.080596924,0.056020021,0.184739828,0.104142904,-0.015893698,0.088249207,0.095749617,0.199892521,0.111643314,0.55841136,0.065329552,0.512097597,0.55300045,0.999768496,0.111682272,0.016332388,0.128024399,0.138250113,0.249942124,0.000753627,0.007593428,0.003843546,0.010562118,0.00622482,0.027452264,0.087140275,0.061996341,0.102772167,0.078897526,0.272511005,0.343251467,0.401230812,0.471971273,0.064915657,0.20808053,0.169058561,0.312223434,0.040126324,0.16884613,0.151769638,0.280489445,0.377552986,0.720178127,0.722059011,1.064684153,0.125850995,0.240059376,0.240686337,0.354894718,0.016285497,0.00837129,0.019405623,0.010531951,0.127614641,0.091494755,0.139304067,0.102625296,0.353107929,0.423848391,0.457250834,0.527991295,0.153164864,0.296329737,0.264808178,0.407973051,0.506272793,0.720178127,0.722059011,0.935964346,0.253136396,0.360089064,0.361029506,0.467982173,0.019988615,0.008130504,0.018517088,0.007202189,0.141381098,0.090169305,0.136077507,0.084865714,0.441357136,0.512097597,0.55300045,0.623740911
adhy,rinse,0.136279106,-0.088090181,0.048188925,0.02332449,0.159603596,0.111414671,0.072463036,0.183877707,0.183372736,0.294787407,0.1109097,0.112555504,0.223465204,0.264958382,0.375868082,0.152402878,-0.015091419,0.137311459,0.04771471,0.200117588,0.062806129,0.573812485,0.081836939,0.592843294,0.519370317,1.030376673,0.114762497,0.020459235,0.148210824,0.129842579,0.257594168,0.00115132,0.008077648,0.005686175,0.013070949,0.009425922,0.033931102,0.089875734,0.07540673,0.114328253,0.097087186,0.095787525,0.232066631,0.206697226,0.342976332,0.29592824,0.407342911,0.448331118,0.559745789,0.249866962,0.360776663,0.312673092,0.423582792,0.641582727,1.000186205,0.967701435,1.326304913,0.213860909,0.333395402,0.322567145,0.442101638,0.010986403,0.008242744,0.014670154,0.01200446,0.104816045,0.090789557,0.12112041,0.109564867,0.319252729,0.455531836,0.471655607,0.607934713,0.433239698,0.544654369,0.496045828,0.607460499,0.752492428,1.000186205,0.967701435,1.215395212,0.376246214,0.500093102,0.483850718,0.607697606,0.006496515,0.003971413,0.000297441,1.12E-07,0.080600959,0.063019148,0.01724649,0.00033532,0.456564188,0.592843294,0.519370317,0.655649424
adhy,herbs,0.102554798,-0.023999453,0.078555346,0.136918306,0.239473104,0.160917759,-0.08091712,0.080000639,0.03918767,0.200105429,0.12010479,0.096751451,0.216856241,0.192845106,0.312949896,0.096093655,0.047929049,0.144022703,0.167943954,0.264037609,0.120014906,0.599685907,0.039763927,0.519434929,0.536895037,1.016566038,0.119937181,0.009940982,0.129858732,0.134223759,0.25414151,0.000637526,0.006128766,0.004295684,0.004537544,0.002230473,0.025249272,0.078286437,0.065541467,0.067361296,0.047227885,0.056001186,0.158555984,0.176105976,0.278660774,0.135939121,0.29685688,0.232032776,0.392950535,0.240774155,0.360878944,0.360789061,0.48089385,0.432714462,0.816291809,0.768927813,1.152505159,0.144238154,0.27209727,0.256309271,0.384168386,0.008586918,0.010693424,0.008968972,0.010282399,0.092665624,0.103409012,0.094704654,0.101402164,0.272857428,0.375412226,0.368951082,0.47150588,0.279961824,0.440879583,0.39997673,0.560894489,0.552819252,0.816291809,0.768927813,1.03240037,0.276409626,0.408145905,0.384463906,0.516200185,2.52E-05,0.002142987,0.000481295,0.003995162,0.005023567,0.046292413,0.021938446,0.063207292,0.416880131,0.519434929,0.536895037,0.639449835
adhy,foamy,0.128346682,-0.032605648,0.095741034,0.09458828,0.222934961,0.127193928,-0.023996592,0.103197336,0.088001728,0.215195656,0.11199832,-0.023999214,0.087999105,0.039995909,0.151994228,0.063995123,0.121429443,0.185424566,0.176789045,0.240784168,0.055359602,0.486893654,0.04082799,0.472362041,0.399374962,0.830909014,0.097378731,0.010206997,0.11809051,0.09984374,0.207727253,0.001235441,0.005514435,0.002053558,0.003223399,0.001495327,0.035148843,0.074259243,0.045316198,0.056774983,0.038669459,0.070591688,0.19893837,0.182590008,0.310936689,0.064002514,0.191196442,0.127997637,0.255191565,0.161425352,0.273423672,0.216784954,0.328783274,0.296019554,0.663558483,0.527372599,0.894911528,0.098673185,0.221186161,0.175790866,0.298303843,0.00296423,0.002061553,0.002005468,0.001473627,0.054444744,0.045404323,0.044782454,0.038387843,0.158590794,0.286937475,0.222585917,0.350932598,0.24942708,0.376621008,0.304786682,0.43198061,0.408017874,0.663558483,0.527372599,0.782913208,0.204008937,0.331779242,0.263686299,0.391456604,0.004125615,0.004021568,0.003378483,0.00328439,0.064230954,0.063415834,0.058124719,0.057309599,0.34401536,0.472362041,0.399374962,0.527721643
adhy,yawns,0.120199203,0.231383562,0.351582766,0.384114027,0.504313231,0.152730465,0.023789883,0.176520348,0.144100189,0.296830654,0.120310307,-0.016181469,0.104128838,0.071803093,0.1921134,0.087984562,0.040293932,0.128278494,0.144832134,0.232816696,0.104538202,0.585762739,0.279285908,0.760510445,0.744849443,1.22607398,0.117152548,0.069821477,0.190127611,0.186212361,0.306518495,0.000573734,0.012163199,0.012491342,0.018580103,0.019245698,0.023952739,0.110286895,0.111764674,0.136308851,0.138728863,0.40790391,0.528103113,0.528214216,0.64841342,0.12791872,0.280649185,0.215903282,0.368633747,0.112097025,0.232407331,0.216635227,0.336945534,0.647919655,1.04115963,0.960752726,1.353992701,0.215973218,0.34705321,0.320250909,0.4513309,0.027690624,0.02516612,0.032436687,0.029382175,0.166405001,0.15863833,0.180101879,0.171412296,0.512032747,0.632231951,0.600017309,0.720216513,0.256197214,0.408927679,0.360735416,0.513465881,0.768229961,1.04115963,0.960752726,1.233682394,0.384114981,0.520579815,0.480376363,0.616841197,0.03272591,0.024932399,0.028627912,0.021372912,0.18090304,0.157899965,0.169197849,0.146194773,0.640311241,0.760510445,0.744849443,0.865048647
adhy,dingo,0.176048756,-0.087830544,0.088218212,0.072975159,0.249023914,0.160805702,-0.048652411,0.112153292,0.119455814,0.280261517,0.168108225,-0.056047201,0.112061024,0.070983648,0.239091873,0.127030849,-0.047996283,0.079034567,0.057008982,0.184039831,0.105005264,0.736998796,-0.240526438,0.391467094,0.320423603,0.952417135,0.147399759,-0.060131609,0.097866774,0.080105901,0.238104284,0.000910378,0.000354317,0.000284443,0.000738649,0.001606804,0.030172465,0.018823314,0.016865429,0.027178094,0.040084956,0.024322748,0.200371504,0.192430973,0.368479729,0.063408613,0.224214315,0.190439463,0.351245165,0.022987366,0.191095591,0.12799263,0.296100855,0.110718727,0.61568141,0.510863066,1.015825748,0.036906242,0.205227137,0.170287689,0.338608583,0.000527228,0.000291895,0.001342646,0.001429438,0.022961436,0.017084945,0.036642128,0.037807906,0.136383772,0.312432528,0.263414621,0.439463377,0.14244318,0.303248882,0.247448444,0.408254147,0.278826952,0.61568141,0.510863066,0.847717524,0.139413476,0.307840705,0.255431533,0.423858762,1.84E-05,4.22E-05,0.000127459,0.000487008,0.004284649,0.006493818,0.011289792,0.022068258,0.215418339,0.391467094,0.320423603,0.496472359
