Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
bryce,w_e,23_5,23,5,0.12021780014038086,-0.024555206298828125,0.09566259384155273,0.0637824535369873,0.18400025367736816,0.08833765983581543
bryce,e_n,5_14,5,14,0.08833765983581543,0.01600480079650879,0.10434246063232422,0.1284029483795166,0.21674060821533203,0.11239814758300781
bryce,n_c,14_3,14,3,0.11239814758300781,0.0561673641204834,0.1685655117034912,0.13596415519714355,0.24836230278015137,0.07979679107666016
bryce,c_h,3_8,3,8,0.07979679107666016,0.07163810729980469,0.15143489837646484,0.16028141975402832,0.24007821083068848,0.08864331245422363
bryce,e_a,5_1,5,1,0.23200321197509766,-0.14393305778503418,0.08807015419006348,-0.02417612075805664,0.20782709121704102,0.11975693702697754
bryce,a_r,1_18,1,18,0.11975693702697754,-0.03182721138000488,0.08792972564697266,0.08770227432250977,0.2074592113494873,0.11952948570251465
bryce,r_l,18_12,18,12,0.11952948570251465,0.032639503479003906,0.15216898918151855,0.1444721221923828,0.26400160789489746,0.1118326187133789
bryce,l_y,12_25,12,25,0.1118326187133789,0.01599907875061035,0.12783169746398926,0.13599944114685059,0.2478320598602295,0.12000036239624023
bryce,r_e,18_5,18,5,0.13599872589111328,-0.06391501426696777,0.07208371162414551,0.0642251968383789,0.2002239227294922,0.12814021110534668
bryce,e_l,5_12,5,12,0.12814021110534668,0.024066686630249023,0.1522068977355957,0.16838860511779785,0.29652881622314453,0.14432191848754883
bryce,l_a,12_1,12,1,0.14432191848754883,0.06338691711425781,0.20770883560180664,0.19170856475830078,0.3360304832458496,0.12832164764404297
bryce,a_x,1_24,1,24,0.12832164764404297,-0.04816722869873047,0.0801544189453125,0.08767867088317871,0.21600031852722168,0.13584589958190918
bryce,q_u,17_21,17,21,0.11200213432312012,0.03231930732727051,0.14432144165039062,0.17598843574523926,0.2879905700683594,0.14366912841796875
bryce,u_i,21_9,21,9,0.14366912841796875,-0.05651378631591797,0.08715534210205078,0.039620399475097656,0.1832895278930664,0.09613418579101562
bryce,i_c,9_3,9,3,0.09613418579101562,0.03228616714477539,0.12842035293579102,0.11221671104431152,0.20835089683532715,0.07993054389953613
bryce,c_k,3_11,3,11,0.07993054389953613,0.5679996013641357,0.6479301452636719,0.6801602840423584,0.7600908279418945,0.11216068267822266
bryce,x_e,24_5,24,5,0.10332441329956055,0.06444287300109863,0.16776728630065918,0.23204898834228516,0.3353734016418457,0.16760611534118652
bryce,e_r,5_18,5,18,0.16760611534118652,-0.0480036735534668,0.11960244178771973,0.08015131950378418,0.2477574348449707,0.12815499305725098
