Subject,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-DT-M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-DT-VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4
ys,wench,0.095889568,0.109122276,0.205011845,0.205000401,0.300889969,0.095878124,0.044111967,0.139990091,0.128120899,0.223999023,0.084008932,0.132069111,0.216078043,0.228996277,0.313005209,0.096927166,0.024004936,0.120932102,0.10824728,0.205174446,0.084242344,0.456946135,0.30930829,0.682012081,0.670364857,1.043068647,0.091389227,0.077327073,0.17050302,0.167591214,0.260767162,4.42E-05,0.002651373,0.002218752,0.003416546,0.002927033,0.006644899,0.051491485,0.047103632,0.058451225,0.054102062,0.249112368,0.345001936,0.3331213,0.429010868,0.26019001,0.356068134,0.357117176,0.4529953,0.253001213,0.337010145,0.337243557,0.421252489,0.762303591,1.038080215,1.027482033,1.303258657,0.254101197,0.346026738,0.342494011,0.434419552,3.16E-05,9.16E-05,0.000164626,0.000273842,0.005620144,0.009570235,0.012830665,0.01654817,0.465190411,0.561079979,0.562117577,0.658007145,0.381122112,0.477000237,0.465364456,0.56124258,0.846312523,1.038080215,1.027482033,1.219249725,0.423156261,0.519040108,0.513741016,0.609624863,0.003533739,0.003534702,0.004680583,0.00468169,0.059445264,0.059453356,0.068414788,0.06842288,0.586122513,0.682012081,0.670364857,0.766254425
ys,early,0.108023882,0.056182384,0.164206266,0.153225183,0.261249065,0.097042799,0.098997355,0.196040154,0.182975292,0.280018091,0.083977938,0.15427947,0.238257408,0.251389742,0.33536768,0.097110271,0.08719945,0.184309721,0.171639919,0.268750191,0.08444047,0.47059536,0.396658659,0.782813549,0.759230137,1.145385027,0.094119072,0.099164665,0.195703387,0.189807534,0.286346257,0.000101839,0.001676104,0.000977614,0.001835793,0.001127545,0.010091545,0.040940252,0.031266821,0.042846153,0.033578942,0.252222538,0.36024642,0.336200476,0.444224358,0.337254763,0.434297562,0.434365034,0.531407833,0.338589191,0.422567129,0.423029661,0.507007599,0.928066492,1.217111111,1.193595171,1.48263979,0.309355497,0.405703704,0.397865057,0.494213263,0.002448576,0.001584174,0.002884013,0.002023011,0.049483093,0.039801686,0.053703008,0.044977893,0.490479946,0.598503828,0.587590218,0.6956141,0.521564484,0.618607283,0.606004953,0.703047752,1.01204443,1.217111111,1.193595171,1.398661852,0.506022215,0.608555555,0.596797585,0.699330926,0.000483124,0.000202074,0.000169551,2.76E-05,0.021980087,0.014215289,0.013021185,0.005256386,0.674789667,0.782813549,0.759230137,0.867254019
ys,relax,0.135982513,-0.061987162,0.073995352,0.05901289,0.194995403,0.121000051,0.013003111,0.134003162,0.096997976,0.217998028,0.083994865,0.068013906,0.152008772,0.175988436,0.259983301,0.107974529,0.304082155,0.412056684,0.404998064,0.512972593,0.100915909,0.549867868,0.323112011,0.772063971,0.736997366,1.185949326,0.109973574,0.080778003,0.193015993,0.184249341,0.296487331,0.000389745,0.025000998,0.022436281,0.024031737,0.021553198,0.019741954,0.15811704,0.149787454,0.15502173,0.146810076,0.072016001,0.207998514,0.156010866,0.29199338,0.165011883,0.286011934,0.272986412,0.393986464,0.480070591,0.564065456,0.5809865,0.664981365,0.717098475,1.058075905,1.009983778,1.350961208,0.239032825,0.352691968,0.336661259,0.450320403,0.045736462,0.035030587,0.048191937,0.037160144,0.213860847,0.187164599,0.21952662,0.192769665,0.224024773,0.360007286,0.331999302,0.467981815,0.577068567,0.698068619,0.677984476,0.798984528,0.80109334,1.058075905,1.009983778,1.266966343,0.40054667,0.529037952,0.504991889,0.633483171,0.06231996,0.057142732,0.05985287,0.054781398,0.249639661,0.239045461,0.244648463,0.234054262,0.636081457,0.772063971,0.736997366,0.872979879
ys,quick,0.096273899,0.044010162,0.140284061,0.167039394,0.263313293,0.123029232,-0.049010515,0.074018717,0.047687054,0.170716286,0.096697569,0.121998072,0.218695641,0.206001043,0.302698612,0.084002972,0.15300703,0.237010002,0.250258207,0.334261179,0.097251177,0.497254848,0.270004749,0.670008421,0.670985699,1.07098937,0.09945097,0.067501187,0.167502105,0.167746425,0.267747343,0.000204272,0.008135988,0.005644031,0.007562121,0.005026789,0.014292386,0.090199713,0.075126763,0.086960456,0.070899855,0.118028879,0.214302778,0.214726448,0.311000347,0.169685125,0.292714357,0.253688097,0.376717329,0.359008074,0.455705643,0.456259251,0.55295682,0.646722078,0.962722778,0.924673796,1.240674496,0.215574026,0.320907593,0.308224599,0.413558165,0.016097086,0.01516498,0.016815196,0.015653669,0.126874294,0.123146172,0.129673421,0.125114624,0.33672452,0.432998419,0.420727491,0.51700139,0.406695127,0.52972436,0.503946304,0.626975536,0.743419647,0.962722778,0.924673796,1.143976927,0.371709824,0.481361389,0.462336898,0.571988463,0.002447943,0.004677954,0.003462685,0.006047156,0.049476691,0.068395569,0.058844587,0.077763464,0.573734522,0.670008421,0.670985699,0.767259598
ys,xerus,0.096019983,0.130966187,0.22698617,0.203230858,0.299250841,0.072264671,0.130990744,0.203255415,0.214997768,0.28726244,0.084007025,0.18474102,0.268748045,0.281732321,0.365739346,0.096991301,0.121002674,0.217993975,0.218266487,0.315257788,0.097263813,0.446546793,0.567700624,0.916983604,0.918227434,1.267510414,0.089309359,0.141925156,0.229245901,0.229556859,0.316877604,0.000121489,0.00083687,0.000789212,0.001251592,0.001192618,0.011022184,0.028928699,0.028092923,0.03537785,0.034534303,0.334221601,0.430241585,0.418228626,0.51424861,0.399738789,0.47200346,0.496730089,0.568994761,0.402734995,0.48674202,0.499998808,0.584005833,1.136695385,1.388987064,1.414957523,1.667249203,0.378898462,0.462995688,0.471652508,0.555749734,0.001499261,0.00085893,0.002143254,0.001348091,0.038720288,0.029307503,0.046295296,0.036716353,0.602969646,0.69898963,0.699960947,0.79598093,0.617732763,0.689997435,0.714996576,0.787261248,1.22070241,1.388987064,1.414957523,1.583242178,0.610351205,0.694493532,0.707478762,0.791621089,0.000108975,4.04E-05,0.000113035,3.80E-05,0.0104391,0.006358442,0.010631795,0.006165747,0.820963621,0.916983604,0.918227434,1.014247417
ys,rinse,0.095692158,0.108001232,0.20369339,0.269233227,0.364925385,0.161231995,-0.074232578,0.086999416,0.073773861,0.235005856,0.148006439,0.045265675,0.193272114,0.141997337,0.290003777,0.096731663,0.109011412,0.205743074,0.209191084,0.305922747,0.100179672,0.601841927,0.18804574,0.689707994,0.694195509,1.195857763,0.120368385,0.047011435,0.172426999,0.173548877,0.298964441,0.001002223,0.007422304,0.003273313,0.007125472,0.002856753,0.031657904,0.086152792,0.057212874,0.084412509,0.053448599,0.195000648,0.290692806,0.343007088,0.438699245,0.119039536,0.28027153,0.215771198,0.377003193,0.251008749,0.399015188,0.351188421,0.49919486,0.565048933,0.969979525,0.909966707,1.314897299,0.188349644,0.323326508,0.303322236,0.4382991,0.004387145,0.004323733,0.005765622,0.003732821,0.066235528,0.065755098,0.075931691,0.061096817,0.388272762,0.48396492,0.485004425,0.580696583,0.32478261,0.486014605,0.424962282,0.586194277,0.713055372,0.969979525,0.909966707,1.16689086,0.356527686,0.484989762,0.454983354,0.58344543,0.0020155,2.10E-06,0.001802529,1.51E-05,0.044894317,0.001449346,0.042456206,0.003887457,0.594015837,0.689707994,0.694195509,0.789887667
ys,herbs,0.071762323,0.033808231,0.105570555,0.15481329,0.226575613,0.121005058,0.119280577,0.240285635,0.203003645,0.324008703,0.083723068,0.077000141,0.160723209,0.161216974,0.244940042,0.084216833,0.109140635,0.193357468,0.218791485,0.303008318,0.10965085,0.470358133,0.339229584,0.699936867,0.737825394,1.098532677,0.094071627,0.084807396,0.174984217,0.184456348,0.274633169,0.000417509,0.001480792,0.003207828,0.000980561,0.002144768,0.020433041,0.038481055,0.056637692,0.031313912,0.046311636,0.274093866,0.34585619,0.357816935,0.429579258,0.280003786,0.401008844,0.364220619,0.485225677,0.270357609,0.354080677,0.380008459,0.463731527,0.824455261,1.100945711,1.102046013,1.378536463,0.27481842,0.366981904,0.367348671,0.459512154,2.37E-05,0.000885285,0.000130454,0.000787483,0.004863735,0.02975374,0.011421667,0.028062133,0.434817076,0.506579399,0.519033909,0.590796232,0.473361254,0.594366312,0.583012104,0.704017162,0.908178329,1.100945711,1.102046013,1.294813395,0.454089165,0.550472856,0.551023006,0.647406697,0.000742827,0.003853271,0.002046605,0.00640949,0.02725485,0.062074721,0.045239416,0.080059287,0.628174543,0.699936867,0.737825394,0.809587717
ys,foamy,0.109993935,0.023005486,0.13299942,0.119273186,0.22926712,0.0962677,0.056999683,0.153267384,0.128723145,0.224990845,0.071723461,0.044002056,0.115725517,0.165285587,0.237009048,0.121283531,0.099989414,0.221272945,0.184009552,0.305293083,0.084020138,0.483288765,0.223996639,0.623265266,0.59729147,0.996560097,0.096657753,0.05599916,0.155816317,0.149322867,0.249140024,0.000391466,0.001056219,0.00213965,0.000928435,0.001426147,0.019785494,0.032499521,0.046256352,0.030470239,0.037764365,0.176272869,0.286266804,0.24799633,0.357990265,0.172725201,0.268992901,0.294008732,0.390276432,0.265275002,0.336998463,0.349295139,0.4210186,0.614273071,0.892258167,0.891300201,1.169285297,0.20475769,0.297419389,0.297100067,0.389761766,0.002749905,0.001249474,0.002572529,0.000993341,0.052439538,0.035347903,0.050720109,0.03151732,0.291998386,0.401992321,0.413281918,0.523275852,0.393998146,0.490265846,0.478018284,0.574285984,0.685996532,0.892258167,0.891300201,1.097561836,0.342998266,0.446129084,0.445650101,0.548780918,0.005201975,0.003896108,0.002095399,0.001301017,0.072124722,0.062418808,0.045775524,0.03606961,0.513271332,0.623265266,0.59729147,0.707285404
ys,yawns,0.084270954,0.04500556,0.129276514,0.141722679,0.225993633,0.096717119,0.173012733,0.269729853,0.319288015,0.416005135,0.146275282,0.129974365,0.276249647,0.215719461,0.361994743,0.085745096,0.12099123,0.206736326,0.229009151,0.314754248,0.108017921,0.521026373,0.468983889,0.88199234,0.905739307,1.318747759,0.104205275,0.117245972,0.220498085,0.226434827,0.32968694,0.000644662,0.002834883,0.004680922,0.005306436,0.006489971,0.025390203,0.053243615,0.068417261,0.07284529,0.080560354,0.314735413,0.399006367,0.461010695,0.545281649,0.449262381,0.5459795,0.535007477,0.631724596,0.336710691,0.482985973,0.444728613,0.591003895,1.100708485,1.42797184,1.440746784,1.768010139,0.366902828,0.475990613,0.480248928,0.589336713,0.00520805,0.005436977,0.002315151,0.00187018,0.072166821,0.073735858,0.048116011,0.043245583,0.59098506,0.675256014,0.676730156,0.76100111,0.655998707,0.752715826,0.764016628,0.860733747,1.246983767,1.42797184,1.440746784,1.621734858,0.623491883,0.71398592,0.720373392,0.810867429,0.002113387,0.003000011,0.003809464,0.004973299,0.045971591,0.054772358,0.061720856,0.070521624,0.797721386,0.88199234,0.905739307,0.990010262
ys,dingo,0.097055912,0.067018509,0.164074421,0.22723484,0.324290752,0.160216331,-0.061193228,0.099023104,0.073016644,0.233232975,0.134209871,0.01200223,0.146212101,0.135052443,0.269262314,0.123050213,0.035007,0.158057213,0.156033516,0.279083729,0.121026516,0.635558844,0.052834511,0.567366838,0.591337442,1.10586977,0.127111769,0.013208628,0.14184171,0.147834361,0.276467443,0.000525794,0.002969255,0.000869923,0.004044244,0.001405016,0.022930199,0.054490867,0.029494459,0.063594367,0.037483539,0.166041613,0.263097525,0.300251484,0.397307396,0.085018873,0.245235205,0.208069086,0.368285418,0.170059443,0.304269314,0.291085958,0.42529583,0.421119928,0.812602043,0.799406528,1.190888643,0.140373309,0.270867348,0.266468843,0.396962881,0.002302121,0.000916534,0.0025789,0.000812636,0.047980423,0.030274315,0.050782875,0.028506767,0.312253714,0.409309626,0.435303926,0.532359838,0.243076086,0.403292418,0.364102602,0.524318933,0.5553298,0.812602043,0.799406528,1.056678772,0.2776649,0.406301022,0.399703264,0.528339386,0.002392772,1.81E-05,0.002534814,3.23E-05,0.04891597,0.004254809,0.050346939,0.005685778,0.470310926,0.567366838,0.591337442,0.688393354
