Subject,Class,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-D|4,T2-I|4+5,T2-PF|4+5,T2-RF|4+5,T2-D|5,T2-I|5+6,T2-PF|5+6,T2-RF|5+6,T2-D|6,T2-I|6+7,T2-PF|6+7,T2-RF|6+7,T2-D|7,T2-I|7+8,T2-PF|7+8,T2-RF|7+8,T2-D|8,T2-I|8+9,T2-PF|8+9,T2-RF|8+9,T2-D|9
3,3,ems knacks,0.183595896,0.343215227,0.207069635,0.159619331,0.136145592,0.439851046,0.256556273,0.303705454,0.183294773,8.6391325,8.462907791,8.455837727,0.176224709,0.424003601,0.295997858,0.247778893,0.128005743,0.872978449,0.752723217,0.744972706,0.120255232,0.383535147,0.215557814,0.263279915,0.167977333,0.304274321,0.14394021,0.136296988,0.16033411,0.280575037,0.144352198,0.120240927,0.136222839,0.335758209,0.16005373,0.19953537,0.175704479
3,3,sky manias,0.144350767,0.343892813,0.224472523,0.199542046,0.11942029,0.464561939,0.319791794,0.345141649,0.144770145,0.495826244,0.36816597,0.351056099,0.127660275,0.408503771,0.248336554,0.280843496,0.160167217,0.280050993,0.143250704,0.119883776,0.136800289,0.320450783,0.201577902,0.183650494,0.118872881,0.462693453,0.27909565,0.343820572,0.183597803,0.303899288,0.159549952,0.120301485,0.144349337,0.384258509,0.18439579,0.239909172,0.199862719
3,3,mem nodule,0.135802269,0.279355764,0.118726254,0.143553495,0.160629511,0.304958582,0.176589489,0.144329071,0.128369093,0.463761091,0.367563486,0.335391998,0.096197605,0.600592375,0.320631981,0.50439477,0.279960394,0.304424763,0.143447876,0.024464369,0.160976887,0.34353137,0.175937414,0.182554483,0.167593956,0.264908791,0.143657923,0.097314835,0.121250868,0.400609016,0.264598131,0.279358149,0.136010885,0.296425581,0.159865618,0.160414696,0.136559963
3,3,bob braved,0.14449501,0.423723459,0.303745508,0.279228449,0.119977951,0.360301256,0.258069277,0.240323305,0.102231979,0.325816393,0.205816984,0.223584414,0.119999409,0.383931875,0.240070343,0.263932467,0.143861532,0.304968834,0.121749878,0.161107302,0.183218956,0.342815638,0.158239841,0.159596682,0.184575796,0.408872128,0.224482298,0.224296331,0.18438983,0.463681698,0.223790884,0.279291868,0.239890814,0.335713863,0.160597086,0.09582305,0.175116777
3,3,chi smudge,0.12049818,0.289644718,0.18388319,0.169146538,0.105761528,0.320933104,0.22350049,0.215171576,0.097432613,0.344344139,0.240607023,0.246911526,0.103737116,0.704321384,0.543813467,0.600584269,0.160507917,0.320282936,0.184103251,0.159775019,0.136179686,0.624623299,0.50369978,0.488443613,0.120923519,0.320644855,0.216341257,0.199721336,0.104303598,0.448522091,0.240611315,0.344218493,0.207910776,0.328090191,0.184016228,0.120179415,0.144073963
3,3,yow unwell,0.144979477,0.568458319,0.424110413,0.423478842,0.144347906,0.487950563,0.343518734,0.343602657,0.144431829,1.024686098,0.888360023,0.880254269,0.136326075,0.559596777,0.359918833,0.423270702,0.199677944,0.279482841,0.120262384,0.079804897,0.159220457,0.383366346,0.200368166,0.224145889,0.18299818,0.303872585,0.169044733,0.120874405,0.134827852,0.239440203,0.158453226,0.10461235,0.080986977,0.21568656,0.119346857,0.134699583,0.096339703
3,3,ant ninths,0.175186872,0.359024286,0.215434551,0.183837414,0.143589735,0.319241285,0.159561396,0.17565155,0.15967989,0.287671328,0.143596649,0.127991438,0.144074678,0.864940166,0.664507866,0.720865488,0.200432301,0.38388586,0.224670172,0.18345356,0.159215689,0.359928846,0.199121714,0.200713158,0.160807133,0.559858084,0.383842945,0.399050951,0.176015139,0.305007219,0.136904716,0.128992081,0.168102503,0.344830751,0.18306303,0.176728249,0.161767721
3,3,let coleus,0.167249441,0.262880087,0.085767984,0.095630646,0.177112103,0.320628166,0.159887075,0.143516064,0.160741091,0.296186686,0.176759243,0.135445595,0.119427443,0.703337669,0.568944454,0.583910227,0.134393215,0.262595177,0.182519436,0.128201962,0.080075741,0.320049524,0.201238394,0.239973783,0.118811131,0.518908501,0.359814167,0.40009737,0.159094334,0.984053373,0.847377539,0.82495904,0.136675835,0.263417006,0.160607815,0.126741171,0.102809191
3,3,par grumpy,0.159989834,0.336019516,0.136051655,0.176029682,0.199967861,0.320297956,0.160108328,0.120330095,0.160189629,0.343922853,0.208126545,0.183733225,0.135796309,0.361038208,0.240091324,0.225241899,0.120946884,0.680901527,0.543563366,0.559954643,0.137338161,0.344406366,0.202186346,0.207068205,0.14222002,0.398421526,0.277937412,0.256201506,0.120484114,0.409932852,0.280384302,0.289448738,0.12954855,0.448760748,0.248523474,0.319212198,0.200237274
3,3,yet belays,0.120134115,0.240235329,0.063177109,0.120101213,0.17705822,0.336893082,0.215954781,0.159834862,0.120938301,0.263949394,0.143895864,0.143011093,0.12005353,0.745478153,0.624489069,0.625424623,0.120989084,0.223921776,0.103976727,0.102932692,0.119945049,0.320893526,0.215809345,0.200948477,0.105084181,0.264140129,0.143971443,0.159055948,0.120168686,0.319609642,0.199789286,0.199440956,0.119820356,0.263913393,0.14576292,0.144093037,0.118150473
3,3,gnu resays,0.137586594,0.37538743,0.29655695,0.237800837,0.078830481,0.343144178,0.223712206,0.264313698,0.119431973,0.399657249,0.279179335,0.280225277,0.120477915,0.729294538,0.567904472,0.608816624,0.161390066,0.240862846,0.080241442,0.07947278,0.160621405,0.625806093,0.425174713,0.465184689,0.20063138,0.34324789,0.15944767,0.14261651,0.18380022,0.400209427,0.279889584,0.216409206,0.120319843,0.281213284,0.144357681,0.16089344,0.136855602
3,3,pad lifted,0.160103083,0.303636312,0.120187044,0.14353323,0.183449268,0.319783688,0.200359821,0.136334419,0.119423866,0.264193296,0.143125296,0.14476943,0.121068001,0.904529095,0.641160488,0.783461094,0.263368607,0.302598,0.119787931,0.039229393,0.182810068,0.246935129,0.16757679,0.064125061,0.079358339,0.36140728,0.200903654,0.282048941,0.160503626,0.398794889,0.176458597,0.238291264,0.222336292,0.367229462,0.206376791,0.144893169,0.160852671
3,3,dud wiving,0.118805647,0.280333757,0.159099579,0.161528111,0.121234179,0.264295578,0.104266167,0.143061399,0.160029411,0.384748459,0.263610125,0.224719048,0.121138334,0.784317493,0.624581575,0.663179159,0.159735918,0.279831171,0.175691843,0.120095253,0.104139328,0.608222961,0.464325905,0.504083633,0.143897057,0.407771111,0.159862757,0.263874054,0.247908354,0.303973198,0.120389938,0.056064844,0.18358326,0.344055414,0.207621336,0.160472155,0.136434078
3,3,coo stogie,0.143346071,0.263290644,0.183243752,0.119944572,0.080046892,0.239672184,0.143356323,0.159625292,0.096315861,0.336520195,0.200781345,0.240204334,0.13573885,0.279794455,0.160537958,0.144055605,0.119256496,0.46544838,0.304029226,0.346191883,0.161419153,0.344225168,0.200202465,0.182806015,0.144022703,0.463829517,0.279541731,0.319806814,0.184287786,0.464174271,0.320218086,0.279886484,0.143956184,0.384803057,0.207845926,0.240846872,0.17695713
3,3,ems sulcus,0.158868074,0.279205322,0.174696445,0.120337248,0.104508877,0.264462948,0.144030094,0.159954071,0.120432854,0.264254093,0.144402742,0.143821239,0.119851351,0.38413167,0.279570818,0.264280319,0.104560852,0.945072889,0.824271679,0.840512037,0.12080121,0.40875411,0.280484676,0.2879529,0.128269434,0.367403507,0.289126396,0.239134073,0.078277111,0.318716764,0.17408824,0.240439653,0.144628525,0.305392981,0.161221504,0.160764456,0.144171476
3,3,ifs annoys,0.145044327,0.439811468,0.199892521,0.294767141,0.239918947,0.424162149,0.200366735,0.184243202,0.223795414,0.406999588,0.263694286,0.183204174,0.143305302,0.383517742,0.239715338,0.24021244,0.143802404,0.263441324,0.159873247,0.11963892,0.103568077,0.264012337,0.168120861,0.16044426,0.095891476,0.583940268,0.455669165,0.488048792,0.128271103,0.792748213,0.568836451,0.66447711,0.223911762,0.38420105,0.199974298,0.160289288,0.184226751
3,3,opt macula,0.280010939,0.31973815,0.144529104,0.039727211,0.175209045,0.279286146,0.160175323,0.104077101,0.119110823,0.638788223,0.503428221,0.519677401,0.135360003,0.423439264,0.280460119,0.288079262,0.142979145,0.240003586,0.158951521,0.097024441,0.081052065,0.344042063,0.184556007,0.262989998,0.159486055,0.257548809,0.135486841,0.098062754,0.122061968,0.384464502,0.263785839,0.262402534,0.120678663,0.24137044,0.080800295,0.120691776,0.160570145
