Subject,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-NG|M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-NG|VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4
ys,mufti,0.082577229,0.31143713,0.394014359,0.39702034,0.479597569,0.08558321,0.076617241,0.162200451,0.186246157,0.271829367,0.109628916,0.465158463,0.574787378,0.574168205,0.683797121,0.109009743,0.141997814,0.251007557,0.237002134,0.346011877,0.09500432,0.481803417,0.995210648,1.382009745,1.394436836,1.781235933,0.096360683,0.248802662,0.345502436,0.348609209,0.445308983,0.000161005,0.030596001,0.03248463,0.030679466,0.032669131,0.012688794,0.174917127,0.180234931,0.175155548,0.180746039,0.473637581,0.556214809,0.583266497,0.665843725,0.651404619,0.736987829,0.760414362,0.845997572,0.716166019,0.825794935,0.81117034,0.920799255,1.84120822,2.118997574,2.154851198,2.432640553,0.613736073,0.706332525,0.718283733,0.810880184,0.0157692,0.018873172,0.014316283,0.017175504,0.125575477,0.137379663,0.11965067,0.131055346,1.048424959,1.131002188,1.157434702,1.24001193,0.902412176,0.987995386,0.997416496,1.082999706,1.950837135,2.118997574,2.154851198,2.323011637,0.975418568,1.059498787,1.077425599,1.161505818,0.010659866,0.010225473,0.012802913,0.012326419,0.103246629,0.101121079,0.113149958,0.111024408,1.299432516,1.382009745,1.394436836,1.477014065
ys,softs,0.083014965,0.207990885,0.29100585,0.279985428,0.363000393,0.071994543,0.099008322,0.171002865,0.183006287,0.25500083,0.083997965,0.153002024,0.236999989,0.250006437,0.334004402,0.097004414,0.183619022,0.280623436,0.268615484,0.365619898,0.084996462,0.421008348,0.643620253,0.979632139,0.981613636,1.317625523,0.08420167,0.160905063,0.244908035,0.245403409,0.329406381,7.88E-05,0.002208888,0.002975037,0.001883102,0.002665768,0.008874199,0.046998806,0.054543896,0.04339472,0.051631077,0.37899375,0.462008715,0.462991714,0.54600668,0.33600831,0.408002853,0.433012724,0.505007267,0.43362546,0.517623425,0.518621922,0.602619886,1.14862752,1.387634993,1.41462636,1.653633833,0.38287584,0.462544998,0.47154212,0.551211278,0.00239358,0.003004383,0.001887066,0.002402372,0.048924226,0.054812253,0.04344037,0.049013995,0.615993738,0.699008703,0.712998152,0.796013117,0.616631746,0.688626289,0.701628208,0.773622751,1.232625484,1.387634993,1.41462636,1.569635868,0.616312742,0.693817496,0.70731318,0.784817934,2.04E-07,5.39E-05,6.46E-05,0.000250664,0.00045114,0.007341475,0.008039764,0.015832379,0.896617174,0.979632139,0.981613636,1.064628601
ys,hazes,0.084017754,0.087820768,0.171838522,0.184549093,0.268566847,0.096728325,0.218320608,0.315048933,0.30333972,0.400068045,0.085019112,0.207047462,0.292066574,0.315080881,0.400099993,0.108033419,0.164012432,0.272045851,0.250032425,0.358065844,0.086019993,0.459818602,0.677201271,1.05099988,1.053002119,1.426800728,0.09196372,0.169300318,0.26274997,0.26325053,0.356700182,0.000106908,0.003498238,0.003981983,0.003554054,0.003844555,0.010339615,0.059145906,0.063102957,0.05961589,0.062004475,0.402869701,0.486887455,0.487888813,0.571906567,0.510387182,0.607115507,0.618420601,0.715148926,0.479093313,0.564112425,0.565113306,0.650132418,1.392350197,1.658115387,1.67142272,1.93718791,0.464116732,0.552705129,0.557140907,0.645729303,0.003058226,0.003711291,0.004307306,0.005144134,0.055301227,0.060920365,0.065630071,0.071722618,0.694936275,0.778954029,0.802969694,0.886987448,0.782433033,0.879161358,0.868453026,0.965181351,1.477369308,1.658115387,1.67142272,1.852168798,0.738684654,0.829057693,0.83571136,0.926084399,0.003827841,0.005020754,0.002144033,0.003057143,0.061869551,0.070857282,0.046303708,0.055291439,0.966982126,1.05099988,1.053002119,1.137019873
ys,viper,0.083591938,0.099406958,0.182998896,0.17141223,0.255004168,0.072005272,0.088010788,0.16001606,0.184995174,0.257000446,0.096984386,0.054596663,0.151581049,0.1526227,0.249607086,0.098026037,0.108343601,0.206369638,0.168377876,0.266403913,0.060034275,0.410641909,0.350358009,0.700965643,0.67740798,1.028015614,0.082128382,0.087589502,0.175241411,0.169351995,0.257003903,0.000266551,0.00055303,0.000606923,0.000176591,4.90E-05,0.016326399,0.023516589,0.024635808,0.01328874,0.007001715,0.259423018,0.343014956,0.356407404,0.439999342,0.239591837,0.311597109,0.337617874,0.409623146,0.260966301,0.357950687,0.321000576,0.417984962,0.759981155,1.012562752,1.015025854,1.26760745,0.253327052,0.337520917,0.338341951,0.422535817,0.000142088,0.000559802,0.000313804,0.000246211,0.011920047,0.023660133,0.017714516,0.015691113,0.411004066,0.494596004,0.509030104,0.592622042,0.445961475,0.517966747,0.50599575,0.578001022,0.856965542,1.012562752,1.015025854,1.170623064,0.428482771,0.506281376,0.507512927,0.585311532,0.00061101,0.000273096,4.60E-06,0.000106887,0.024718621,0.016525611,0.002145612,0.010338622,0.617373705,0.700965643,0.67740798,0.760999918
ys,fixes,0.095613241,0.110383749,0.20599699,0.182388544,0.278001785,0.072004795,0.519946098,0.591950893,0.593021393,0.665026188,0.073075294,0.140980244,0.214055538,0.225727558,0.298802853,0.084747314,0.142249584,0.226996899,0.227257967,0.312005281,0.085008383,0.410449028,0.913559675,1.23900032,1.228395462,1.553836107,0.082089806,0.228389919,0.30975008,0.307098866,0.388459027,9.54E-05,0.037997023,0.035469179,0.036766738,0.034191201,0.00976515,0.194928252,0.188332629,0.191746547,0.184908627,0.702334642,0.797947884,0.775409937,0.871023178,0.734001637,0.806006432,0.818748951,0.890753746,0.367977142,0.441052437,0.452985525,0.52606082,1.804313421,2.045006752,2.047144413,2.287837744,0.601437807,0.681668917,0.682381471,0.762612581,0.041128611,0.043438453,0.039936443,0.042064876,0.202801901,0.208418936,0.199841043,0.205097235,0.916390181,1.012003422,1.001137495,1.096750736,0.960998535,1.03300333,1.046006918,1.118011713,1.877388716,2.045006752,2.047144413,2.214762449,0.938694358,1.022503376,1.023572206,1.107381225,0.000994953,0.000220498,0.001006633,0.000226015,0.03154287,0.014849178,0.031727473,0.015033781,1.143387079,1.23900032,1.228395462,1.324008703
ys,woman,0.12202692,0.002001047,0.124027967,0.072975874,0.195002794,0.070974827,0.098998308,0.169973135,0.196597338,0.267572165,0.09759903,0.013002157,0.110601187,0.109006166,0.206605196,0.096004009,0.024398327,0.120402336,0.097412348,0.193416357,0.073014021,0.459618807,0.138399839,0.525004625,0.475991726,0.862596512,0.091923761,0.03459996,0.131251156,0.118997931,0.215649128,0.000437873,0.001926792,0.000698561,0.002901823,0.001232787,0.020925424,0.043895234,0.026430312,0.053868576,0.03511107,0.171974182,0.294001102,0.269573212,0.391600132,0.209599495,0.280574322,0.305603504,0.376578331,0.133404493,0.231003523,0.206418514,0.304017544,0.51497817,0.805578947,0.78159523,1.072196007,0.17165939,0.268526316,0.260531743,0.357398669,0.001451494,0.00110104,0.002520727,0.002193572,0.038098476,0.033181917,0.050206839,0.046835585,0.282575369,0.404602289,0.378579378,0.500606298,0.330001831,0.400976658,0.403015852,0.473990679,0.6125772,0.805578947,0.78159523,0.974596977,0.3062886,0.402789474,0.390797615,0.487298489,0.001124635,6.57E-06,0.000298571,0.000354196,0.033535573,0.002563709,0.017279196,0.018820085,0.402977705,0.525004625,0.475991726,0.598018646
ys,combs,0.109009027,0.065999269,0.175008297,0.137624741,0.246633768,0.071625471,0.119075298,0.190700769,0.204099417,0.275724888,0.085024118,0.129884005,0.214908123,0.227276087,0.312300205,0.097392082,0.130759001,0.228151083,0.227790117,0.325182199,0.097031116,0.460081816,0.445717573,0.808768272,0.796790361,1.159841061,0.092016363,0.111429393,0.202192068,0.19919759,0.289960265,0.000201869,0.000945521,0.000568859,0.001807059,0.001273163,0.014208067,0.030749322,0.023850757,0.042509522,0.035681409,0.256700039,0.365709066,0.341724157,0.450733185,0.333983421,0.405608892,0.431375504,0.503000975,0.358035088,0.443059206,0.455066204,0.540090322,0.948718548,1.214377165,1.228165865,1.493824482,0.316239516,0.404792388,0.409388622,0.497941494,0.002803333,0.001496261,0.003574172,0.002015373,0.052946507,0.038681534,0.05978438,0.044892909,0.471608162,0.580617189,0.569000244,0.678009272,0.562134504,0.633759975,0.659165621,0.730791092,1.033742666,1.214377165,1.228165865,1.408800364,0.516871333,0.607188582,0.614082932,0.704400182,0.004097509,0.001412078,0.004064898,0.00139296,0.064011791,0.037577624,0.063756549,0.037322383,0.699759245,0.808768272,0.796790361,0.905799389
ys,stray,0.108752489,0.160230637,0.268983126,0.256148577,0.364901066,0.09591794,0.099092007,0.195009947,0.196086168,0.292004108,0.096994162,0.121002674,0.217996836,0.206013918,0.30300808,0.085011244,0.077017546,0.16202879,0.173620701,0.258631945,0.096603155,0.48327899,0.457342863,0.844018698,0.831869364,1.218545198,0.096655798,0.114335716,0.211004674,0.207967341,0.3046363,7.06E-05,0.001258603,0.00202162,0.001215367,0.001970155,0.008405166,0.035476793,0.044962428,0.034862116,0.044386432,0.355240583,0.463993073,0.452234745,0.560987234,0.317088842,0.413006783,0.402100086,0.498018026,0.283031464,0.380025625,0.379634619,0.47662878,0.955360889,1.25702548,1.23396945,1.535634041,0.31845363,0.419008493,0.41132315,0.511878014,0.001304936,0.001789648,0.001381493,0.001923162,0.036123901,0.042304237,0.037168444,0.043853867,0.573237419,0.681989908,0.658248663,0.767001152,0.479117632,0.575035572,0.575720787,0.671638727,1.052355051,1.25702548,1.23396945,1.438639879,0.526177526,0.62851274,0.616984725,0.71931994,0.004429267,0.005719615,0.003405425,0.004546996,0.06655274,0.075628136,0.058356021,0.067431417,0.735266209,0.844018698,0.831869364,0.940621853
ys,knops,0.147223949,-0.037151337,0.110072613,0.058889389,0.206113338,0.096040726,0.139887094,0.23592782,0.249126673,0.345167398,0.109239578,0.098025084,0.207264662,0.218994379,0.328233957,0.120969296,0.056621313,0.177590609,0.153646708,0.274616003,0.097025394,0.570498943,0.257382154,0.730855703,0.680657148,1.154130697,0.114099789,0.064345539,0.182713926,0.170164287,0.288532674,0.000446422,0.005734039,0.002912489,0.007091457,0.003923435,0.021128692,0.075723439,0.053967478,0.084210786,0.062637328,0.198776484,0.346000433,0.308016062,0.455240011,0.347151756,0.443192482,0.468121052,0.564161777,0.275615692,0.38485527,0.372641087,0.481880665,0.821543932,1.174048185,1.1487782,1.501282454,0.273847977,0.391349395,0.382926067,0.500427485,0.005506149,0.002393204,0.006487738,0.003223976,0.07420343,0.048920383,0.080546493,0.056780069,0.406041145,0.553265095,0.527010441,0.67423439,0.524742365,0.620783091,0.621767759,0.717808485,0.93078351,1.174048185,1.1487782,1.392042875,0.465391755,0.587024093,0.5743891,0.696021438,0.00704499,0.00227934,0.004489475,0.000949351,0.083934437,0.047742433,0.067003542,0.030811538,0.583631754,0.730855703,0.680657148,0.827881098
ys,rower,0.072008848,0.065987825,0.137996674,0.138999939,0.211008787,0.073012114,0.130990982,0.204003096,0.239614248,0.312626362,0.108623266,0.109378815,0.218002081,0.206377268,0.315000534,0.096998453,0.1189816,0.215980053,0.214634418,0.311632872,0.095652819,0.4462955,0.425339222,0.775981903,0.799625874,1.150268555,0.0892591,0.106334805,0.193995476,0.199906468,0.287567139,0.000259321,0.000801671,0.001431886,0.001848366,0.002606966,0.016103446,0.028313797,0.037840265,0.042992623,0.051058452,0.269990921,0.341999769,0.378614187,0.450623035,0.348993063,0.422005177,0.445991516,0.51900363,0.325358868,0.433982134,0.421011686,0.529634953,0.944342852,1.19798708,1.24561739,1.499261618,0.314780951,0.399329027,0.415205797,0.499753873,0.001644254,0.002500845,0.001160207,0.001838636,0.0405494,0.050008446,0.034061817,0.042879315,0.487993002,0.56000185,0.584991455,0.657000303,0.564973116,0.637985229,0.660625935,0.733638048,1.052966118,1.19798708,1.24561739,1.390638351,0.526483059,0.59899354,0.622808695,0.695319176,0.002962969,0.003040704,0.002860287,0.002936672,0.054433161,0.055142576,0.053481653,0.054191069,0.703973055,0.775981903,0.799625874,0.871634722
