Subject,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-NG|M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-NG|VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4
hr,motor,0.175927877,-0.031914711,0.144013166,0.112183332,0.28811121,0.144098043,0.015957117,0.160055161,0.096197128,0.240295172,0.080240011,0.031050205,0.111290216,0.127741337,0.207981348,0.096691132,0.015957117,0.112648249,0.111766577,0.208457708,0.09580946,0.592766523,0.031049728,0.528006792,0.447888374,0.944845438,0.118553305,0.007762432,0.132001698,0.111972094,0.23621136,0.00160188,0.000750301,0.000578265,0.000165868,0.001425824,0.040023496,0.027391615,0.024047132,0.012878994,0.037760079,0.12814045,0.304068327,0.208380461,0.384308338,0.127247334,0.271345377,0.223938465,0.368036509,0.143698454,0.223938465,0.239507914,0.319747925,0.399086237,0.799352169,0.671826839,1.072092772,0.133028746,0.266450723,0.22394228,0.357364257,8.56E-05,0.001623167,0.00024223,0.001127434,0.009251023,0.040288546,0.015563727,0.033577291,0.239430666,0.415358543,0.336121798,0.512049675,0.239895582,0.383993626,0.335705042,0.479803085,0.479326248,0.799352169,0.671826839,0.99185276,0.239663124,0.399676085,0.33591342,0.49592638,1.08E-07,0.000491879,8.68E-08,0.000519921,0.000328745,0.022178346,0.000294691,0.022801782,0.352078915,0.528006792,0.447888374,0.623816252
hr,foals,0.063859224,0.015926361,0.079785585,0.096711636,0.16057086,0.080785275,0.031913519,0.112698793,0.15957427,0.240359545,0.127660751,-0.015959501,0.11170125,0.112217903,0.239878654,0.128177404,0.015965939,0.144143343,0.095752716,0.22393012,0.079786777,0.480269432,0.047846317,0.448328972,0.464256525,0.86473918,0.096053886,0.011961579,0.112082243,0.116064131,0.216184795,0.00089129,0.00040314,0.000690505,0.000898333,0.001432906,0.02985448,0.020078355,0.026277452,0.0299722,0.037853742,0.128625154,0.192484379,0.256285906,0.32014513,0.143614769,0.224400043,0.271792173,0.352577448,0.128183842,0.255844593,0.207970619,0.335631371,0.400423765,0.672729015,0.736048698,1.008353949,0.133474588,0.224243005,0.245349566,0.336117983,7.72E-05,0.001003648,0.001108,0.000263141,0.008784426,0.031680399,0.033286639,0.016221634,0.240326405,0.304185629,0.368503809,0.432363033,0.287758112,0.368543386,0.367544889,0.448330164,0.528084517,0.672729015,0.736048698,0.880693197,0.264042258,0.336364508,0.368024349,0.440346599,0.001124883,0.00207096,4.60E-07,0.000127475,0.033539282,0.045507807,0.000678058,0.011290466,0.384469748,0.448328972,0.464256525,0.528115749
hr,dorky,0.096098423,-0.016155005,0.079943419,0.128143549,0.224241972,0.144298553,0.015382767,0.15968132,0.128250837,0.272549391,0.112868071,0.04796195,0.160830021,0.191853046,0.304721117,0.143891096,0.016041994,0.15993309,0.143929958,0.287821054,0.127887964,0.625044107,0.063231707,0.56038785,0.592177391,1.089333534,0.125008821,0.015807927,0.140096962,0.148044348,0.272333384,0.000430033,0.000685249,0.001608443,0.000907985,0.001200555,0.02073724,0.026177253,0.040105393,0.03013279,0.03464902,0.143526316,0.239624739,0.256394386,0.352492809,0.176212788,0.320511341,0.320103884,0.464402437,0.207895041,0.320763111,0.335783005,0.448651075,0.527634144,0.880899191,0.912281275,1.265546322,0.175878048,0.293633064,0.304093758,0.421848774,0.001035917,0.00218769,0.001767881,0.003669714,0.032185668,0.046772751,0.04204618,0.060578162,0.304356337,0.40045476,0.448247433,0.544345856,0.336145878,0.480444431,0.464033842,0.608332396,0.640502214,0.880899191,0.912281275,1.152678251,0.320251107,0.440449595,0.456140637,0.576339126,0.000505287,0.003199174,0.000124605,0.002047139,0.0224786,0.056561239,0.011162677,0.045245316,0.464289427,0.56038785,0.592177391,0.688275814
hr,ambit,0.127269745,-0.015315056,0.111954689,0.14410162,0.271371365,0.159416676,0.064044952,0.223461628,0.17657733,0.335994005,0.112532377,-0.01639533,0.096137047,0.08029747,0.192829847,0.096692801,0.031600714,0.128293514,0.11106801,0.207760811,0.079467297,0.575378895,0.06393528,0.559846878,0.51204443,1.007956028,0.115075779,0.01598382,0.13996172,0.128011107,0.251989007,0.000931794,0.001527263,0.003271126,0.001727081,0.004296152,0.030525296,0.039080212,0.057193757,0.041558161,0.065545035,0.208146572,0.335416317,0.320678949,0.447948694,0.160181999,0.319598675,0.2568748,0.416291475,0.111898184,0.224430561,0.19136548,0.303897858,0.480226755,0.879445553,0.76891923,1.168138027,0.160075585,0.293148518,0.25630641,0.389379342,0.002315947,0.003604168,0.004180736,0.005730858,0.048124282,0.06003472,0.064658608,0.075702431,0.304283619,0.431553364,0.400976419,0.528246164,0.288475513,0.447892189,0.36794281,0.527359486,0.592759132,0.879445553,0.76891923,1.05560565,0.296379566,0.439722776,0.384459615,0.527802825,0.000124948,0.000133479,0.00054561,3.93E-07,0.011178019,0.011553294,0.023358289,0.000626977,0.432577133,0.559846878,0.51204443,0.639314175
hr,trims,0.096220493,-0.063816071,0.032404423,0.07994628,0.176166773,0.14376235,-0.015914202,0.127848148,0.063872337,0.207634687,0.079786539,0.112153769,0.191940308,0.208496332,0.288282871,0.096342564,-0.016303539,0.080039024,0.095052719,0.191395283,0.111356258,0.527468204,0.016119957,0.432231903,0.447367668,0.863479614,0.105493641,0.004029989,0.108057976,0.111841917,0.215869904,0.000582363,0.005701688,0.004645473,0.004314122,0.002495601,0.024132203,0.07550952,0.068157705,0.065681975,0.049955988,0.064032078,0.160252571,0.143818617,0.24003911,0.176026106,0.319788456,0.27236867,0.41613102,0.192192793,0.271979332,0.303549051,0.38333559,0.432250977,0.752020359,0.719736338,1.03950572,0.144083659,0.250673453,0.239912113,0.346501907,0.004871532,0.00670338,0.007168524,0.00876963,0.069796362,0.081874172,0.084667136,0.093646304,0.255972385,0.352192879,0.352314949,0.448535442,0.25606513,0.39982748,0.367421389,0.511183739,0.512037516,0.752020359,0.719736338,0.959719181,0.256018758,0.37601018,0.359868169,0.479859591,4.30E-09,0.001134528,0.000114102,0.001962405,6.56E-05,0.03368275,0.010681866,0.044299035,0.33601141,0.432231903,0.447367668,0.543588161
hr,icons,0.095736027,0.048194647,0.143930674,0.127604008,0.223340034,0.079409361,0.001966953,0.081376314,0.080683947,0.160093307,0.078716993,0.047884464,0.126601458,0.111758709,0.190475702,0.063874245,-0.015599728,0.048274517,0.079946995,0.143821239,0.095546722,0.413283348,0.082446337,0.400182962,0.399993658,0.717730284,0.08265667,0.020611584,0.100045741,0.099998415,0.179432571,0.000179017,0.001054506,0.001886634,0.000558494,0.001230663,0.013379729,0.032473151,0.043435395,0.023632473,0.035080812,0.129570961,0.225306988,0.208287954,0.304023981,0.128568411,0.207977772,0.192442656,0.271852016,0.096158981,0.174875975,0.191705704,0.270422697,0.354298353,0.608160734,0.592436314,0.846298695,0.118099451,0.202720245,0.197478771,0.282099565,0.000361289,0.000656553,8.78E-05,0.000361021,0.019007615,0.025623289,0.009368276,0.019000546,0.256172419,0.351908445,0.320046663,0.41578269,0.176842928,0.256252289,0.27238965,0.351799011,0.433015347,0.608160734,0.592436314,0.767581701,0.216507673,0.304080367,0.296218157,0.383790851,0.003146584,0.00457505,0.001135595,0.002046956,0.056094421,0.067639117,0.033698597,0.045243293,0.304446936,0.400182962,0.399993658,0.495729685
hr,booty,0.080224752,0.047684669,0.127909422,0.128110647,0.2083354,0.080425978,0.080604792,0.161030769,0.160144329,0.240570307,0.079539537,0.002991438,0.082530975,0.080067396,0.159606934,0.077075958,0.080195427,0.157271385,0.159732342,0.2368083,0.079536915,0.396803141,0.211476326,0.528742552,0.528054714,0.84532094,0.079360628,0.052869081,0.132185638,0.132013679,0.211330235,1.79E-06,0.001343552,0.001315069,0.001424436,0.001396128,0.001338328,0.036654496,0.036263884,0.0377417,0.03736479,0.208715439,0.288940191,0.288254976,0.368479729,0.163135767,0.243561745,0.240211725,0.320637703,0.160262823,0.239802361,0.239799738,0.319339275,0.532114029,0.772304296,0.768266439,1.008456707,0.177371343,0.257434765,0.256088813,0.336152236,0.000738903,0.000747977,0.000776039,0.000784222,0.027182765,0.027349171,0.027857476,0.028003957,0.291246414,0.371471167,0.368322372,0.448547125,0.320407152,0.40083313,0.399944067,0.480370045,0.611653566,0.772304296,0.768266439,0.92891717,0.305826783,0.386152148,0.38413322,0.464458585,0.000425174,0.000431062,0.000499966,0.000506349,0.020619756,0.020762043,0.022359915,0.022502202,0.448517799,0.528742552,0.528054714,0.608279467
hr,nerve,0.127469778,-0.016063452,0.111406326,0.095480204,0.222949982,0.111543655,-0.063037634,0.048506021,0.032422066,0.143965721,0.0954597,0.128317118,0.223776817,0.224545479,0.320005178,0.096228361,-0.080835342,0.015393019,0.031684875,0.127913237,0.112520218,0.543221712,-0.03161931,0.399082184,0.384132624,0.814834118,0.108644342,-0.007904828,0.099770546,0.096033156,0.203708529,0.000176454,0.008993823,0.008420188,0.008234265,0.007736425,0.013283607,0.094835767,0.091761585,0.090742851,0.087956947,0.03244257,0.159912348,0.127902269,0.255372047,0.160739183,0.272282839,0.256967545,0.3685112,0.143710136,0.239169836,0.256230354,0.351690054,0.33689189,0.671365023,0.641100168,0.975573301,0.112297297,0.223788341,0.213700056,0.3251911,0.00485508,0.003334225,0.005521081,0.003726763,0.069678405,0.057742745,0.074303977,0.061047218,0.256219387,0.383689165,0.352447748,0.479917526,0.176132202,0.287675858,0.28865242,0.400196075,0.432351589,0.671365023,0.641100168,0.880113602,0.216175795,0.335682511,0.320550084,0.440056801,0.003206979,0.004609278,0.002034922,0.003177755,0.056630192,0.067891661,0.045110109,0.056371578,0.271612406,0.399082184,0.384132624,0.511602402
hr,croak,0.095969677,0.208738565,0.304708242,0.272451401,0.368421078,0.063712835,0.016313791,0.080026627,0.095584631,0.159297466,0.07927084,0.032612085,0.111882925,0.144706964,0.223977804,0.112094879,0.031493902,0.143588781,0.127656698,0.239751577,0.096162796,0.447211027,0.289158344,0.640206575,0.640399694,0.991447926,0.089442205,0.072289586,0.160051644,0.160099924,0.247861981,0.000341594,0.008330068,0.009973595,0.006024861,0.007671467,0.018482255,0.091269209,0.09986789,0.077619979,0.087586912,0.288765192,0.384734869,0.368036032,0.464005709,0.128196716,0.191909552,0.240291595,0.304004431,0.176200867,0.255471706,0.272363663,0.351634502,0.593162775,0.832116127,0.88069129,1.119644642,0.197720925,0.277372042,0.293563763,0.373214881,0.006792894,0.009655119,0.004416743,0.006749387,0.082419012,0.098260467,0.066458584,0.082154652,0.400648117,0.496617794,0.512742996,0.608712673,0.271785498,0.335498333,0.367948294,0.431661129,0.672433615,0.832116127,0.88069129,1.040373802,0.336216807,0.416058064,0.440345645,0.520186901,0.008302787,0.01297974,0.010482753,0.015673625,0.091119632,0.113928663,0.102385316,0.125194348,0.544236898,0.640206575,0.640399694,0.736369371
hr,haves,0.094952106,-0.015364408,0.079587698,0.080031395,0.174983501,0.095395803,0.032567263,0.127963066,0.129037619,0.224433422,0.096470356,-0.064212561,0.032257795,0.047843933,0.144314289,0.112056494,0.095498085,0.207554579,0.191348553,0.303405046,0.095850468,0.494725227,0.048488379,0.447363138,0.448261499,0.847136259,0.098945045,0.012122095,0.111840785,0.112065375,0.211784065,5.40E-05,0.004650683,0.005598257,0.00390815,0.004820288,0.007351042,0.068195914,0.074821503,0.062515195,0.069428291,0.112598658,0.207550764,0.209069014,0.30402112,0.064825058,0.160220861,0.176881552,0.272277355,0.143342018,0.239812374,0.239192486,0.335662842,0.320765734,0.607584,0.625143051,0.911961317,0.106921911,0.202528,0.208381017,0.303987106,0.001565397,0.001602623,0.000971018,0.001004431,0.039565103,0.040032778,0.031161164,0.031692757,0.144856453,0.239808559,0.256912947,0.351865053,0.272379637,0.36777544,0.368230104,0.463625908,0.41723609,0.607584,0.625143051,0.815490961,0.208618045,0.303792,0.312571526,0.407745481,0.008131081,0.008187761,0.006195755,0.006245244,0.090172508,0.090486249,0.078713117,0.079026858,0.352411032,0.447363138,0.448261499,0.543213606
