,Results,Prediction,Accuracy,370/720,51.39%
162,andy,cy,0.99999547,Nope,
163,andy,cy,0.4237288,Nope,
164,andy,andy,0.9998746,Match,
165,andy,andy,0.93254805,Match,
166,andy,andy,0.9999187,Match,
167,andy,andy,0.99994075,Match,
168,andy,cy,0.99824584,Nope,
169,andy,adhy,0.99978775,Nope,
170,andy,bryce,0.9822046,Nope,
171,andy,cy,0.9999938,Nope,
172,andy,cy,0.70580083,Nope,
173,andy,andy,0.6073797,Match,
174,andy,cy,0.987926,Nope,
175,andy,andy,0.50127375,Match,
176,andy,andy,0.6758177,Match,
177,andy,bryce,0.9646287,Nope,
178,andy,adhy,0.5405417,Nope,
179,andy,cy,0.9997938,Nope,
180,bryce,chris,0.95402694,Nope,
181,bryce,adhy,0.9401168,Nope,
182,bryce,hr,0.90260947,Nope,
183,bryce,bryce,0.7266416,Match,
184,bryce,bryce,0.61641395,Match,
185,bryce,chris,0.99977154,Nope,
186,bryce,adhy,0.84143203,Nope,
187,bryce,ys,0.38268423,Nope,
188,bryce,chris,0.99987686,Nope,
189,bryce,chris,0.9999944,Nope,
190,bryce,bryce,0.9996555,Match,
191,bryce,hr,0.9994368,Nope,
192,bryce,bryce,0.99991417,Match,
193,bryce,bryce,0.9998072,Match,
194,bryce,bryce,0.99998486,Match,
195,bryce,bryce,0.9999627,Match,
196,bryce,bryce,0.86624146,Match,
197,bryce,hr,0.89270747,Nope,
198,bryce,adhy,0.7019277,Nope,
199,bryce,bryce,0.6177299,Match,
200,bryce,hr,0.7013405,Nope,
201,bryce,bryce,0.9928268,Match,
202,bryce,bryce,0.9667477,Match,
203,bryce,bryce,0.99998057,Match,
204,bryce,bryce,0.95410895,Match,
205,bryce,bryce,0.70788634,Match,
206,bryce,bryce,0.6689626,Match,
207,bryce,jc,0.95291585,Nope,
208,bryce,hr,0.99999475,Nope,
209,bryce,adhy,0.91469604,Nope,
210,bryce,ys,0.9113976,Nope,
211,bryce,hr,0.9995134,Nope,
212,bryce,hr,0.4643008,Nope,
213,bryce,adhy,0.43291685,Nope,
214,bryce,hr,0.9996847,Nope,
215,bryce,hr,0.99997723,Nope,
216,bryce,chris,0.99999547,Nope,
217,bryce,bryce,0.999992,Match,
218,bryce,bryce,0.9999927,Match,
219,bryce,hr,0.99028814,Nope,
220,bryce,bryce,0.9999933,Match,
221,bryce,bryce,0.99999404,Match,
222,bryce,bryce,0.99998665,Match,
223,bryce,bryce,0.99997973,Match,
224,bryce,bryce,0.999741,Match,
225,bryce,chris,0.9999585,Nope,
226,bryce,hr,0.99994504,Nope,
227,bryce,bryce,0.9815761,Match,
228,bryce,hr,0.99999344,Nope,
229,bryce,bryce,0.9729028,Match,
230,bryce,bryce,0.9999907,Match,
231,bryce,bryce,0.99998903,Match,
232,bryce,hr,0.7796635,Nope,
233,bryce,hr,0.98110217,Nope,
234,bryce,chris,0.93486136,Nope,
235,bryce,bryce,0.99954706,Match,
236,bryce,bryce,0.9737221,Match,
237,bryce,hr,0.99527055,Nope,
238,bryce,bryce,0.99997616,Match,
239,bryce,bryce,0.9999585,Match,
240,bryce,bryce,0.9999788,Match,
241,bryce,bryce,0.9997143,Match,
242,bryce,bryce,0.65251404,Match,
243,bryce,adhy,0.82441175,Nope,
244,bryce,hr,0.99259794,Nope,
245,bryce,adhy,0.9999887,Nope,
246,bryce,hr,0.9992487,Nope,
247,bryce,adhy,0.642475,Nope,
248,bryce,adhy,0.7199179,Nope,
249,bryce,adhy,0.533592,Nope,
250,bryce,bryce,0.9875064,Match,
251,bryce,bryce,0.99965656,Match,
252,bryce,ys,0.9820374,Nope,
253,bryce,hr,0.9999937,Nope,
254,bryce,bryce,0.8039787,Match,
255,bryce,hr,0.7465403,Nope,
256,bryce,bryce,0.84300977,Match,
257,bryce,bryce,0.9895092,Match,
258,bryce,bryce,0.9999825,Match,
259,bryce,bryce,0.9999831,Match,
260,bryce,hr,0.99979466,Nope,
261,bryce,chris,0.9742975,Nope,
262,bryce,hr,0.9011171,Nope,
263,bryce,bryce,0.8969357,Match,
264,bryce,hr,0.999997,Nope,
265,bryce,bryce,0.99946123,Match,
266,bryce,hr,0.88822657,Nope,
267,bryce,bryce,0.9889782,Match,
268,bryce,bryce,0.99995244,Match,
269,bryce,hr,0.99282277,Nope,
270,chris,chris,0.9999945,Match,
271,chris,chris,0.99775344,Match,
272,chris,hr,0.6640015,Nope,
273,chris,chris,0.8139933,Match,
274,chris,bryce,0.98876333,Nope,
275,chris,chris,0.98779815,Match,
276,chris,andy,0.99964345,Nope,
277,chris,bryce,0.9670778,Nope,
278,chris,bryce,0.99996424,Nope,
279,chris,adhy,0.490547,Nope,
280,chris,chris,0.9999943,Match,
281,chris,chris,0.80368817,Match,
282,chris,chris,0.6392929,Match,
283,chris,chris,0.9957955,Match,
284,chris,chris,0.9402437,Match,
285,chris,andy,0.8023553,Nope,
286,chris,chris,0.7235614,Match,
287,chris,bryce,0.99712545,Nope,
288,chris,adhy,0.9330486,Nope,
289,chris,chris,0.999992,Match,
290,chris,adhy,0.9975636,Nope,
291,chris,chris,0.9999875,Match,
292,chris,adhy,0.7138002,Nope,
293,chris,chris,0.760144,Match,
294,chris,chris,0.9953518,Match,
295,chris,hr,0.99461573,Nope,
296,chris,bryce,0.999984,Nope,
297,chris,cy,0.99945444,Nope,
298,chris,chris,0.9999883,Match,
299,chris,chris,0.9999875,Match,
300,chris,chris,0.99996865,Match,
301,chris,hr,0.98179287,Nope,
302,chris,chris,0.99996936,Match,
303,chris,chris,0.7115628,Match,
304,chris,hr,0.98505545,Nope,
305,chris,bryce,0.9998847,Nope,
306,chris,chris,0.76140255,Match,
307,chris,chris,0.99998677,Match,
308,chris,chris,0.9999926,Match,
309,chris,chris,0.999987,Match,
310,chris,chris,0.99785715,Match,
311,chris,chris,0.9513073,Match,
312,chris,cy,0.6042915,Nope,
313,chris,bryce,0.7255625,Nope,
314,chris,bryce,0.9999713,Nope,
315,chris,bryce,0.8630595,Nope,
316,chris,chris,0.99999547,Match,
317,chris,chris,0.99998987,Match,
318,chris,hr,0.86020094,Nope,
319,chris,bryce,0.83672947,Nope,
320,chris,bryce,0.9880229,Nope,
321,chris,chris,0.49571317,Match,
322,chris,bryce,0.64639723,Nope,
323,chris,bryce,0.9999939,Nope,
324,chris,cy,0.86086255,Nope,
325,chris,chris,0.999972,Match,
326,chris,chris,0.9364607,Match,
327,chris,adhy,0.9999765,Nope,
328,chris,bryce,0.98833466,Nope,
329,chris,bryce,0.99453956,Nope,
330,chris,andy,0.93720853,Nope,
331,chris,bryce,0.57656085,Nope,
332,chris,bryce,0.9999877,Nope,
333,chris,cy,0.83722645,Nope,
334,chris,andy,0.99996173,Nope,
335,chris,chris,0.99498004,Match,
336,chris,adhy,0.65101045,Nope,
337,chris,andy,0.9997576,Nope,
338,chris,andy,0.9999572,Nope,
339,chris,andy,0.9996301,Nope,
340,chris,andy,0.939964,Nope,
341,chris,andy,0.9998715,Nope,
342,chris,cy,0.99511164,Nope,
343,chris,chris,0.8243852,Match,
344,chris,chris,0.96958995,Match,
345,chris,hr,0.99999154,Nope,
346,chris,chris,0.97453296,Match,
347,chris,hr,0.99998987,Nope,
348,chris,bryce,0.9792347,Nope,
349,chris,cy,0.93259543,Nope,
350,chris,bryce,0.99994123,Nope,
351,chris,cy,0.9788836,Nope,
352,chris,bryce,0.73698604,Nope,
353,chris,bryce,0.89005,Nope,
354,chris,chris,0.97085965,Match,
355,chris,chris,0.9888254,Match,
356,chris,bryce,0.9998714,Nope,
357,chris,chris,0.999683,Match,
358,chris,bryce,0.7154441,Nope,
359,chris,bryce,0.99984396,Nope,
360,cy,bryce,0.88021,Nope,
361,cy,cy,0.99971765,Match,
362,cy,bryce,0.99968004,Nope,
363,cy,bryce,0.99973994,Nope,
364,cy,bryce,0.6493292,Nope,
365,cy,bryce,0.9897239,Nope,
366,cy,bryce,0.92733765,Nope,
367,cy,bryce,0.67055416,Nope,
368,cy,bryce,0.78237015,Nope,
369,cy,cy,0.9999895,Match,
370,cy,ys,0.8692527,Nope,
371,cy,jc,0.9802714,Nope,
372,cy,hr,0.99999726,Nope,
373,cy,ys,0.977111,Nope,
374,cy,adhy,0.985365,Nope,
375,cy,jc,0.70138603,Nope,
376,cy,hr,0.887441,Nope,
377,cy,ys,0.9999819,Nope,
378,cy,cy,0.9999497,Match,
379,cy,chris,0.9565493,Nope,
380,cy,chris,0.9939433,Nope,
381,cy,chris,0.99993753,Nope,
382,cy,chris,0.9829579,Nope,
383,cy,chris,0.99997616,Nope,
384,cy,bryce,0.99969137,Nope,
385,cy,chris,0.6772738,Nope,
386,cy,cy,0.8964112,Match,
387,cy,cy,0.99998987,Match,
388,cy,jc,0.9798835,Nope,
389,cy,cy,0.57451314,Match,
390,cy,hr,0.99999475,Nope,
391,cy,ys,0.70357054,Nope,
392,cy,chris,0.91886216,Nope,
393,cy,bryce,0.92606544,Nope,
394,cy,jc,0.9939221,Nope,
395,cy,cy,0.999992,Match,
396,cy,cy,0.99996257,Match,
397,cy,ys,0.8193278,Nope,
398,cy,chris,0.9612075,Nope,
399,cy,hr,0.8870899,Nope,
400,cy,bryce,0.7546305,Nope,
401,cy,chris,0.99679035,Nope,
402,cy,bryce,0.8614862,Nope,
403,cy,hr,0.99911445,Nope,
404,cy,cy,0.9999969,Match,
405,cy,cy,0.9999659,Match,
406,cy,adhy,0.85258913,Nope,
407,cy,cy,0.99915946,Match,
408,cy,cy,0.9897809,Match,
409,cy,cy,0.99153274,Match,
410,cy,adhy,0.9999087,Nope,
411,cy,bryce,0.9999963,Nope,
412,cy,cy,0.5401261,Match,
413,cy,cy,0.9999726,Match,
414,cy,cy,0.9997819,Match,
415,cy,bryce,0.99935883,Nope,
416,cy,chris,0.99901783,Nope,
417,cy,adhy,0.73686,Nope,
418,cy,hr,0.9997595,Nope,
419,cy,bryce,0.9804457,Nope,
420,cy,bryce,0.9999912,Nope,
421,cy,cy,0.9953381,Match,
422,cy,cy,0.9998288,Match,
423,cy,cy,0.99999475,Match,
424,cy,jc,0.99814343,Nope,
425,cy,cy,0.9857164,Match,
426,cy,jc,0.9999343,Nope,
427,cy,hr,0.999871,Nope,
428,cy,bryce,0.977437,Nope,
429,cy,bryce,0.9907794,Nope,
430,cy,jc,0.9994624,Nope,
431,cy,ys,0.99959725,Nope,
432,cy,cy,0.9999887,Match,
433,cy,jc,0.9981602,Nope,
434,cy,cy,0.9997938,Match,
435,cy,jc,0.8488711,Nope,
436,cy,hr,0.99998236,Nope,
437,cy,bryce,0.8026241,Nope,
438,cy,chris,0.54962826,Nope,
439,cy,jc,0.9276391,Nope,
440,cy,cy,0.99999535,Match,
441,cy,cy,0.9998223,Match,
442,cy,cy,0.960728,Match,
443,cy,cy,0.99813324,Match,
444,cy,cy,0.99999475,Match,
445,cy,cy,0.999997,Match,
446,cy,bryce,0.80223405,Nope,
447,cy,cy,0.9999844,Match,
448,cy,bryce,0.9153398,Nope,
449,cy,cy,0.99999714,Match,
450,hr,ys,0.90110826,Nope,
451,hr,jc,0.9999888,Nope,
452,hr,hr,0.9999808,Match,
453,hr,jc,0.958852,Nope,
454,hr,hr,0.9999943,Match,
455,hr,ys,0.8464537,Nope,
456,hr,hr,0.8898397,Match,
457,hr,hr,0.9995479,Match,
458,hr,hr,0.7496997,Match,
459,hr,ys,0.5897796,Nope,
460,hr,bryce,0.9999443,Nope,
461,hr,hr,0.9572144,Match,
462,hr,bryce,0.99995863,Nope,
463,hr,hr,0.9999527,Match,
464,hr,chris,0.9994518,Nope,
465,hr,adhy,0.769027,Nope,
466,hr,hr,0.8948333,Match,
467,hr,chris,0.9986046,Nope,
468,hr,jc,0.99992394,Nope,
469,hr,hr,0.8772571,Match,
470,hr,hr,0.99992406,Match,
471,hr,bryce,0.9999939,Nope,
472,hr,hr,0.99999785,Match,
473,hr,hr,0.61621773,Match,
474,hr,hr,0.99999416,Match,
475,hr,hr,0.99998665,Match,
476,hr,hr,0.99965453,Match,
477,hr,adhy,0.9272433,Nope,
478,hr,chris,0.9999747,Nope,
479,hr,hr,0.99985147,Match,
480,hr,chris,0.96553427,Nope,
481,hr,hr,0.99999714,Match,
482,hr,chris,0.99836224,Nope,
483,hr,hr,0.99999285,Match,
484,hr,hr,0.9995907,Match,
485,hr,hr,0.99955326,Match,
486,hr,jc,0.8057489,Nope,
487,hr,bryce,0.9999697,Nope,
488,hr,bryce,0.9999881,Nope,
489,hr,bryce,0.98410714,Nope,
490,hr,bryce,0.9996493,Nope,
491,hr,bryce,0.99996316,Nope,
492,hr,adhy,0.9999784,Nope,
493,hr,bryce,0.999967,Nope,
494,hr,bryce,0.99943763,Nope,
495,hr,hr,0.99968016,Match,
496,hr,hr,0.90891844,Match,
497,hr,hr,0.9999553,Match,
498,hr,hr,0.999995,Match,
499,hr,bryce,0.99976546,Nope,
500,hr,hr,0.68677026,Match,
501,hr,hr,0.9999962,Match,
502,hr,hr,0.994998,Match,
503,hr,hr,0.9985661,Match,
504,hr,ys,0.81315863,Nope,
505,hr,chris,0.99999106,Nope,
506,hr,hr,0.8273122,Match,
507,hr,chris,0.84202975,Nope,
508,hr,bryce,0.9999467,Nope,
509,hr,hr,0.9999796,Match,
510,hr,adhy,0.9998411,Nope,
511,hr,bryce,0.7370977,Nope,
512,hr,chris,0.99994564,Nope,
513,hr,hr,0.6696001,Match,
514,hr,hr,0.97165763,Match,
515,hr,hr,0.99998844,Match,
516,hr,hr,0.9999858,Match,
517,hr,hr,0.8129759,Match,
518,hr,hr,0.9999958,Match,
519,hr,hr,0.99996257,Match,
520,hr,hr,0.9999951,Match,
521,hr,hr,0.97939026,Match,
522,hr,ys,0.9965153,Nope,
523,hr,chris,0.96814895,Nope,
524,hr,hr,0.95771724,Match,
525,hr,hr,0.99957424,Match,
526,hr,bryce,0.9999887,Nope,
527,hr,hr,0.9999937,Match,
528,hr,chris,0.71609867,Nope,
529,hr,hr,0.9999924,Match,
530,hr,hr,0.998803,Match,
531,hr,ys,0.8021139,Nope,
532,hr,chris,0.99846965,Nope,
533,hr,hr,0.999798,Match,
534,hr,hr,0.99999714,Match,
535,hr,bryce,0.5625676,Nope,
536,hr,hr,0.9999974,Match,
537,hr,chris,0.6353608,Nope,
538,hr,hr,0.62258875,Match,
539,hr,hr,0.98475665,Match,
540,jc,ys,0.99998975,Nope,
541,jc,ys,0.9999882,Nope,
542,jc,ys,0.99995637,Nope,
543,jc,ys,0.9999982,Nope,
544,jc,ys,0.987305,Nope,
545,jc,ys,0.9999832,Nope,
546,jc,ys,0.9999739,Nope,
547,jc,ys,0.99998474,Nope,
548,jc,ys,0.99999666,Nope,
549,jc,ys,0.9999846,Nope,
550,jc,jc,0.9999937,Match,
551,jc,jc,0.9999932,Match,
552,jc,jc,0.9998306,Match,
553,jc,jc,0.99999607,Match,
554,jc,jc,0.99999356,Match,
555,jc,jc,0.9999889,Match,
556,jc,jc,0.9999943,Match,
557,jc,jc,0.9999516,Match,
558,jc,ys,0.99999595,Nope,
559,jc,jc,0.9999919,Match,
560,jc,jc,0.9999919,Match,
561,jc,jc,0.9987136,Match,
562,jc,jc,0.99999523,Match,
563,jc,jc,0.99999356,Match,
564,jc,jc,0.9999893,Match,
565,jc,jc,0.9999937,Match,
566,jc,jc,0.9930587,Match,
567,jc,ys,0.9999924,Nope,
568,jc,jc,0.99999595,Match,
569,jc,jc,0.9999956,Match,
570,jc,jc,0.9999428,Match,
571,jc,jc,0.9999968,Match,
572,jc,jc,0.9999963,Match,
573,jc,jc,0.99999106,Match,
574,jc,jc,0.9999962,Match,
575,jc,jc,0.99998796,Match,
576,jc,ys,0.99999774,Nope,
577,jc,jc,0.9999577,Match,
578,jc,jc,0.99998534,Match,
579,jc,jc,0.9999933,Match,
580,jc,jc,0.999995,Match,
581,jc,jc,0.9999913,Match,
582,jc,jc,0.99986124,Match,
583,jc,jc,0.9999428,Match,
584,jc,jc,0.9368057,Match,
585,jc,ys,0.999949,Nope,
586,jc,jc,0.9999944,Match,
587,jc,jc,0.9999957,Match,
588,jc,jc,0.99999654,Match,
589,jc,jc,0.9999902,Match,
590,jc,jc,0.99999595,Match,
591,jc,jc,0.99999166,Match,
592,jc,jc,0.99999547,Match,
593,jc,jc,0.99929214,Match,
594,jc,ys,0.99997413,Nope,
595,jc,jc,0.9999924,Match,
596,jc,jc,0.99999416,Match,
597,jc,jc,0.99999523,Match,
598,jc,jc,0.9999447,Match,
599,jc,jc,0.99999523,Match,
600,jc,jc,0.9999907,Match,
601,jc,jc,0.99999475,Match,
602,jc,jc,0.77282625,Match,
603,jc,ys,0.9998766,Nope,
604,jc,jc,0.9999862,Match,
605,jc,jc,0.9997986,Match,
606,jc,jc,0.9999428,Match,
607,jc,jc,0.9652805,Match,
608,jc,jc,0.9999902,Match,
609,jc,jc,0.9999747,Match,
610,jc,jc,0.99992895,Match,
611,jc,jc,0.98645765,Match,
612,jc,ys,0.999995,Nope,
613,jc,jc,0.9999887,Match,
614,jc,jc,0.99998856,Match,
615,jc,jc,0.9999877,Match,
616,jc,jc,0.9240511,Match,
617,jc,jc,0.9999957,Match,
618,jc,jc,0.9999927,Match,
619,jc,jc,0.9999862,Match,
620,jc,jc,0.9926548,Match,
621,jc,ys,0.9999888,Nope,
622,jc,jc,0.9998841,Match,
623,jc,jc,0.99976534,Match,
624,jc,jc,0.9999846,Match,
625,jc,jc,0.9873746,Match,
626,jc,jc,0.99999464,Match,
627,jc,jc,0.9999925,Match,
628,jc,jc,0.9999273,Match,
629,jc,jc,0.9999083,Match,
630,ys,ys,0.99999344,Match,
631,ys,ys,0.9999919,Match,
632,ys,ys,0.8886182,Match,
633,ys,ys,0.95047164,Match,
634,ys,ys,0.82569385,Match,
635,ys,ys,0.89653075,Match,
636,ys,ys,0.9999908,Match,
637,ys,ys,0.80167824,Match,
638,ys,jc,0.9414423,Nope,
639,ys,ys,0.99999774,Match,
640,ys,ys,0.999998,Match,
641,ys,ys,0.9999982,Match,
642,ys,ys,0.9999976,Match,
643,ys,ys,0.9999875,Match,
644,ys,ys,0.9999982,Match,
645,ys,ys,0.9999982,Match,
646,ys,ys,0.99999857,Match,
647,ys,ys,0.9999982,Match,
648,ys,ys,0.9995695,Match,
649,ys,ys,0.9999949,Match,
650,ys,ys,0.99999213,Match,
651,ys,ys,0.9999794,Match,
652,ys,ys,0.9999783,Match,
653,ys,ys,0.99998045,Match,
654,ys,ys,0.99983406,Match,
655,ys,ys,0.9999976,Match,
656,ys,ys,0.9777634,Match,
657,ys,ys,0.6579823,Match,
658,ys,ys,0.9999939,Match,
659,ys,ys,0.99999535,Match,
660,ys,ys,0.9999949,Match,
661,ys,ys,0.9694846,Match,
662,ys,ys,0.9999852,Match,
663,ys,ys,0.9999598,Match,
664,ys,ys,0.9999094,Match,
665,ys,ys,0.99751854,Match,
666,ys,ys,0.99998796,Match,
667,ys,ys,0.99999774,Match,
668,ys,ys,0.9999857,Match,
669,ys,ys,0.99987125,Match,
670,ys,ys,0.9999981,Match,
671,ys,ys,0.9999683,Match,
672,ys,ys,0.9999968,Match,
673,ys,ys,0.99999785,Match,
674,ys,ys,0.9999969,Match,
675,ys,ys,0.999959,Match,
676,ys,ys,0.999995,Match,
677,ys,ys,0.99999785,Match,
678,ys,ys,0.999998,Match,
679,ys,ys,0.9999988,Match,
680,ys,ys,0.999998,Match,
681,ys,ys,0.99999595,Match,
682,ys,ys,0.99999833,Match,
683,ys,ys,0.99999905,Match,
684,ys,ys,0.8682067,Match,
685,ys,ys,0.9999964,Match,
686,ys,ys,0.9999969,Match,
687,ys,ys,0.9999907,Match,
688,ys,ys,0.99999607,Match,
689,ys,ys,0.99944836,Match,
690,ys,ys,0.9999943,Match,
691,ys,ys,0.9999976,Match,
692,ys,ys,0.99998796,Match,
693,ys,ys,0.99999464,Match,
694,ys,ys,0.99999666,Match,
695,ys,ys,0.9999976,Match,
696,ys,ys,0.99999785,Match,
697,ys,ys,0.99999833,Match,
698,ys,ys,0.9999732,Match,
699,ys,ys,0.99999785,Match,
700,ys,ys,0.999998,Match,
701,ys,ys,0.99999857,Match,
702,ys,ys,0.9999925,Match,
703,ys,ys,0.9999958,Match,
704,ys,ys,0.999998,Match,
705,ys,ys,0.99999774,Match,
706,ys,ys,0.9999981,Match,
707,ys,ys,0.99999774,Match,
708,ys,ys,0.9999974,Match,
709,ys,ys,0.9999974,Match,
710,ys,ys,0.9999987,Match,
711,ys,ys,0.999982,Match,
712,ys,ys,0.99999654,Match,
713,ys,ys,0.9999734,Match,
714,ys,ys,0.99998987,Match,
715,ys,ys,0.99998033,Match,
716,ys,ys,0.9999963,Match,
717,ys,ys,0.9999896,Match,
718,ys,ys,0.9999963,Match,
719,ys,ys,0.9999981,Match,
