,key,press_time,release_time
0,'k',1654767073.1428688,1654767073.2306135
1,'e',1654767073.3412902,1654767073.457689
2,'n',1654767073.523408,1654767073.6138601
3,'n',1654767073.668227,1654767073.7546215
4,'t',1654767073.7389646,1654767073.8466341
5,'h',1654767073.8708358,1654767073.958636
6,'1',1654767074.1172504,1654767074.3267992
7,'2',1654767074.3694475,1654767074.4147797
0,'k',1654767086.4834523,1654767086.5818703
1,'e',1654767086.7359807,1654767086.8520832
2,'n',1654767086.9370954,1654767087.0531838
3,'n',1654767087.106753,1654767087.21914
4,'t',1654767087.3013825,1654767087.4234707
5,'h',1654767087.4391642,1654767087.5082977
6,'1',1654767087.58649,1654767087.7405348
7,'2',1654767087.6713676,1654767087.8029711
0,'k',1654767089.4467833,1654767089.5160282
1,'e',1654767089.6947067,1654767089.8489923
2,'n',1654767089.8333673,1654767089.8802435
3,'n',1654767089.9495142,1654767090.049967
4,'t',1654767090.0655956,1654767090.1743035
5,'h',1654767090.1502266,1654767090.236436
6,'1',1654767090.2990477,1654767090.4471147
7,'2',1654767090.3860362,1654767090.5045934
0,'k',1654767091.9551356,1654767092.0242746
1,'e',1654767092.1746943,1654767092.3033414
2,'n',1654767092.4729152,1654767092.557739
3,'n',1654767092.70514,1654767092.8056657
4,'t',1654767092.843634,1654767092.9597833
5,'h',1654767092.9909246,1654767093.0603108
6,'1',1654767093.1071875,1654767093.2963982
7,'2',1654767093.2199256,1654767093.329781
0,'k',1654767099.9824111,1654767100.0985053
1,'e',1654767100.5150888,1654767100.6310878
2,'n',1654767100.6467981,1654767100.6998837
3,'n',1654767100.7691088,1654767100.8539195
4,'t',1654767100.900881,1654767101.032714
5,'h',1654767101.0170884,1654767101.1019292
6,'1',1654767101.255725,1654767101.3838482
7,'2',1654767101.3060195,1654767101.4475644
0,'k',1654767106.837951,1654767106.9227934
1,'e',1654767107.0389442,1654767107.1549177
2,'n',1654767107.1770747,1654767107.2236483
3,'n',1654767107.2932065,1654767107.384594
4,'t',1654767107.400078,1654767107.4936466
5,'h',1654767107.463808,1654767107.571774
6,'1',1654767107.640943,1654767107.7788527
7,'2',1654767107.7253432,1654767107.8414931
0,'k',1654767111.0041914,1654767111.1046073
1,'e',1654767111.248215,1654767111.3836558
2,'n',1654767111.3523273,1654767111.4206574
3,'n',1654767111.4897976,1654767111.5902681
4,'t',1654767111.6060307,1654767111.7064505
5,'h',1654767111.6906874,1654767111.7911036
6,'1',1654767111.8915806,1654767112.0390198
7,'2',1654767111.9920063,1654767112.085898
0,'k',1654767113.6286187,1654767113.7442062
1,'e',1654767113.9988263,1654767114.146262
2,'n',1654767114.1754022,1654767114.2314208
3,'n',1654767114.249653,1654767114.3676963
4,'t',1654767114.4478283,1654767114.5467844
5,'h',1654767114.6473272,1654767114.731621
6,'1',1654767114.7941232,1654767114.9319718
7,'2',1654767114.8476305,1654767115.0010552
0,'k',1654767116.6691742,1654767116.7695925
1,'e',1654767117.024132,1654767117.1284251
2,'n',1654767117.1672385,1654767117.2165048
3,'n',1654767117.2979095,1654767117.3922706
4,'t',1654767117.4099777,1654767117.5418906
5,'h',1654767117.5105007,1654767117.6109457
6,'1',1654767117.8048778,1654767117.9433174
7,'2',1654767117.8584216,1654767118.0124571
0,'k',1654767119.5181363,1654767119.5963094
1,'e',1654767119.7968647,1654767119.9347496
2,'n',1654767119.9503157,1654767120.012876
3,'n',1654767120.0820293,1654767120.181946
4,'t',1654767120.2153332,1654767120.3350832
