Subject,Class,Sequence,D|0,I|0+1,PF|0+1,RF|0+1,D|1,I|1+2,PF|1+2,RF|1+2,D|2,I|2+3,PF|2+3,RF|2+3,D|3,I|3+4,PF|3+4,RF|3+4,D|4,I|4+5,PF|4+5,RF|4+5,D|5,I|5+6,PF|5+6,RF|5+6,D|6,I|6+7,PF|6+7,RF|6+7,D|7,I|7+8,PF|7+8,RF|7+8,D|8,I|8+9,PF|8+9,RF|8+9,D|9
3,3,bob docket,0.172158718,0.359594584,0.187401533,0.187435865,0.17219305,0.218995094,0.093483686,0.046802044,0.125511408,0.251172304,0.140854597,0.125660896,0.110317707,0.281267643,0.156197071,0.170949936,0.125070572,0.251378536,0.157343149,0.126307964,0.094035387,0.233166218,0.124531746,0.139130831,0.108634472,0.234490395,0.124445915,0.125855923,0.110044479,0.468536854,0.296752453,0.358492374,0.171784401,0.187556267,0.078193903,0.015771866,0.109362364
3,3,eel emulge,0.12517333,0.250566721,0.140972137,0.125393391,0.109594584,0.281191587,0.140140772,0.171597004,0.141050816,0.265849113,0.126655102,0.124798298,0.139194012,0.561166286,0.404803991,0.421972275,0.156362295,0.469130993,0.345729589,0.312768698,0.123401403,1.513406515,1.404042959,1.390005112,0.109363556,1.500450373,1.360373259,1.391086817,0.140077114,0.687397957,0.436588764,0.547320843,0.250809193,0.218953609,0.094152927,-0.031855583,0.124800682
3,3,kin chaffy,0.109229803,0.484546185,0.249888182,0.375316381,0.234658003,0.234658003,0.078525305,0,0.156132698,0.285045862,0.124805689,0.128913164,0.160240173,0.6250422,0.468909502,0.464802027,0.156132698,0.296513557,0.203632593,0.140380859,0.092880964,0.327421427,0.1712358,0.234540462,0.156185627,0.421727657,0.343741655,0.26554203,0.077986002,0.25810194,0.125617266,0.180115938,0.132484674,0.218092918,0.108772993,0.085608244,0.109319925
3,3,orb whiffy,0.093712091,0.218835831,0.078409672,0.125123739,0.140426159,0.282433271,0.188341856,0.142007113,0.094091415,0.655019999,0.500935555,0.560928583,0.154084444,0.552821159,0.388733625,0.398736715,0.164087534,0.312541723,0.140846252,0.148454189,0.171695471,0.202718973,0.077943325,0.031023502,0.124775648,0.87565589,0.81240201,0.750880241,0.06325388,0.23709178,0.124922276,0.1738379,0.112169504,0.241034269,0.125313759,0.128864765,0.11572051
3,3,vie crummy,0.094025135,0.281478643,0.143708467,0.187453508,0.137770176,0.324690104,0.199913979,0.186919928,0.124776125,0.328093052,0.21872282,0.203316927,0.109370232,0.234173536,0.140785933,0.124803305,0.093387604,0.421874762,0.312380314,0.328487158,0.109494448,0.265489101,0.171963453,0.155994654,0.093525648,0.343685627,0.24993515,0.250159979,0.093750477,0.234383345,0.156521559,0.140632868,0.077861786,0.202866554,0.093515873,0.125004768,0.109350681
3,3,abs hammed,0.187489748,0.390805244,0.296681643,0.203315496,0.094123602,0.40624547,0.250326157,0.312121868,0.155919313,0.718276978,0.609046936,0.562357664,0.109230042,0.359519243,0.29710722,0.250289202,0.062412024,0.249646902,0.110035181,0.187234879,0.139611721,0.23342967,0.170801163,0.093817949,0.062628508,0.220857859,0.141038179,0.158229351,0.079819679,0.31233716,0.093811989,0.232517481,0.218525171,0.171376705,0.062268019,-0.047148466,0.109108686
3,3,don chucks,0.142448902,0.344166994,0.125412703,0.201718092,0.218754292,0.20298028,0.07830286,-0.015774012,0.12467742,0.218447685,0.062066078,0.093770266,0.156381607,0.375633955,0.250032902,0.219252348,0.125601053,0.359603643,0.296972036,0.23400259,0.062631607,0.609431982,0.531562567,0.546800375,0.077869415,0.280824423,0.156390667,0.202955008,0.124433756,0.249385595,0.140174627,0.124951839,0.109210968,0.265435934,0.125311136,0.156224966,0.140124798
3,3,cur ulcers,0.123618841,0.279881477,0.154674053,0.156262636,0.125207424,0.297298908,0.187412024,0.172091484,0.109886885,0.609859467,0.50087142,0.499972582,0.108988047,0.374292135,0.31176734,0.265304089,0.062524796,0.312479734,0.203435183,0.249954939,0.109044552,0.327717066,0.23423481,0.218672514,0.093482256,0.578230381,0.390830994,0.484748125,0.187399387,0.187399387,0.068617105,0,0.118782282,0.431081295,0.321801424,0.312299013,0.109279871
3,3,key tuples,0.077816963,0.343589306,0.218961477,0.265772343,0.124627829,0.296573162,0.203041077,0.171945333,0.093532085,0.280899763,0.140385628,0.187367678,0.140514135,0.692009449,0.518325567,0.551495314,0.173683882,0.26527524,0.173683882,0.091591358,0.091591358,0.65409565,0.436273336,0.562504292,0.217822313,0.202448368,0.092935801,-0.015373945,0.109512568,0.265538692,0.15634346,0.156026125,0.109195232,0.358875513,0.249505281,0.249680281,0.109370232
3,3,ski storks,0.172080517,0.265805483,0.156395674,0.093724966,0.109409809,0.375300884,0.265896082,0.265891075,0.109404802,0.281230688,0.124599457,0.171825886,0.156631231,0.703312159,0.578271151,0.546680927,0.125041008,0.547030687,0.437423468,0.421989679,0.10960722,0.250303745,0.156209469,0.140696526,0.094094276,0.234350204,0.124997854,0.140255928,0.10935235,0.219210148,0.10935235,0.109857798,0.109857798,0.281551361,0.172125101,0.171693563,0.10942626
3,3,raw hotdog,0.125374079,0.422094822,0.172210455,0.296720743,0.249884367,0.249884367,0.126231909,0,0.123652458,0.393194914,0.26534605,0.269542456,0.127848864,0.655189753,0.467746496,0.527340889,0.187443256,0.21848774,0.078187943,0.031044483,0.140299797,0.20298624,0.124541998,0.062686443,0.078444242,0.484346628,0.392014742,0.405902386,0.092331886,0.264581442,0.139453173,0.172249556,0.125128269,0.252244234,0.171975136,0.127115965,0.080269098
3,3,din cosily,0.218478441,0.360542059,0.155991077,0.142063618,0.204550982,0.204550982,0.079159975,0,0.125391006,0.249140739,0.077142,0.123749733,0.171998739,0.421781063,0.282104254,0.249782324,0.139676809,0.280475616,0.186799765,0.140798807,0.093675852,0.32782793,0.172081232,0.234152079,0.155746698,0.796436071,0.562603474,0.640689373,0.233832598,0.265252829,0.110074282,0.031420231,0.155178547,0.311889172,0.20189023,0.156710625,0.109998941
3,3,rim metric,0.14099288,0.265851498,0.156364679,0.124858618,0.109486818,0.361241102,0.250178099,0.251754284,0.111063004,0.249712706,0.111063004,0.138649702,0.138649702,0.495863676,0.357640743,0.357213974,0.138222933,0.297646284,0.157203674,0.159423351,0.14044261,0.328171015,0.234329462,0.187728405,0.093841553,0.296168327,0.188244104,0.202326775,0.107924223,0.21804595,0.124004602,0.110121727,0.094041348,0.296309233,0.210516691,0.202267885,0.085792542
3,3,rap reaver,0.202588558,0.234109879,0.077718019,0.03152132,0.156391859,0.265608788,0.156391859,0.109216928,0.109216928,0.234229088,0.080734015,0.125012159,0.153495073,0.668875694,0.544373512,0.515380621,0.124502182,0.171690702,0.046366215,0.04718852,0.125324488,0.75048852,0.641141415,0.625164032,0.109347105,0.335259676,0.234000444,0.225912571,0.101259232,0.468768835,0.312456369,0.367509604,0.156312466,0.173329592,0.078876495,0.017017126,0.094453096
3,3,put gismos,0.125313997,0.406119585,0.298087358,0.280805588,0.108032227,0.217395067,0.093721628,0.109362841,0.123673439,0.4207623,0.327038527,0.297088861,0.093723774,1.859407902,1.656219482,1.765684128,0.203188419,0.265553951,0.062373161,0.062365532,0.20318079,0.422218561,0.281486273,0.219037771,0.140732288,0.671564341,0.562326431,0.530832052,0.109237909,0.328404427,0.221547127,0.219166517,0.1068573,0.216305971,0.091467619,0.109448671,0.124838352
3,3,win sawfly,0.140817404,0.328300714,0.109416485,0.187483311,0.21888423,0.203093529,0.093477726,-0.015790701,0.109615803,0.375284672,0.251089096,0.265668869,0.124195576,0.343561172,0.093955755,0.219365597,0.249605417,0.295527935,0.108196497,0.045922518,0.187331438,1.562600136,1.437550545,1.375268698,0.125049591,0.430662394,0.297106028,0.305612803,0.133556366,0.218426943,0.09335041,0.084870577,0.125076532,0.437628984,0.344120502,0.312552452,0.093508482
3,3,pit repour,0.23408246,0.203137398,0.016241312,-0.030945063,0.186896086,0.298672438,0.108793497,0.111776352,0.189878941,0.250546932,0.109047651,0.060667992,0.141499281,0.688233376,0.469722748,0.546734095,0.218510628,0.265003681,0.092967033,0.046493053,0.172036648,0.55286932,0.390921593,0.380832672,0.161947727,0.452798605,0.29681015,0.290850878,0.155988455,0.468902111,0.374696255,0.312913656,0.094205856,0.343744278,0.189050436,0.249538422,0.154693842
3,3,new panini,0.093508244,0.515003204,0.405585051,0.421494961,0.109418154,0.375554562,0.297955751,0.266136408,0.07759881,0.483299971,0.405493498,0.40570116,0.077806473,1.015762806,0.93891263,0.937956333,0.076850176,0.623584986,0.551349163,0.54673481,0.072235823,3.572652578,3.400337219,3.500416756,0.172315359,0.531199694,0.421794891,0.358884335,0.109404802,0.374932528,0.125221968,0.265527725,0.24971056,0.24971056,0.109275341,0,0.140435219
3,3,abs insist,0.16176796,0.25216794,0.140765667,0.090399981,0.111402273,0.281239271,0.111402273,0.169836998,0.169836998,0.357125282,0.263598442,0.187288284,0.09352684,0.625170231,0.437364817,0.531643391,0.187805414,0.2031672,0.078371525,0.015361786,0.124795675,0.328311205,0.202970505,0.20351553,0.1253407,0.828560114,0.718689919,0.703219414,0.109870195,0.250189543,0.109870195,0.140319347,0.140319347,0.421154022,0.314440489,0.280834675,0.106713533
3,3,use prefer,0.108696461,0.171628237,0.093500137,0.062931776,0.078128099,0.327847481,0.218711615,0.249719381,0.109135866,0.20342207,0.109135866,0.094286203,0.094286203,0.328383684,0.203968287,0.234097481,0.124415398,0.218049288,0.078123808,0.09363389,0.13992548,0.155730963,0.04629159,0.015805483,0.109439373,0.78172636,0.70294261,0.672286987,0.078783751,0.359418392,0.203373194,0.280634642,0.156045198,0.171820402,0.077915668,0.015775204,0.093904734
3,3,ate priest,0.156010628,0.43696785,0.249764681,0.280957222,0.187203169,0.265602112,0.109077692,0.078398943,0.15652442,0.31296587,0.219266176,0.15644145,0.093699694,0.345288277,0.218462229,0.251588583,0.126826048,0.250420332,0.109597206,0.123594284,0.140823126,0.484309673,0.375763893,0.343486547,0.10854578,0.358292341,0.264783621,0.249746561,0.09350872,0.343496323,0.249762774,0.249987602,0.093733549,0.312633753,0.250179291,0.218900204,0.062454462
