Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Class,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
gerald,d_a,4_1,4,1,5,0.065749645,0.110124826,0.175874472,0.222077131,0.287826777,0.111952305
gerald,a_~,1_0,1,0,5,0.111952305,-0.04500699,0.066945314,0.013044834,0.124997139,0.058051825
gerald,~_m,0_13,0,13,5,0.058051825,0.099013329,0.157065153,0.187034369,0.245086193,0.08802104
gerald,m_u,13_21,13,21,5,0.08802104,0.098913431,0.186934471,0.155069351,0.243090391,0.05615592
gerald,u_t,21_20,21,20,5,0.05615592,0.140839577,0.196995497,0.196841002,0.252996922,0.056001425
gerald,t_e,20_5,20,5,5,0.056001425,0.035034418,0.091035843,0.080037117,0.136038542,0.045002699
gerald,r_a,18_1,18,1,6,0.077005863,0.226837158,0.303843021,0.367991447,0.444997311,0.141154289
gerald,a_f,1_6,1,6,6,0.141154289,0.024053335,0.165207624,0.102182388,0.243336678,0.078129053
gerald,f_t,6_20,6,20,6,0.078129053,0.098813534,0.176942587,0.164874792,0.243003845,0.066061258
gerald,t_e,20_5,20,5,6,0.066061258,0.001010895,0.067072153,0.055936098,0.121997356,0.054925203
gerald,e_r,5_18,5,18,6,0.054925203,0.099061728,0.153986931,0.166039228,0.220964432,0.066977501
gerald,r_~,18_0,18,0,6,0.066977501,0.033955812,0.100933313,0.10099411,0.167971611,0.067038298
gerald,~_v,0_22,0,22,6,0.067038298,0.151820898,0.218859196,0.207947254,0.274985552,0.056126356
gerald,v_e,22_5,22,5,6,0.056126356,0.066998482,0.123124838,0.134054422,0.190180779,0.067055941
gerald,e_x,5_24,5,24,6,0.067055941,0.130947828,0.198003769,0.218945265,0.286001205,0.087997437
gerald,e_l,5_12,5,12,3,0.109904766,0.247994423,0.357899189,0.314916611,0.424821377,0.066922188
gerald,l_f,12_6,12,6,3,0.066922188,0.024059772,0.09098196,0.112042427,0.178964615,0.087982655
gerald,f_~,6_0,6,0,3,0.087982655,0.087957621,0.175940275,0.144135714,0.232118368,0.056178093
gerald,~_j,0_10,0,10,3,0.056178093,0.621877193,0.678055286,0.699073315,0.755251408,0.077196121
gerald,j_u,10_21,10,21,3,0.077196121,0.141984224,0.219180346,0.207844257,0.285040379,0.065860033
gerald,u_i,21_9,21,9,3,0.065860033,0.131006956,0.196866989,0.209142923,0.275002956,0.078135967
gerald,i_c,9_3,9,3,3,0.078135967,0.055796385,0.133932352,0.143802881,0.221938848,0.088006496
