,key,press_time,release_time
0,'a',1655729246.220851,1655729246.3417995
1,'1',1655729246.8988721,1655729247.0110307
2,'r',1655729247.2109818,1655729247.328549
3,'c',1655729252.6340601,1655729252.7897859
4,'r',1655729253.2629554,1655729253.3754795
5,'2',1655729253.4766383,1655729253.6101458
6,'f',1655729253.7158186,1655729253.8153548
7,'t',1655729253.916324,1655729254.0245645
0,'a',1655729264.120854,1655729264.2190728
1,'1',1655729265.0540822,1655729265.206782
2,'r',1655729265.401513,1655729265.536101
3,'c',1655729265.7220283,1655729265.8206697
4,'r',1655729266.2110465,1655729266.327993
5,'2',1655729266.4346037,1655729266.5618725
6,'f',1655729266.623867,1655729266.7467835
7,'t',1655729266.8818834,1655729266.984802
0,'a',1655729268.6141825,1655729268.7284493
1,'1',1655729268.8726323,1655729269.000745
2,'r',1655729269.2613516,1655729269.374674
3,'c',1655729269.5337925,1655729269.6369429
4,'r',1655729270.0378845,1655729270.2001648
5,'2',1655729270.5696669,1655729270.7467287
6,'f',1655729270.7457652,1655729270.8766398
7,'t',1655729271.203997,1655729271.3405404
0,'a',1655729273.1888087,1655729273.290958
1,'1',1655729273.448406,1655729273.5943403
2,'r',1655729273.7418602,1655729273.8733227
3,'c',1655729274.1486812,1655729274.264933
4,'r',1655729274.7924,1655729274.9104412
5,'2',1655729275.056718,1655729275.1975517
6,'f',1655729275.2268722,1655729275.3335304
7,'t',1655729275.474633,1655729275.5812407
0,'a',1655729282.2437088,1655729282.3799453
1,'1',1655729282.638758,1655729282.7929022
2,'r',1655729283.1443124,1655729283.250876
3,'c',1655729283.5923362,1655729283.743677
4,'r',1655729284.2119162,1655729284.3359709
5,'2',1655729284.4701908,1655729284.6029444
6,'f',1655729284.693877,1655729284.7990308
7,'t',1655729284.9782693,1655729285.0986316
0,'a',1655729289.8587918,1655729290.0109422
1,'1',1655729290.1642632,1655729290.2956276
2,'r',1655729290.3426113,1655729290.4671204
3,'c',1655729290.8150685,1655729290.9076107
4,'r',1655729291.2257814,1655729291.373914
5,'2',1655729291.5228693,1655729291.6907806
6,'f',1655729291.684897,1655729291.810035
7,'t',1655729291.9538953,1655729292.0674307
0,'a',1655729293.5348291,1655729293.6668763
1,'1',1655729293.866726,1655729294.0122643
2,'r',1655729294.2597878,1655729294.393964
3,'c',1655729294.5990264,1655729294.729077
4,'r',1655729295.0077803,1655729295.1311512
5,'2',1655729295.2479424,1655729295.3988092
6,'f',1655729295.4450574,1655729295.5500765
7,'t',1655729295.685456,1655729295.7866743
0,'a',1655729297.8997557,1655729298.0374784
1,'1',1655729298.2664878,1655729298.4128947
2,'r',1655729298.5039284,1655729298.6207228
3,'c',1655729298.8748846,1655729299.0282798
4,'r',1655729299.1874664,1655729299.2850254
5,'2',1655729299.388518,1655729299.5235443
6,'f',1655729299.6641092,1655729299.8130257
7,'t',1655729299.9200203,1655729300.0374525
0,'a',1655729301.698566,1655729301.8158388
1,'1',1655729302.010201,1655729302.1328845
2,'r',1655729302.2836854,1655729302.3974285
3,'c',1655729302.6398623,1655729302.7503443
4,'r',1655729303.0960715,1655729303.2326164
5,'2',1655729303.313575,1655729303.4488564
6,'f',1655729303.5154252,1655729303.631135
7,'t',1655729303.740887,1655729303.8429322
0,'a',1655729305.2620058,1655729305.3602765
1,'1',1655729305.6176624,1655729305.7895212
2,'r',1655729305.9365792,1655729306.0659306
3,'c',1655729306.3409245,1655729306.448939
4,'r',1655729306.6233175,1655729306.7661848
5,'2',1655729306.8609672,1655729307.0006354
6,'f',1655729307.0565417,1655729307.202578
7,'t',1655729307.355029,1655729307.4993644
0,'a',1655729308.945023,1655729309.0909889
1,'1',1655729309.2701836,1655729309.3934588
2,'r',1655729309.5519493,1655729309.6874015
3,'c',1655729309.8819864,1655729310.0020983
4,'r',1655729310.1608558,1655729310.2859333
5,'2',1655729310.4320147,1655729310.5646346
6,'f',1655729310.6173563,1655729310.7294524
7,'t',1655729310.8675456,1655729310.9939842
0,'a',1655729312.9689646,1655729313.0723536
1,'1',1655729313.2248235,1655729313.3750017
2,'r',1655729313.4618034,1655729313.608654
3,'c',1655729314.119954,1655729314.2197893
4,'r',1655729314.3435075,1655729314.4714012
5,'2',1655729314.588012,1655729314.7090015
6,'f',1655729314.7489228,1655729314.858933
7,'t',1655729314.995373,1655729315.0989532
0,'a',1655729316.4755485,1655729316.5768461
1,'1',1655729316.7119944,1655729316.8606567
2,'r',1655729316.9796357,1655729317.1223807
3,'c',1655729317.425859,1655729317.517013
4,'r',1655729317.6390269,1655729317.7716324
5,'2',1655729317.8408744,1655729317.9847465
6,'f',1655729318.0066607,1655729318.1413581
7,'t',1655729318.2465253,1655729318.368922
0,'a',1655729319.8818717,1655729320.0089972
1,'1',1655729320.3786278,1655729320.5219526
2,'r',1655729320.6185517,1655729320.763121
3,'c',1655729321.0729442,1655729321.1433914
4,'r',1655729321.260298,1655729321.3630037
5,'2',1655729321.502141,1655729321.640061
6,'f',1655729321.6787405,1655729321.8054185
7,'t',1655729321.9164977,1655729322.043639
0,'a',1655729340.4268532,1655729340.540728
1,'1',1655729341.0177543,1655729341.1704907
2,'r',1655729341.2286522,1655729341.351313
3,'c',1655729341.484271,1655729341.5763302
4,'r',1655729341.7444584,1655729341.850293
5,'2',1655729341.9161615,1655729342.0697892
6,'f',1655729342.0787246,1655729342.2009263
7,'t',1655729342.3316698,1655729342.431704
0,'a',1655729344.3460867,1655729344.4544399
1,'1',1655729344.8644674,1655729344.9967391
2,'r',1655729345.28522,1655729345.4163163
3,'c',1655729345.613986,1655729345.701873
4,'r',1655729345.9692953,1655729346.0600843
5,'2',1655729346.1896334,1655729346.3357127
6,'f',1655729346.3496752,1655729346.468012
7,'t',1655729346.602012,1655729346.703633
0,'a',1655729348.1534884,1655729348.2590728
1,'1',1655729348.4267807,1655729348.5488763
2,'r',1655729348.6587489,1655729348.7882376
3,'c',1655729349.0497258,1655729349.1504574
4,'r',1655729349.319263,1655729349.4192624
5,'2',1655729349.4986835,1655729349.6218016
6,'f',1655729349.663712,1655729349.766525
7,'t',1655729349.8912857,1655729349.999563
0,'a',1655729351.4955716,1655729351.6153734
1,'1',1655729351.7664428,1655729351.8906198
2,'r',1655729351.975594,1655729352.0905402
3,'c',1655729352.2603562,1655729352.3583868
4,'r',1655729352.562033,1655729352.6830964
5,'2',1655729352.7576518,1655729352.8788824
6,'f',1655729352.917603,1655729353.0304723
7,'t',1655729353.1508148,1655729353.234949
0,'a',1655729354.628537,1655729354.737311
1,'1',1655729354.890058,1655729355.034557
2,'r',1655729355.1654017,1655729355.2986567
3,'c',1655729355.4968736,1655729355.5962272
4,'r',1655729355.8594809,1655729356.0095155
5,'2',1655729356.5238364,1655729356.6595054
6,'f',1655729357.0938702,1655729357.2288225
7,'t',1655729357.3816657,1655729357.5064487
0,'a',1655729359.1266868,1655729359.255549
1,'1',1655729359.5416694,1655729359.704407
2,'r',1655729359.7911963,1655729359.9248157
3,'c',1655729360.1253614,1655729360.254951
4,'r',1655729360.436216,1655729360.5548394
5,'2',1655729360.6379201,1655729360.7687566
6,'f',1655729360.8136995,1655729360.9285107
7,'t',1655729361.0674224,1655729361.169274
0,'a',1655729362.6348312,1655729362.7824357
1,'1',1655729363.020896,1655729363.174899
2,'r',1655729363.3562539,1655729363.4729645
3,'c',1655729364.3500865,1655729364.4767475
4,'r',1655729364.811497,1655729364.9192092
5,'2',1655729365.0559666,1655729365.1977983
6,'f',1655729365.356239,1655729365.5027156
7,'t',1655729365.6284852,1655729365.749706
0,'a',1655729367.3612702,1655729367.4666061
1,'1',1655729367.634191,1655729367.7319384
2,'r',1655729367.8750222,1655729367.9992757
3,'c',1655729368.218789,1655729368.3255498
4,'r',1655729368.6318078,1655729368.7751575
5,'2',1655729368.9784515,1655729369.126178
6,'f',1655729369.193996,1655729369.291834
7,'t',1655729369.3997033,1655729369.5045052
0,'a',1655729370.9379485,1655729371.0419276
1,'1',1655729371.212388,1655729371.357003
2,'r',1655729371.4693482,1655729371.5871012
3,'c',1655729371.9555452,1655729372.0584586
4,'r',1655729372.3195753,1655729372.4575765
5,'2',1655729372.7445035,1655729372.8801382
6,'f',1655729372.9509482,1655729373.060075
7,'t',1655729373.187115,1655729373.2763708
0,'a',1655729374.7153416,1655729374.8589356
1,'1',1655729375.0278423,1655729375.1663132
2,'r',1655729375.2907026,1655729375.4086154
3,'c',1655729375.5839717,1655729375.6851676
4,'r',1655729375.875743,1655729375.9755657
5,'2',1655729376.1473722,1655729376.3006716
6,'f',1655729376.421432,1655729376.5661917
7,'t',1655729376.7191024,1655729376.8540416
0,'a',1655729378.253106,1655729378.3638113
1,'1',1655729378.5535407,1655729378.6991305
2,'r',1655729378.8177888,1655729378.947183
3,'c',1655729379.0662389,1655729379.1683009
4,'r',1655729379.3295393,1655729379.4542289
5,'2',1655729379.6681848,1655729379.813083
6,'f',1655729379.8759143,1655729379.9906075
7,'t',1655729380.0929646,1655729380.198839
0,'a',1655729381.717399,1655729381.8522701
1,'1',1655729382.0271556,1655729382.1635783
2,'r',1655729382.276367,1655729382.4010448
3,'c',1655729382.58652,1655729382.7071702
4,'r',1655729382.8755224,1655729382.981245
5,'2',1655729383.0933466,1655729383.2063775
6,'f',1655729383.2921586,1655729383.3929355
