Subject,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-NG|M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-DT-VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4
bryce,genre,0.127209425,-0.015468121,0.111741304,0.112569571,0.239778996,0.128037691,-0.00803566,0.120002031,0.111961603,0.239999294,0.119997263,-0.007998943,0.11199832,0.144001007,0.26399827,0.15199995,-0.064044237,0.087955713,0.056054354,0.208054304,0.120098591,0.64734292,-0.095546961,0.431697369,0.424586535,0.951830864,0.129468584,-0.02388674,0.107924342,0.106146634,0.237957716,0.000173079,0.000729059,0.000191928,0.001339086,0.000526603,0.013155953,0.02700109,0.013853799,0.036593524,0.022947836,0.104533911,0.231743336,0.224531174,0.351740599,0.10396266,0.232000351,0.25596261,0.384000301,0.07995677,0.199954033,0.200055361,0.320052624,0.288453341,0.66369772,0.680549145,1.055793524,0.096151114,0.221232573,0.226849715,0.351931175,0.000196774,0.000339599,0.000785437,0.001022354,0.014027621,0.018428205,0.028025646,0.031974265,0.21653223,0.343741655,0.368532181,0.495741606,0.191918373,0.319956064,0.312016964,0.440054655,0.408450603,0.66369772,0.680549145,0.935796261,0.204225302,0.33184886,0.340274572,0.46789813,0.000302921,0.000282877,0.001596985,0.001550518,0.017404625,0.016818953,0.039962293,0.03937662,0.304487944,0.431697369,0.424586535,0.551795959
bryce,alien,0.08800149,0.008127451,0.096128941,0.199998856,0.288000345,0.191871405,-0.063920975,0.12795043,0.048001051,0.239872456,0.111922026,0.008005857,0.119927883,0.087999582,0.199921608,0.079993725,0.008488894,0.088482618,0.112000227,0.191993952,0.103511333,0.575299978,-0.039298773,0.432489872,0.447999716,0.919788361,0.115059996,-0.009824693,0.108122468,0.111999929,0.22994709,0.002001254,0.001300668,0.000354028,0.004138561,0.001936888,0.044735381,0.036064771,0.018815634,0.064331651,0.044010088,0.136077881,0.22407937,0.247999907,0.336001396,0.056006908,0.247878313,0.136000633,0.327872038,0.096488476,0.208410501,0.199999809,0.311921835,0.288573265,0.680368185,0.584000349,0.975795269,0.096191088,0.226789395,0.194666783,0.32526509,0.001602906,0.000394935,0.00315729,0.000150053,0.040036315,0.019872977,0.056189769,0.012249631,0.256005764,0.344007254,0.335999489,0.424000978,0.144489527,0.336360931,0.24800086,0.439872265,0.400495291,0.680368185,0.584000349,0.863873243,0.200247645,0.340184093,0.292000175,0.431936622,0.006217936,2.92E-05,0.003871879,0.000125949,0.078853888,0.005406766,0.062224427,0.011222694,0.344488382,0.432489872,0.447999716,0.536001205
bryce,kinda,0.103798389,0.080169201,0.18396759,0.247252464,0.351050854,0.167083263,-0.06310606,0.103977203,0.064667225,0.231750488,0.127773285,-0.024556398,0.103216887,0.08812499,0.215898275,0.112681389,-0.024081469,0.08859992,0.08797431,0.200655699,0.112055779,0.623392105,-0.031574726,0.4797616,0.48801899,0.999355316,0.124678421,-0.007893682,0.1199404,0.122004747,0.249838829,0.000636746,0.003781056,0.001872069,0.007093497,0.004714001,0.025233829,0.061490293,0.04326741,0.0842229,0.068658584,0.184146404,0.287944794,0.311919689,0.415718079,0.040110826,0.20719409,0.152792215,0.319875479,0.064043522,0.191816807,0.1760993,0.303872585,0.288300753,0.68695569,0.640811205,1.039466143,0.096100251,0.22898523,0.213603735,0.346488714,0.005957287,0.002666288,0.007385325,0.003658552,0.077183465,0.05163611,0.085937915,0.060485964,0.287363291,0.39116168,0.40004468,0.503843069,0.128710747,0.29579401,0.240766525,0.407849789,0.416074038,0.68695569,0.640811205,0.911692858,0.208037019,0.343477845,0.320405602,0.455846429,0.012585315,0.004547496,0.012684765,0.004607355,0.11218429,0.067435126,0.112626663,0.0678775,0.375963211,0.4797616,0.48801899,0.591817379
bryce,wrote,0.128147125,-0.040120602,0.088026524,0.063906193,0.192053318,0.104026794,-0.023935318,0.080091476,0.08801651,0.192043304,0.111951828,0.008087635,0.120039463,0.120067835,0.232019663,0.1119802,-0.048137665,0.063842535,0.064017773,0.175997972,0.112155437,0.568261385,-0.104105949,0.351999998,0.33600831,0.792114258,0.113652277,-0.026026487,0.088,0.084002078,0.198028564,7.77E-05,0.000618565,0.000557552,0.000706691,0.000570756,0.008813036,0.024870964,0.023612537,0.026583651,0.023890505,0.039970875,0.168118,0.151922703,0.280069828,0.096104145,0.200130939,0.208084345,0.312111139,0.07193017,0.183881998,0.184085608,0.296037436,0.20800519,0.552130938,0.544092655,0.888218403,0.069335063,0.184043646,0.181364218,0.296072801,0.000792787,0.000256227,0.000794087,0.000256662,0.028156472,0.016007082,0.028179549,0.016020685,0.160010338,0.288157463,0.271990538,0.400137663,0.15994668,0.263973475,0.272102118,0.376128912,0.319957018,0.552130938,0.544092655,0.776266575,0.159978509,0.276065469,0.272046328,0.388133287,2.03E-09,0.000292433,6.23E-09,0.00028821,4.50E-05,0.017100662,7.89E-05,0.016976751,0.223852873,0.351999998,0.33600831,0.464155436
bryce,gated,0.095422745,0.04006505,0.135487795,0.167519569,0.262942314,0.127454519,0.040652514,0.168107033,0.104642868,0.232097387,0.063990355,0.023837328,0.087827682,0.159739733,0.223730087,0.135902405,-0.047902822,0.087999582,0.056286335,0.19218874,0.104189157,0.526959181,0.056652069,0.479422092,0.488188505,0.910958529,0.105391836,0.014163017,0.119855523,0.122047126,0.227739632,0.000808142,0.00177279,0.00153772,0.002705289,0.000846054,0.028427841,0.042104511,0.039213772,0.052012388,0.029087003,0.208172083,0.303594828,0.272162437,0.367585182,0.128480196,0.255934715,0.264382601,0.39183712,0.11183691,0.175827265,0.216026068,0.280016422,0.448489189,0.735356808,0.752571106,1.039438725,0.149496396,0.245118936,0.250857035,0.346479575,0.002651377,0.004168873,0.000925029,0.003460052,0.051491522,0.064566813,0.030414284,0.058822208,0.295999765,0.39142251,0.43190217,0.527324915,0.216479778,0.343934298,0.320668936,0.448123455,0.512479544,0.735356808,0.752571106,0.97544837,0.256239772,0.367678404,0.376285553,0.487724185,0.003161714,0.001127565,0.006186416,0.003136436,0.056229122,0.033579237,0.078653774,0.056003889,0.383999348,0.479422092,0.488188505,0.58361125
bryce,xylem,0.072550535,0.047436237,0.119986773,0.207450151,0.280000687,0.160013914,0.024224281,0.184238195,0.191999912,0.352013826,0.167775631,0.040172815,0.207948446,0.127800465,0.295576096,0.087627649,0.05630374,0.143931389,0.184642553,0.272270203,0.128338814,0.616306543,0.168137074,0.656104803,0.711893082,1.199860811,0.123261309,0.042034268,0.164026201,0.17797327,0.299965203,0.00179985,0.000184487,0.00156032,0.001209141,0.001297973,0.04242464,0.013582583,0.039500891,0.034772705,0.03602739,0.231674433,0.304224968,0.399450064,0.472000599,0.232172728,0.392186642,0.319800377,0.479814291,0.184104204,0.351879835,0.312443018,0.480218649,0.647951365,1.048291445,1.031693459,1.432033539,0.215983788,0.349430482,0.34389782,0.477344513,0.000762293,0.001938814,0.002328072,2.15E-05,0.027609654,0.04403196,0.048250094,0.004632379,0.439622879,0.512173414,0.527250528,0.599801064,0.376104116,0.536118031,0.50444293,0.664456844,0.815726995,1.048291445,1.031693459,1.264257908,0.407863498,0.524145722,0.515846729,0.632128954,0.002017317,0.000286672,0.000260093,0.002090185,0.044914548,0.016931401,0.016127407,0.045718541,0.583554268,0.656104803,0.711893082,0.784443617
bryce,items,0.119420052,-0.040463209,0.078956842,0.072000504,0.191420555,0.112463713,-0.04006052,0.072403193,0.031854868,0.144318581,0.071915388,-0.016146898,0.05576849,0.08813262,0.160048008,0.104279518,0.015648842,0.11992836,0.104249239,0.208528757,0.088600397,0.496679068,-0.081021786,0.327056885,0.29623723,0.704315901,0.099335814,-0.020255446,0.081764221,0.074059308,0.176078975,0.000366822,0.000702198,0.000742597,0.000964981,0.000851356,0.019152594,0.026499011,0.027250626,0.031064146,0.029178,0.031939983,0.151360035,0.103855371,0.223275423,0.01570797,0.128171682,0.119987488,0.2324512,0.103781462,0.17569685,0.192381859,0.264297247,0.151429415,0.455228567,0.416224718,0.72002387,0.050476472,0.151742856,0.138741573,0.240007957,0.002196936,0.00056477,0.002223022,0.000463526,0.046871484,0.023764896,0.047148929,0.021529652,0.087708473,0.207128525,0.191987991,0.311408043,0.13563633,0.248100042,0.224236727,0.336700439,0.223344803,0.455228567,0.416224718,0.648108482,0.111672401,0.227614284,0.208112359,0.324054241,0.00114854,0.000839333,0.00051999,0.000319853,0.033890112,0.028971238,0.0228033,0.017884425,0.207636833,0.327056885,0.29623723,0.415657282
bryce,oaths,0.144251585,0.000994682,0.145246267,0.087787628,0.232039213,0.086792946,-0.007974386,0.07881856,0.087764978,0.174557924,0.095739365,0.000972748,0.096712112,0.104248524,0.199987888,0.103275776,0.007691622,0.110967398,0.111691952,0.214967728,0.10400033,0.534060001,0.001684666,0.431744337,0.391493082,0.821552753,0.106812,0.000421166,0.107936084,0.097873271,0.205388188,0.000486375,4.13E-05,0.000791682,0.000145166,0.000593904,0.022053904,0.00642853,0.028136847,0.012048479,0.024370153,0.079813242,0.224064827,0.175552607,0.319804192,0.088737726,0.175530672,0.192013502,0.278806448,0.111940145,0.20767951,0.215940475,0.31167984,0.280491114,0.607275009,0.583506584,0.91029048,0.093497038,0.202425003,0.194502195,0.30343016,0.000275023,0.000609598,0.00041244,0.000471247,0.01658381,0.024690047,0.020308623,0.021708216,0.176525354,0.320776939,0.27980113,0.424052715,0.199705124,0.28649807,0.303705454,0.3904984,0.376230478,0.607275009,0.583506584,0.814551115,0.188115239,0.303637505,0.291753292,0.407275558,0.000268651,0.00058752,0.000285708,0.000562946,0.016390572,0.024238821,0.016902909,0.023726484,0.287492752,0.431744337,0.391493082,0.535744667
bryce,zonal,0.104320049,0.023002148,0.127322197,0.184209824,0.288529873,0.161207676,-0.064415693,0.096791983,0.055603027,0.216810703,0.120018721,-0.007866621,0.1121521,0.096017361,0.216036081,0.103883982,-0.040622234,0.063261747,0.079944849,0.183828831,0.120567083,0.609997511,-0.089902401,0.399528027,0.415775061,0.905205488,0.121999502,-0.0224756,0.099882007,0.103943765,0.226301372,0.000545998,0.00145664,0.00075137,0.003139414,0.001957251,0.023366597,0.038165952,0.027411134,0.056030477,0.044240826,0.11979413,0.22411418,0.239812851,0.3441329,0.047736406,0.208944082,0.151620388,0.312828064,0.055395126,0.175413847,0.17596221,0.29598093,0.222925663,0.608472109,0.567395449,0.952941895,0.074308554,0.202824036,0.189131816,0.317647298,0.001566367,0.000621022,0.002074557,0.000597072,0.039577357,0.024920309,0.0455473,0.024435053,0.23194623,0.336266279,0.335830212,0.440150261,0.110998154,0.27220583,0.231565237,0.392772913,0.342944384,0.608472109,0.567395449,0.832923174,0.171472192,0.304236054,0.283697724,0.416461587,0.007314219,0.002051871,0.005435592,0.001122307,0.085523205,0.045297578,0.073726471,0.033500844,0.295207977,0.399528027,0.415775061,0.52009511
bryce,chant,0.087676048,0.008004665,0.095680714,0.09537077,0.183046818,0.087366104,0.008669615,0.096035719,0.104628801,0.191994905,0.095959187,-0.015995502,0.079963684,0.080077171,0.176036358,0.096072674,-0.00789094,0.088181734,0.080075979,0.176148653,0.087966919,0.455040932,-0.007212162,0.359861851,0.360152721,0.727226734,0.091008186,-0.001803041,0.089965463,0.09003818,0.181806684,2.09E-05,0.000148119,5.76E-05,0.000146597,5.69E-05,0.004576534,0.012170403,0.007587915,0.012107709,0.007542055,0.104040384,0.191716433,0.199999571,0.287675619,0.088633299,0.175999403,0.184705973,0.272072077,0.072186232,0.168145418,0.160153151,0.256112337,0.264859915,0.535861254,0.544858694,0.815860033,0.088286638,0.178620418,0.181619565,0.271953344,0.000253762,0.00014405,0.000404079,0.000249071,0.015929906,0.012002103,0.02010171,0.015781976,0.184004068,0.271680117,0.280076742,0.36775279,0.176815033,0.264181137,0.264781952,0.352148056,0.360819101,0.535861254,0.544858694,0.719900846,0.180409551,0.267930627,0.272429347,0.359950423,2.58E-05,2.81E-05,0.000116965,0.000121754,0.005083416,0.005302579,0.01081505,0.011034214,0.272185802,0.359861851,0.360152721,0.44782877
bryce,xerox,0.104379654,0.015530348,0.119910002,0.143530369,0.247910023,0.128000021,-0.032129288,0.095870733,0.079999924,0.207999945,0.112129211,-0.015999079,0.096130133,0.128000975,0.240130186,0.144000053,0.136551142,0.280551195,0.240030527,0.384030581,0.103479385,0.591988325,0.103953123,0.592462063,0.591561794,1.080070734,0.118397665,0.025988281,0.148115516,0.147890449,0.270017684,0.00030151,0.005824702,0.007922253,0.004504506,0.006075717,0.017364049,0.076319733,0.089007036,0.067115619,0.077946887,0.111401081,0.215780735,0.223530293,0.327909946,0.064000845,0.192000866,0.208000898,0.336000919,0.264552116,0.376681328,0.368031502,0.480160713,0.439954042,0.784462929,0.799562693,1.144071579,0.146651347,0.261487643,0.266520898,0.381357193,0.010987139,0.010093559,0.007788593,0.007337968,0.104819555,0.100466708,0.088253003,0.085661938,0.207531214,0.311910868,0.351531267,0.455910921,0.34455204,0.472552061,0.448031425,0.576031446,0.552083254,0.784462929,0.799562693,1.031942368,0.276041627,0.392231464,0.399781346,0.515971184,0.009387353,0.012902797,0.00465614,0.00721447,0.096888355,0.113590477,0.068235916,0.084938038,0.488082409,0.592462063,0.591561794,0.695941448
bryce,basil,0.112034798,0.040356159,0.152390957,0.167965412,0.28000021,0.127609253,-0.039843321,0.087765932,0.04818368,0.175792933,0.088027,-0.056174994,0.031852007,0.063676596,0.151703596,0.119851589,0.248140335,0.367991924,0.392397404,0.512248993,0.144257069,0.591779709,0.19247818,0.64000082,0.672223091,1.119745731,0.118355942,0.048119545,0.160000205,0.168055773,0.279936433,0.000429633,0.019561134,0.021652736,0.025197836,0.02708622,0.020727582,0.139861125,0.147148685,0.158738261,0.164578916,0.128122091,0.240156889,0.216149092,0.328183889,-0.007991314,0.119617939,0.111860275,0.239469528,0.311816931,0.399843931,0.456073999,0.544101,0.431947708,0.759618759,0.784083366,1.111754417,0.143982569,0.253206253,0.261361122,0.370584806,0.025757994,0.019759366,0.031153868,0.024548462,0.160492973,0.140568012,0.176504583,0.156679487,0.159974098,0.272008896,0.279825687,0.391860485,0.36000061,0.487609863,0.504257679,0.631866932,0.519974709,0.759618759,0.784083366,1.023727417,0.259987354,0.37980938,0.392041683,0.511863708,0.020005303,0.023241889,0.025184859,0.028801547,0.141440103,0.152452906,0.158697383,0.169710186,0.527966022,0.64000082,0.672223091,0.784257889
bryce,pearl,0.128168344,0.103832006,0.232000351,0.319868326,0.448036671,0.21603632,-0.144272327,0.071763992,0.007425308,0.223461628,0.151697636,-0.06365037,0.088047266,0.080554962,0.232252598,0.144205332,-0.05601573,0.088189602,0.088000059,0.232205391,0.144015789,0.784123421,-0.160106421,0.480001211,0.495848656,1.135956287,0.156824684,-0.040026605,0.120000303,0.123962164,0.283989072,0.001169202,0.010792068,0.005634557,0.018379174,0.0119778,0.034193589,0.10388488,0.075063683,0.135569811,0.109443134,0.175595999,0.303764343,0.327293634,0.455461979,-0.056225061,0.159811258,0.08798027,0.30401659,0.024539232,0.176236868,0.168555021,0.320252657,0.14391017,0.639812469,0.583828926,1.079731226,0.047970057,0.213270823,0.194609642,0.359910409,0.013847004,0.006209258,0.014826854,0.006913479,0.117673292,0.078798845,0.12176557,0.083147335,0.263643265,0.391811609,0.407848597,0.536016941,0.03196454,0.24800086,0.17598033,0.392016649,0.295607805,0.639812469,0.583828926,0.92803359,0.147803903,0.319906235,0.291914463,0.464016795,0.026837516,0.010340766,0.026881447,0.010368042,0.163821597,0.101689556,0.163955624,0.101823583,0.351832867,0.480001211,0.495848656,0.624017
bryce,whisk,0.112346172,0.007986546,0.120332718,0.160472155,0.272818327,0.152485609,-0.064375639,0.08810997,0.047442675,0.199928284,0.111818314,-0.024358749,0.087459564,0.071898937,0.183717251,0.096257687,-0.015980721,0.080276966,0.112631083,0.208888769,0.128611803,0.601519585,-0.096728563,0.376179218,0.392444849,0.865352631,0.120303917,-0.024182141,0.094044805,0.098111212,0.216338158,0.000454559,0.000905879,0.000319732,0.002451366,0.001526303,0.021320381,0.030097819,0.017881046,0.049511271,0.039067934,0.096096516,0.208442688,0.207914829,0.320261002,0.023083925,0.175569534,0.119341612,0.271827221,0.055918217,0.16773653,0.18453002,0.296348333,0.175098658,0.551748753,0.511786461,0.888436556,0.058366219,0.183916251,0.170595487,0.296145519,0.001337204,0.000466499,0.002106932,0.000586489,0.036567802,0.021598578,0.04590133,0.024217527,0.18355608,0.295902252,0.279813766,0.392159939,0.103360891,0.2558465,0.231972694,0.384458303,0.286916971,0.551748753,0.511786461,0.776618242,0.143458486,0.275874376,0.25589323,0.388309121,0.003215634,0.000802232,0.001144384,2.97E-05,0.056706562,0.028323694,0.033828746,0.005445879,0.263833046,0.376179218,0.392444849,0.504791021
bryce,yodel,0.176697969,-0.072158098,0.104539871,0.039786577,0.216484547,0.111944675,0.004041195,0.11598587,0.119999647,0.231944323,0.115958452,-0.047973633,0.067984819,0.080001116,0.195959568,0.127974749,-0.072267771,0.055706978,0.048179626,0.176154375,0.120447397,0.653023243,-0.188358307,0.344217539,0.287966967,0.820542812,0.130604649,-0.047089577,0.086054385,0.071991742,0.205135703,0.000699347,0.001292503,0.00082836,0.001324366,0.000590539,0.02644516,0.0359514,0.028781252,0.036391842,0.024301009,0.043827772,0.220525742,0.159786224,0.336484194,0.072026014,0.18397069,0.200000763,0.311945438,0.007733345,0.123691797,0.128180742,0.244139194,0.123587132,0.528188229,0.48796773,0.892568827,0.041195711,0.176062743,0.16265591,0.297522942,0.001038583,0.002391105,0.001295705,0.002287906,0.032227048,0.048898925,0.035995905,0.047832061,0.111812592,0.288510561,0.23978734,0.41648531,0.127732992,0.239677668,0.248180389,0.360125065,0.239545584,0.528188229,0.48796773,0.776610374,0.119772792,0.264094114,0.243983865,0.388305187,0.00012673,0.001192326,3.52E-05,0.001588239,0.011257423,0.03453007,0.005934782,0.039852711,0.167519569,0.344217539,0.287966967,0.464664936
bryce,khaki,0.224001646,-0.087978601,0.136023045,0.05612421,0.280125856,0.144102812,0.119953632,0.264056444,0.223878145,0.367980957,0.103924513,0.151996613,0.255921125,0.247993469,0.351917982,0.095996857,0.104004145,0.200001001,0.192332745,0.288329601,0.0883286,0.656354427,0.287975788,0.856001616,0.720328569,1.288354397,0.131270885,0.071993947,0.214000404,0.180082142,0.322088599,0.003149943,0.011772142,0.003513135,0.007348561,0.001965481,0.056124356,0.108499504,0.059271707,0.085723751,0.044333743,0.176077843,0.400079489,0.280002356,0.504004002,0.375874758,0.51997757,0.471871614,0.615974426,0.351997614,0.455922127,0.440326214,0.544250727,0.903950214,1.375979185,1.192200184,1.664229155,0.301316738,0.458659728,0.397400061,0.554743052,0.011906115,0.003599508,0.010585444,0.003216911,0.109115146,0.059995902,0.102885587,0.056717816,0.431998968,0.656000614,0.527995825,0.751997471,0.575875759,0.719978571,0.664204359,0.808307171,1.007874727,1.375979185,1.192200184,1.560304642,0.503937364,0.687989593,0.596100092,0.780152321,0.010350265,0.002046589,0.009276382,0.001585391,0.101736255,0.045239247,0.096313978,0.039816971,0.631999969,0.856001616,0.720328569,0.944330215
bryce,event,0.088084221,0.127932787,0.216017008,0.17591095,0.263995171,0.047978163,0.079999208,0.127977371,0.183999777,0.23197794,0.104000568,-0.007750988,0.09624958,0.088226318,0.192226887,0.095977306,-0.008025885,0.087951422,0.071773767,0.167751074,0.079799652,0.415839911,0.192155123,0.528195381,0.519910812,0.855951071,0.083167982,0.048038781,0.132048845,0.129977703,0.213987768,0.000467978,0.004553422,0.003431133,0.003386375,0.001811918,0.02163281,0.067479049,0.058575875,0.058192565,0.042566632,0.255910158,0.343994379,0.359910727,0.447994947,0.176248789,0.224226952,0.272226095,0.320204258,0.080200434,0.184201002,0.160000086,0.264000654,0.512359381,0.752422333,0.792136908,1.03219986,0.17078646,0.250807444,0.264045636,0.34406662,0.007740855,0.006913373,0.010041256,0.008890534,0.087982127,0.083146694,0.100206068,0.094289629,0.352159739,0.440243959,0.448137045,0.536221266,0.264200211,0.312178373,0.343999863,0.391978025,0.616359949,0.752422333,0.792136908,0.928199291,0.308179975,0.376211166,0.396068454,0.464099646,0.003868439,0.008200397,0.005422276,0.010403056,0.062196779,0.090556044,0.073636108,0.101995373,0.44011116,0.528195381,0.519910812,0.607995033
bryce,imbue,0.167960882,-0.072321177,0.095639706,0.031908751,0.199869633,0.104229927,0.111937046,0.216166973,0.255936861,0.360166788,0.143999815,-0.079909086,0.064090729,0.056000471,0.200000286,0.135909557,0.016000271,0.151909828,0.095999956,0.231909513,0.079999685,0.632099867,-0.024292946,0.527807236,0.439846039,0.99194622,0.126419973,-0.006073236,0.131951809,0.10996151,0.247986555,0.001192998,0.00808473,0.004471404,0.010169252,0.005820265,0.034539801,0.089915124,0.066868556,0.100842708,0.076290664,0.143845797,0.311806679,0.287845612,0.455806494,0.176027775,0.280257702,0.311937332,0.416167259,0.072000742,0.216000557,0.152000427,0.296000242,0.391874313,0.808064938,0.751783371,1.167973995,0.130624771,0.269354979,0.250594457,0.389324665,0.002836503,0.002383855,0.00743569,0.006924903,0.053258826,0.04882474,0.086230446,0.083216003,0.207936525,0.375897408,0.343846083,0.511806965,0.327937603,0.43216753,0.407937288,0.512167215,0.535874128,0.808064938,0.751783371,1.02397418,0.267937064,0.404032469,0.375891685,0.51198709,0.007200129,0.001583163,0.002053841,6.49E-08,0.084853576,0.039788985,0.045319326,0.000254736,0.359846354,0.527807236,0.439846039,0.607806921
bryce,hikes,0.112089396,-0.055826902,0.056262493,0.063902617,0.175992012,0.119729519,0.064097881,0.1838274,0.192083359,0.311812878,0.127985477,-0.007985115,0.120000362,0.064397573,0.192383051,0.072382689,0.096130133,0.168512821,0.207618475,0.280001163,0.111488342,0.543675423,0.096415997,0.528603077,0.528002024,0.960189104,0.108735085,0.024103999,0.132150769,0.132000506,0.240047276,0.000457946,0.004735312,0.003299779,0.006178502,0.004373857,0.021399671,0.0688136,0.0574437,0.078603447,0.066135139,0.128000498,0.240089893,0.255985975,0.368075371,0.184098244,0.303827763,0.256480932,0.376210451,0.160527706,0.288513184,0.272016048,0.400001526,0.472626448,0.83243084,0.784482956,1.144287348,0.157542149,0.277476947,0.261494319,0.381429116,0.000793424,0.001106978,8.31E-05,0.000275246,0.028167791,0.033271277,0.009115445,0.01659053,0.24800086,0.360090256,0.320383549,0.432472944,0.352611065,0.472340584,0.464099407,0.583828926,0.600611925,0.83243084,0.784482956,1.01630187,0.300305963,0.41621542,0.392241478,0.508150935,0.005471647,0.006300068,0.010327124,0.011454317,0.073970585,0.079372968,0.101622458,0.107024841,0.416513681,0.528603077,0.528002024,0.640091419
bryce,vital,0.08849597,0.01513648,0.10363245,0.151340246,0.239836216,0.136203766,-0.047929049,0.088274717,0.048000097,0.184203863,0.095929146,0.063999653,0.159928799,0.192000151,0.287929296,0.128000498,0.024002552,0.15200305,0.144467831,0.272468328,0.120465279,0.569094658,0.055209637,0.503839016,0.535808325,0.984437704,0.113818932,0.013802409,0.125959754,0.133952081,0.246109426,0.000426917,0.002145453,0.001250273,0.003723417,0.002105115,0.020661972,0.046319034,0.035359203,0.061019809,0.045881533,0.103411198,0.191907167,0.199340343,0.287836313,0.11199975,0.248203516,0.240000248,0.376204014,0.216002703,0.311931849,0.336467981,0.432397127,0.431413651,0.752042532,0.775808573,1.096437454,0.14380455,0.250680844,0.258602858,0.365479151,0.003927871,0.003606084,0.00496054,0.005310724,0.062672727,0.060050678,0.070431102,0.072874716,0.263339996,0.351835966,0.391340494,0.479836464,0.2640028,0.400206566,0.384468079,0.520671844,0.527342796,0.752042532,0.775808573,1.000508308,0.263671398,0.376021266,0.387904286,0.500254154,2.20E-07,0.001169857,2.36E-05,0.000833764,0.000468673,0.034203179,0.004859532,0.028874975,0.415343046,0.503839016,0.535808325,0.624304295
bryce,radio,0.120154381,-0.031587601,0.08856678,0.112190008,0.232344389,0.143777609,0.005029202,0.14880681,0.055780888,0.199558496,0.050751686,-0.007845163,0.042906523,0.135971546,0.186723232,0.14381671,-0.080000639,0.063816071,0.08821702,0.23203373,0.168217659,0.626718044,-0.114404202,0.344096184,0.392159462,0.850659847,0.125343609,-0.02860105,0.086024046,0.098039865,0.212664962,0.002027534,0.001404213,0.002100152,0.001173783,0.000535727,0.045028144,0.037472825,0.045827415,0.034260514,0.023145783,0.11721921,0.23737359,0.167970896,0.288125277,0.047935724,0.191713333,0.191752434,0.335530043,0.055970907,0.106722593,0.224188566,0.274940252,0.221125841,0.535809517,0.583911896,0.898595572,0.073708614,0.178603172,0.194637299,0.299531857,0.00143602,0.004396328,0.000796348,0.001015363,0.037894855,0.066304811,0.028219647,0.031864765,0.160125732,0.280280113,0.303942442,0.424096823,0.111751795,0.255529404,0.279969454,0.423747063,0.271877527,0.535809517,0.583911896,0.847843885,0.135938764,0.267904758,0.291955948,0.423921943,0.001170019,0.000306299,0.000287352,6.12E-08,0.034205539,0.017501395,0.016951462,0.000247318,0.223941803,0.344096184,0.392159462,0.512313843
bryce,music,0.088115215,0.088073969,0.176189184,0.176175833,0.264291048,0.088101864,0.016052008,0.104153872,0.079135895,0.167237759,0.063083887,-0.007009268,0.056074619,0.08064127,0.143725157,0.087650537,0.016255379,0.103905916,0.088128567,0.175779104,0.071873188,0.398824692,0.113372087,0.440323591,0.424081564,0.751033068,0.079764938,0.028343022,0.110080898,0.106020391,0.187758267,0.000135488,0.001704917,0.002453415,0.002202926,0.002786924,0.011639924,0.041290639,0.049531955,0.046935343,0.052791328,0.19222784,0.280343056,0.255311728,0.343426943,0.072126627,0.160228491,0.159777164,0.247879028,0.096896648,0.159980536,0.168769836,0.231853724,0.361251116,0.600552082,0.583858728,0.823159695,0.120417039,0.200184027,0.194619576,0.274386565,0.004020982,0.004819118,0.00278287,0.003639133,0.063411213,0.069419866,0.052752914,0.060325226,0.24830246,0.336417675,0.335952997,0.424068213,0.176032543,0.264134407,0.247905731,0.336007595,0.424335003,0.600552082,0.583858728,0.760075808,0.212167501,0.300276041,0.291929364,0.380037904,0.00261147,0.002612435,0.003876161,0.003877336,0.051102548,0.051111989,0.062258819,0.06226826,0.352208376,0.440323591,0.424081564,0.512196779
