Subject,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-NG|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-NG|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-NG|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-NG|3+4,T2-D|4,T2-D|S,T2-I|S,T2-PF|S,T2-RF|S,T2-NG|S,T2-D|M,T2-I|M,T2-PF|M,T2-RF|M,T2-NG|M,T2-D|VAR,T2-I|VAR,T2-PF|VAR,T2-RF|VAR,T2-DT-VAR,T2-D|SD,T2-I|SD,T2-PF|SD,T2-RF|SD,T2-NG|SD,T3-I|0+2,T3-PF|0+2,T3-RF|0+2,T3-NG|0+2,T3-I|1+3,T3-PF|1+3,T3-RF|1+3,T3-NG|1+3,T3-I|2+4,T3-PF|2+4,T3-RF|2+4,T3-NG|2+4,T3-I|S,T3-PF|S,T3-RF|S,T3-NG|S,T3-I|M,T3-PF|M,T3-RF|M,T3-NG|M,T3-I|VAR,T3-PF|VAR,T3-RF|VAR,T3-NG|VAR,T3-I|SD,T3-PF|SD,T3-RF|SD,T3-NG|SD,T4-I|0+3,T4-PF|0+3,T4-RF|0+3,T4-NG|0+3,T4-I|1+4,T4-PF|1+4,T4-RF|1+4,T4-NG|1+4,T4-I|S,T4-PF|S,T4-RF|S,T4-NG|S,T4-I|M,T4-PF|M,T4-RF|M,T4-NG|M,T4-I|VAR,T4-PF|VAR,T4-RF|VAR,T4-NG|VAR,T4-I|SD,T4-PF|SD,T4-RF|SD,T4-NG|SD,T5-I|0+4,T5-PF|0+4,T5-RF|0+4,T5-NG|0+4
bryce,fairy,0.127426624,-0.047379971,0.080046654,0.064610958,0.192037582,0.111990929,-0.048326015,0.063664913,0.079669952,0.191660881,0.127995968,0.0079844,0.135980368,0.096157789,0.224153757,0.088173389,0.007608891,0.09578228,0.112360716,0.200534105,0.104751825,0.560338736,-0.080112696,0.375474215,0.352799416,0.808386326,0.112067747,-0.020028174,0.093868554,0.088199854,0.202096581,0.000278518,0.001032467,0.000960124,0.000425424,0.000233016,0.016688861,0.032132021,0.030985868,0.020625803,0.015264858,0.016284943,0.143711567,0.14428091,0.271707535,0.087654352,0.199645281,0.175827742,0.28781867,0.10376668,0.231762648,0.208518505,0.336514473,0.207705975,0.575119495,0.528627157,0.896040678,0.069235325,0.191706498,0.176209052,0.298680226,0.002167709,0.001985516,0.001031726,0.001138465,0.046558662,0.044559134,0.032120495,0.033741145,0.15226531,0.279691935,0.2404387,0.367865324,0.183436632,0.295427561,0.288188457,0.400179386,0.335701942,0.575119495,0.528627157,0.76804471,0.167850971,0.287559748,0.264313579,0.384022355,0.000485826,0.000123805,0.00114002,0.000522099,0.022041453,0.011126768,0.033764178,0.022849492,0.24804759,0.375474215,0.352799416,0.48022604
bryce,johns,0.136749506,-0.06401372,0.072735786,0.119930029,0.256679535,0.183943748,-0.015999794,0.167943954,0.096141577,0.280085325,0.112141371,0.087858677,0.200000048,0.199859619,0.31200099,0.112000942,-0.008000135,0.104000807,0.120165348,0.23216629,0.128165483,0.673001051,-0.000154972,0.544680595,0.536096573,1.08093214,0.13460021,-3.87E-05,0.136170149,0.134024143,0.270233035,0.000873984,0.004045631,0.003380872,0.00205337,0.001158135,0.029563222,0.063605275,0.058145265,0.045314122,0.034031378,0.103930235,0.240679741,0.216071606,0.352821112,0.184000254,0.367944002,0.296001196,0.479944944,0.191859484,0.304000854,0.320024967,0.432166338,0.479789972,0.912624598,0.832097769,1.264932394,0.159929991,0.304208199,0.277365923,0.421644131,0.002367421,0.00404908,0.00296203,0.004123155,0.048656154,0.063632384,0.054424539,0.064211797,0.303930283,0.440679789,0.415931225,0.552680731,0.28800106,0.471944809,0.416166544,0.600110292,0.591931343,0.912624598,0.832097769,1.152791023,0.295965672,0.456312299,0.416048884,0.576395512,0.00012687,0.000488751,2.77E-08,0.001124782,0.011263661,0.022107708,0.000166396,0.033537765,0.407931089,0.544680595,0.536096573,0.672846079
bryce,grain,0.119796515,-0.048022032,0.071774483,0.119822741,0.239619255,0.167844772,-0.080001116,0.087843657,0.064007759,0.231852531,0.144008875,-0.058962584,0.085046291,0.087991476,0.232000351,0.14695406,-0.055999517,0.090954542,0.040168047,0.187122107,0.096167564,0.674771786,-0.242985249,0.335618973,0.311990023,0.890594244,0.134954357,-0.060746312,0.083904743,0.077997506,0.222648561,0.000760483,0.000186123,7.12E-05,0.00115867,0.000574101,0.027576856,0.013642685,0.008439215,0.034039245,0.023960401,0.039821625,0.159618139,0.1838305,0.303627014,0.005045176,0.172889948,0.151999235,0.319844007,0.031991959,0.176000834,0.128159523,0.272168398,0.076858759,0.508508921,0.463989258,0.89563942,0.025619586,0.169502974,0.154663086,0.298546473,0.000332806,7.57E-05,0.000780136,0.0005876,0.018242963,0.008700682,0.027930923,0.024240459,0.124867916,0.244664431,0.271821976,0.39161849,0.095999718,0.26384449,0.192167282,0.360012054,0.220867634,0.508508921,0.463989258,0.751630545,0.110433817,0.25425446,0.231994629,0.375815272,0.000416686,0.000183937,0.003172435,0.000499483,0.020412899,0.01356235,0.056324374,0.022349125,0.215822458,0.335618973,0.311990023,0.431786537
bryce,crush,0.063482761,0.088077068,0.15155983,0.167924166,0.231406927,0.079847097,0.015999556,0.095846653,0.088556528,0.168403625,0.072556973,0.039649725,0.112206697,0.095154762,0.167711735,0.055505037,-0.015029669,0.040475368,0.072289228,0.127794266,0.087318897,0.358710766,0.12869668,0.400088549,0.423924685,0.695316553,0.071742153,0.03217417,0.100022137,0.105981171,0.173829138,0.000160213,0.00189028,0.002122617,0.001797637,0.001833757,0.012657513,0.043477345,0.046071863,0.042398549,0.042822385,0.183923721,0.247406483,0.256480694,0.319963455,0.128206253,0.20805335,0.18371129,0.263558388,0.080125093,0.152682066,0.167443991,0.240000963,0.392255068,0.608141899,0.607635975,0.823522806,0.130751689,0.202713966,0.202545325,0.274507602,0.002698398,0.002264561,0.002247924,0.001688414,0.051946109,0.047587399,0.04741228,0.041090315,0.296130419,0.35961318,0.351635456,0.415118217,0.168681622,0.248528719,0.256000519,0.335847616,0.46481204,0.608141899,0.607635975,0.750965834,0.23240602,0.30407095,0.303817987,0.375482917,0.008121598,0.006169879,0.004573021,0.003141914,0.090119909,0.078548576,0.067624113,0.05605278,0.336605787,0.400088549,0.423924685,0.487407446
bryce,nurse,0.16720891,-0.079081774,0.088127136,0.072230339,0.239439249,0.151312113,-0.047533035,0.103779078,0.048485518,0.19979763,0.096018553,0.071842909,0.167861462,0.144206524,0.240225077,0.072363615,0.111733675,0.18409729,0.183962345,0.25632596,0.07222867,0.559131861,0.056961775,0.543864965,0.448884726,0.935787916,0.111826372,0.014240444,0.135966241,0.112221181,0.233946979,0.002000381,0.008449324,0.002219499,0.003943786,0.000578859,0.044725618,0.091920207,0.047111557,0.062799573,0.024059484,0.024697304,0.191906214,0.120715857,0.287924767,0.120328426,0.271640539,0.192692041,0.344004154,0.255940199,0.351958752,0.328168869,0.424187422,0.400965929,0.815505505,0.641576767,1.056116343,0.13365531,0.271835168,0.213858922,0.352038781,0.013501524,0.006404232,0.011095216,0.004690294,0.116196056,0.080026446,0.10533383,0.068485723,0.192558765,0.359767675,0.26492238,0.43213129,0.304425716,0.455737829,0.376654387,0.527966499,0.496984482,0.815505505,0.641576767,0.96009779,0.248492241,0.407752752,0.320788383,0.480048895,0.006257107,0.004605135,0.006242021,0.004592194,0.07910188,0.067861147,0.079006459,0.067765726,0.376656055,0.543864965,0.448884726,0.616093636
bryce,pixel,0.167927265,-0.055749178,0.112178087,0.07986784,0.247795105,0.135617018,-0.047737598,0.087879419,0.088149548,0.223766565,0.135887146,-0.040120125,0.095767021,0.111366034,0.24725318,0.151486158,-0.031305075,0.120181084,0.06451416,0.216000319,0.095819235,0.686736822,-0.174911976,0.416005611,0.343897581,0.934815168,0.137347364,-0.043727994,0.104001403,0.085974395,0.233703792,0.000716187,0.00010931,0.000218788,0.000382433,0.000264771,0.026761669,0.010455165,0.01479148,0.019555888,0.01627178,0.032130241,0.200057507,0.168017387,0.335944653,0.048029423,0.183646441,0.199515581,0.335132599,0.080060959,0.215948105,0.175880194,0.31176734,0.160220623,0.599652052,0.543413162,0.982844591,0.053406874,0.199884017,0.181137721,0.327614864,0.000596026,0.000260872,0.000268765,0.000188523,0.024413647,0.016151531,0.016394061,0.013730363,0.127897263,0.295824528,0.279383421,0.447310686,0.168210506,0.303827524,0.264029741,0.399646759,0.296107769,0.599652052,0.543413162,0.846957445,0.148053885,0.299826026,0.271706581,0.423478723,0.000812579,3.20E-05,0.000117868,0.001135925,0.028505768,0.005658973,0.010856691,0.033703486,0.248078346,0.416005611,0.343897581,0.511824846
bryce,birch,0.151837349,-0.096481085,0.055356264,0.087444544,0.239281893,0.183925629,-0.080097914,0.103827715,0.024000883,0.207926512,0.104098797,0.384000301,0.488099098,0.480000019,0.584098816,0.095999718,0.015999556,0.111999273,0.136242628,0.232242346,0.120243073,0.656104565,0.223420858,0.759282351,0.727688074,1.263549566,0.131220913,0.055855215,0.189820588,0.181922019,0.315887392,0.00132487,0.050319091,0.040167218,0.041600726,0.032152605,0.036398761,0.224319172,0.20041761,0.203962561,0.179311476,0.00734663,0.159183979,0.111445427,0.263282776,0.408001184,0.591926813,0.504000902,0.687926531,0.495999575,0.600098372,0.616242647,0.720341444,0.911347389,1.351209164,1.231688976,1.671550751,0.303782463,0.450403055,0.410562992,0.557183584,0.067841581,0.063623106,0.070253041,0.065045945,0.260464165,0.252236211,0.265052902,0.255041066,0.495445728,0.647283077,0.591445446,0.743282795,0.520000458,0.703926086,0.64024353,0.824169159,1.015446186,1.351209164,1.231688976,1.567451954,0.507723093,0.675604582,0.615844488,0.783725977,0.000301467,0.001604215,0.001190627,0.003271302,0.017362816,0.040052656,0.034505456,0.057195296,0.607445002,0.759282351,0.727688074,0.879525423
bryce,ledge,0.120044708,-0.007984877,0.112059832,0.151807785,0.271852493,0.159792662,-0.055897236,0.103895426,0.056397676,0.216190338,0.112294912,0.063602924,0.175897837,0.191602945,0.303897858,0.128000021,0.01623559,0.144235611,0.127224922,0.255224943,0.110989332,0.631121635,0.015956402,0.536088705,0.527033329,1.047165632,0.126224327,0.0039891,0.134022176,0.131758332,0.261791408,0.000398577,0.002477845,0.001082617,0.003227713,0.001332252,0.01996439,0.049777953,0.032903145,0.056812964,0.036500021,0.095910549,0.215955257,0.208205462,0.32825017,0.120000601,0.279793262,0.248000622,0.407793283,0.207838535,0.320133448,0.318827868,0.43112278,0.423749685,0.815881968,0.775033951,1.167166233,0.141249895,0.271960656,0.25834465,0.389055411,0.003470618,0.002759286,0.003139578,0.002909024,0.05891195,0.052528908,0.056031941,0.053935372,0.271808386,0.391853094,0.399808407,0.519853115,0.264236212,0.424028873,0.375225544,0.535018206,0.536044598,0.815881968,0.775033951,1.054871321,0.268022299,0.407940984,0.387516975,0.52743566,2.87E-05,0.00051764,0.000302159,0.00011499,0.005354336,0.022751712,0.017382709,0.010723338,0.416043997,0.536088705,0.527033329,0.647078037
bryce,dutch,0.071999311,0.015999556,0.087998867,0.152049065,0.224048376,0.136049509,-0.032346249,0.10370326,0.04813695,0.184186459,0.080483198,0.07978034,0.160263538,0.151813507,0.232296705,0.072033167,-0.023775339,0.048257828,0.104163885,0.176197052,0.127939224,0.48850441,0.039658308,0.400223494,0.456163406,0.816728592,0.097700882,0.009914577,0.100055873,0.114040852,0.204182148,0.001000206,0.00261308,0.002155558,0.002437426,0.000789363,0.03162604,0.051118293,0.046427992,0.04937029,0.028095602,0.119702816,0.191702127,0.200186014,0.272185326,0.12791729,0.263966799,0.199950457,0.335999966,0.128038168,0.208521366,0.255977392,0.33646059,0.375658274,0.664190292,0.656113863,0.944645882,0.125219425,0.221396764,0.218704621,0.314881961,2.28E-05,0.001429878,0.001041958,0.001367305,0.004777905,0.037813722,0.032279382,0.036977088,0.279966354,0.351965666,0.351999521,0.423998833,0.176175117,0.312224627,0.304114342,0.440163851,0.456141472,0.664190292,0.656113863,0.864162683,0.228070736,0.332095146,0.328056931,0.432081342,0.00538631,0.000789675,0.001146495,0.000130654,0.073391487,0.028101158,0.033859935,0.011430394,0.328224182,0.400223494,0.456163406,0.528162718
bryce,blown,0.16016078,-0.055943966,0.104216814,0.055881262,0.216042042,0.111825228,0.103957891,0.215783119,0.199957132,0.31178236,0.095999241,0.024077415,0.120076656,0.112507105,0.208506346,0.088429689,0.015592575,0.104022264,0.103493214,0.191922903,0.087900639,0.544315577,0.087683916,0.544098854,0.471838713,0.928253651,0.108863115,0.021920979,0.136024714,0.117959678,0.232063413,0.000915664,0.004279235,0.002883881,0.00360544,0.002925997,0.030259933,0.065415858,0.053701778,0.06004532,0.054092485,0.159839153,0.319999933,0.255838394,0.415999174,0.224034548,0.335859776,0.312464237,0.424289465,0.12809968,0.224098921,0.216000319,0.311999559,0.511973381,0.87995863,0.78430295,1.152288198,0.170657794,0.293319543,0.261434317,0.384096066,0.002388657,0.003656505,0.002349808,0.003915612,0.048873888,0.060469038,0.048474815,0.062574851,0.27991581,0.44007659,0.368345499,0.528506279,0.328056812,0.43988204,0.415957451,0.527782679,0.607972622,0.87995863,0.78430295,1.056288958,0.303986311,0.439979315,0.392151475,0.528144479,0.001158778,1.89E-08,0.001133449,2.62E-07,0.034040829,0.000137567,0.033666734,0.000511663,0.383938074,0.544098854,0.471838713,0.631999493
bryce,eight,0.096599102,-0.016011238,0.080587864,0.087402105,0.184001207,0.103413343,0.063351393,0.166764736,0.160321474,0.263734818,0.096970081,-0.024163008,0.072807074,0.095677853,0.192647934,0.11984086,-0.007512331,0.112328529,0.088168383,0.208009243,0.095680714,0.512504101,0.015664816,0.432488203,0.431569815,0.848393202,0.10250082,0.003916204,0.108122051,0.107892454,0.2120983,0.000103361,0.001616233,0.001820646,0.001235631,0.001283605,0.010166648,0.040202397,0.042669029,0.035151539,0.035827427,0.150753498,0.2473526,0.247723579,0.344322681,0.136158466,0.23957181,0.255999327,0.35941267,0.088165522,0.185135603,0.183846235,0.280816317,0.375077486,0.672060013,0.687569141,0.984551668,0.125025829,0.224020004,0.229189714,0.328183889,0.001072265,0.001149133,0.001559145,0.001739692,0.032745464,0.033898859,0.039486014,0.041709617,0.223560572,0.320159674,0.343401432,0.440000534,0.248486996,0.351900339,0.344167709,0.447581053,0.472047567,0.672060013,0.687569141,0.887581587,0.236023784,0.336030006,0.343784571,0.443790793,0.000310663,0.000503735,2.94E-07,2.87E-05,0.017625643,0.02244404,0.00054184,0.005360236,0.335889101,0.432488203,0.431569815,0.528168917
bryce,major,0.103878498,0.015895128,0.119773626,0.159815788,0.263694286,0.14392066,0.016155005,0.160075665,0.176063776,0.319984436,0.159908772,-0.064023972,0.0958848,0.063937426,0.223846197,0.127961397,-0.023998737,0.10396266,0.072003126,0.199964523,0.096001863,0.63167119,-0.055972576,0.479696751,0.471820116,1.007489443,0.126334238,-0.013993144,0.119924188,0.117955029,0.251872361,0.000715873,0.001468472,0.000814942,0.003386143,0.002752967,0.026755805,0.038320644,0.028547191,0.058190573,0.052468728,0.175970793,0.279849291,0.335879564,0.439758062,0.112039804,0.255960464,0.240001202,0.383921862,0.039938688,0.19984746,0.135940552,0.295849323,0.327949286,0.735657215,0.711821318,1.119529247,0.109316429,0.245219072,0.237273773,0.373176416,0.004631746,0.001686606,0.009999481,0.00526403,0.068056932,0.041068314,0.099997407,0.072553634,0.271855593,0.375734091,0.39981699,0.503695488,0.216002464,0.359923124,0.312004328,0.455924988,0.487858057,0.735657215,0.711821318,0.959620476,0.243929029,0.367828608,0.355910659,0.479810238,0.001559786,0.000124993,0.003855532,0.00114101,0.039494126,0.011180042,0.062092929,0.033778845,0.375818253,0.479696751,0.471820116,0.575698614
bryce,shore,0.119349957,-0.023978949,0.095371008,0.12804389,0.247393847,0.152022839,-0.063683748,0.08833909,0.07205677,0.224079609,0.135740519,-0.048281908,0.087458611,0.135924816,0.271665335,0.184206724,-0.095923185,0.088283539,0.015996695,0.200203419,0.11191988,0.703239918,-0.23186779,0.359452248,0.352022171,0.943342209,0.140647984,-0.057966948,0.089863062,0.088005543,0.235835552,0.000832436,0.000907447,1.36E-05,0.003112988,0.00094174,0.028851968,0.030123866,0.00369397,0.055794156,0.030687775,0.064360142,0.183710098,0.20010066,0.319450617,0.023774862,0.175797701,0.207981586,0.360004425,0.040001631,0.175742149,0.151921511,0.287662029,0.128136635,0.535249949,0.560003757,0.967117071,0.042712212,0.17841665,0.186667919,0.322372357,0.000417302,2.10E-05,0.000921012,0.001314758,0.020427963,0.004584345,0.030348178,0.036259592,0.151818752,0.271168709,0.336025476,0.455375433,0.112058401,0.26408124,0.223978281,0.37600112,0.263877153,0.535249949,0.560003757,0.831376553,0.131938577,0.267624974,0.280001879,0.415688276,0.000790443,2.51E-05,0.006277287,0.003150141,0.028114814,0.005011597,0.079229332,0.056126115,0.240102291,0.359452248,0.352022171,0.471372128
bryce,spelt,0.112186193,0.023995876,0.13618207,0.119816542,0.232002735,0.095820665,0.015997887,0.111818552,0.128077269,0.223897934,0.112079382,-0.016574144,0.095505238,0.096004486,0.208083868,0.11257863,0.024107695,0.136686325,0.104301691,0.216880322,0.080193996,0.512858868,0.047527313,0.480192184,0.448199987,0.880864859,0.102571774,0.011881828,0.120048046,0.112049997,0.220216215,0.000207328,0.000374302,0.000402404,0.000211562,0.0001036,0.014398882,0.019346888,0.020060019,0.014545186,0.010178394,0.135814428,0.248000622,0.24789381,0.360080004,0.111503124,0.20732379,0.224081755,0.31990242,0.120112181,0.232191563,0.200306177,0.312385559,0.367429733,0.687515974,0.672281742,0.992367983,0.122476578,0.229171991,0.224093914,0.330789328,0.000151953,0.00042049,0.000566146,0.000657584,0.012326908,0.020505841,0.023793819,0.025643393,0.231319666,0.343505859,0.343898296,0.45608449,0.248189449,0.344010115,0.328383446,0.424204111,0.479509115,0.687515974,0.672281742,0.880288601,0.239754558,0.343757987,0.336140871,0.4401443,0.000142295,1.27E-07,0.000120355,0.000508179,0.011928738,0.000356562,0.010970656,0.022542832,0.368005991,0.480192184,0.448199987,0.560386181
bryce,cobra,0.095583916,0.008565664,0.10414958,0.096214056,0.191797972,0.087648392,0.064040661,0.151689053,0.184107304,0.271755695,0.120066643,0.031966925,0.152033567,0.191892862,0.311959505,0.159925938,-0.096000195,0.063925743,0.047977686,0.207903624,0.14397788,0.607202768,0.008573055,0.471797943,0.520191908,0.983416796,0.121440554,0.002143264,0.117949486,0.130047977,0.245854199,0.000950355,0.004798041,0.001803028,0.004875823,0.003134374,0.030827826,0.069267896,0.042462082,0.06982709,0.055985477,0.160254717,0.255838633,0.28032136,0.375905275,0.216074228,0.30372262,0.376000166,0.463648558,0.095892668,0.215959311,0.239870548,0.359937191,0.472221613,0.775520563,0.896192074,1.199491024,0.157407204,0.258506854,0.298730691,0.399830341,0.003616983,0.001930939,0.004886996,0.003118318,0.060141359,0.043942453,0.069907051,0.055841906,0.312288284,0.4078722,0.472214222,0.567798138,0.279999971,0.367648363,0.423977852,0.511626244,0.592288256,0.775520563,0.896192074,1.079424381,0.296144128,0.387760282,0.448096037,0.539712191,0.000521268,0.000808979,0.001163374,0.001577641,0.022831285,0.028442548,0.034108264,0.039719527,0.376214027,0.471797943,0.520191908,0.615775824
bryce,fudge,0.087828636,0.055999041,0.143827677,0.168000698,0.255829334,0.112001657,0.112160921,0.224162579,0.216101885,0.328103542,0.103940964,-0.015958071,0.087982893,0.12806654,0.232007504,0.144024611,-0.03288269,0.11114192,0.063844681,0.207869291,0.096727371,0.544523239,0.119319201,0.567115068,0.576013803,1.023809671,0.108904648,0.0298298,0.141778767,0.144003451,0.255952418,0.000465031,0.004497543,0.003541301,0.004151155,0.002697049,0.021564588,0.067063721,0.059508831,0.064429459,0.051933117,0.280161619,0.367990255,0.384102583,0.471931219,0.200143814,0.312145472,0.344168425,0.456170082,0.095183849,0.199124813,0.191911221,0.295852184,0.575489283,0.87926054,0.920182228,1.223953485,0.191829761,0.293086847,0.306727409,0.407984495,0.008606036,0.007401308,0.010285752,0.009492345,0.092768726,0.086030854,0.101418697,0.097428665,0.368144512,0.455973148,0.512169123,0.599997759,0.311285734,0.423287392,0.408013105,0.520014763,0.679430246,0.87926054,0.920182228,1.120012522,0.339715123,0.43963027,0.460091114,0.560006261,0.00161646,0.000534179,0.005424238,0.00319864,0.040205227,0.02311232,0.073649426,0.056556519,0.479286432,0.567115068,0.576013803,0.66384244
bryce,usage,0.143330097,0.003999472,0.147329569,0.1524086,0.295738697,0.148409128,-0.080554962,0.067854166,0.039591789,0.188000917,0.120146751,-0.023525,0.096621752,0.079999208,0.20014596,0.103524208,0.015999317,0.119523525,0.088000059,0.191524267,0.072000742,0.587410927,-0.084081173,0.431329012,0.359999657,0.875409842,0.117482185,-0.021020293,0.107832253,0.089999914,0.21885246,0.000973769,0.00184903,0.001140216,0.002179946,0.002653358,0.031205276,0.043000351,0.033767078,0.046689887,0.051510757,0.071853638,0.215183735,0.192000389,0.335330486,0.01606679,0.164475918,0.119590998,0.268000126,0.095998526,0.216145277,0.167999268,0.288146019,0.183918953,0.59580493,0.479590654,0.891476631,0.061306318,0.198601643,0.159863551,0.297158877,0.001680705,0.000873655,0.001360422,0.001194268,0.040996403,0.029557655,0.036883904,0.034558184,0.168475389,0.311805487,0.271999598,0.415329695,0.135590315,0.283999443,0.207591057,0.356000185,0.304065704,0.59580493,0.479590654,0.77132988,0.152032852,0.297902465,0.239795327,0.38566494,0.000540714,0.000386588,0.00207423,0.001759995,0.023253259,0.019661842,0.045543716,0.041952299,0.287998915,0.431329012,0.359999657,0.503329754
bryce,kayak,0.11999917,0.007791042,0.127790213,0.0557549,0.17575407,0.047963858,0.048036098,0.095999956,0.128191471,0.176155329,0.080155373,-0.032155275,0.048000097,0.055919886,0.136075258,0.088075161,0.560105801,0.648180962,0.679878712,0.767953873,0.119772911,0.455966473,0.583777666,0.919971228,0.919744968,1.25593853,0.091193295,0.145944417,0.229992807,0.229936242,0.313984632,0.000911729,0.077307182,0.078800711,0.091140352,0.091948141,0.030194849,0.278041691,0.280714644,0.301894604,0.303229518,0.103790998,0.223790169,0.183946371,0.303945541,0.096036196,0.144000053,0.184111357,0.232075214,0.616025686,0.696181059,0.735798597,0.81595397,0.81585288,1.063971281,1.103856325,1.351974726,0.27195096,0.354657094,0.367952108,0.450658242,0.088805597,0.08907058,0.101483286,0.101372063,0.29800268,0.298446946,0.318564415,0.318389797,0.151791096,0.271790266,0.239866257,0.359865427,0.744217157,0.792181015,0.863990068,0.911953926,0.896008253,1.063971281,1.103856325,1.271819353,0.448004127,0.531985641,0.551928163,0.635909677,0.175484319,0.135403266,0.194765266,0.152400855,0.418908486,0.367971827,0.44132218,0.390385522,0.799972057,0.919971228,0.919744968,1.039744139
bryce,jaded,0.119951248,-0.016140223,0.103811026,0.104328871,0.224280119,0.120469093,-0.016242981,0.104226112,0.096268654,0.216737747,0.112511635,-0.016027212,0.096484423,0.095705271,0.208216906,0.111732483,-0.02428627,0.087446213,0.072412968,0.184145451,0.096699238,0.561363697,-0.072696686,0.391967773,0.368715763,0.833380222,0.112272739,-0.018174171,0.097991943,0.092178941,0.208345056,9.23E-05,1.66E-05,6.21E-05,0.000189158,0.000303334,0.009604981,0.004075685,0.007878486,0.013753487,0.017416475,0.08808589,0.208037138,0.200597525,0.320548773,0.080241442,0.200710535,0.191973925,0.312443018,0.071419001,0.183930635,0.168118238,0.280629873,0.239746332,0.592678308,0.560689688,0.913621664,0.079915444,0.197559436,0.186896563,0.304540555,6.95E-05,0.000152728,0.000283061,0.000445216,0.008338226,0.012358314,0.016824408,0.02110015,0.184570313,0.304521561,0.296302795,0.416254044,0.167687654,0.288156748,0.264386892,0.384855986,0.352257967,0.592678308,0.560689688,0.801110029,0.176128983,0.296339154,0.280344844,0.400555015,0.000142512,0.000133904,0.000509312,0.000492919,0.011937842,0.01157167,0.022567952,0.02220178,0.272016525,0.391967773,0.368715763,0.488667011
bryce,limbo,0.19220829,-0.048395634,0.143812656,0.039467812,0.231676102,0.087863445,0.112004757,0.199868202,0.240404367,0.328267813,0.128399611,0.12828517,0.25668478,0.24799943,0.37639904,0.11971426,-0.032000303,0.087713957,0.072189331,0.191903591,0.104189634,0.63237524,0.15989399,0.688079596,0.60006094,1.128246546,0.126475048,0.039973497,0.172019899,0.150015235,0.282061636,0.001589442,0.008658928,0.00528227,0.012016234,0.007233911,0.039867803,0.093053363,0.072679228,0.109618584,0.085052399,0.151472569,0.343680859,0.279872179,0.472080469,0.368689537,0.456552982,0.488403797,0.576267242,0.215999126,0.344398737,0.320188761,0.448588371,0.736161232,1.144632578,1.088464737,1.496936083,0.245387077,0.381544193,0.362821579,0.498978694,0.012443542,0.004219868,0.012234527,0.004618109,0.111550623,0.064960509,0.110609795,0.067956673,0.408157349,0.600365639,0.527871609,0.720079899,0.456403494,0.544266939,0.560593128,0.648456573,0.864560843,1.144632578,1.088464737,1.368536472,0.432280421,0.572316289,0.544232368,0.684268236,0.001163845,0.001573532,0.000535349,0.00256495,0.034115176,0.039667771,0.023137608,0.050645339,0.495871305,0.688079596,0.60006094,0.79226923
bryce,ideal,0.119452715,-0.008046865,0.111405849,0.143385172,0.262837887,0.151432037,-0.071365118,0.080066919,0.088593721,0.240025759,0.159958839,-0.072493792,0.087465048,0.064493895,0.224452734,0.136987686,-0.112489939,0.024497747,0.01511693,0.152104616,0.127606869,0.695438147,-0.264395714,0.303435564,0.311589718,0.879420996,0.139087629,-0.066098928,0.075858891,0.077897429,0.219855249,0.000277435,0.001863598,0.001351321,0.002841367,0.002288547,0.016656375,0.043169414,0.036760321,0.053304474,0.047838763,0.072020054,0.191472769,0.231978893,0.351431608,0.01609993,0.167531967,0.153087616,0.304519653,-0.047996044,0.111962795,0.079610825,0.239569664,0.04012394,0.470967531,0.464677334,0.895520926,0.013374647,0.156989177,0.154892445,0.298506975,0.003606536,0.001663822,0.00580645,0.003155388,0.060054445,0.040789972,0.076200067,0.056172839,0.159485102,0.278937817,0.296472788,0.415925503,0.040597677,0.192029715,0.168204546,0.319636583,0.200082779,0.470967531,0.464677334,0.735562086,0.100041389,0.235483766,0.232338667,0.367781043,0.00706711,0.003776509,0.008226371,0.004635778,0.084066104,0.061453308,0.090699344,0.068086548,0.183982849,0.303435564,0.311589718,0.431042433
bryce,nerve,0.103902817,0.048100948,0.152003765,0.192302704,0.296205521,0.144201756,-0.048921585,0.09528017,0.063678026,0.207879782,0.112599611,-0.024081945,0.088517666,0.080401659,0.19300127,0.104483604,0.007714987,0.112198591,0.127768278,0.232251883,0.120053291,0.585241079,-0.017187595,0.448000193,0.464150667,0.929338455,0.117048216,-0.004296899,0.112000048,0.116037667,0.232334614,0.000274202,0.001757543,0.000810438,0.003321807,0.002074883,0.016559033,0.041923066,0.028468189,0.057635117,0.045550888,0.143381119,0.247283936,0.25598073,0.359883547,0.039596081,0.183797836,0.144079685,0.288281441,0.088116646,0.200716257,0.208169937,0.320769548,0.271093845,0.631798029,0.608230352,0.968934536,0.090364615,0.210599343,0.202743451,0.322978179,0.002696624,0.001080878,0.003152546,0.001285374,0.051929024,0.032876705,0.056147538,0.035852112,0.231898785,0.335801601,0.336382389,0.440285206,0.151794672,0.295996428,0.271847963,0.416049719,0.383693457,0.631798029,0.608230352,0.856334925,0.191846728,0.315899014,0.304115176,0.428167462,0.003208334,0.000792226,0.002082346,0.000293679,0.056642161,0.028146508,0.04563273,0.017137077,0.344097376,0.448000193,0.464150667,0.568053484
