Subject,Class,Sequence,T2-D|0,T2-I|0+1,T2-PF|0+1,T2-RF|0+1,T2-D|1,T2-I|1+2,T2-PF|1+2,T2-RF|1+2,T2-D|2,T2-I|2+3,T2-PF|2+3,T2-RF|2+3,T2-D|3,T2-I|3+4,T2-PF|3+4,T2-RF|3+4,T2-D|4,T2-I|4+5,T2-PF|4+5,T2-RF|4+5,T2-D|5,T2-I|5+6,T2-PF|5+6,T2-RF|5+6,T2-D|6,T2-I|6+7,T2-PF|6+7,T2-RF|6+7,T2-D|7,T2-I|7+8,T2-PF|7+8,T2-RF|7+8,T2-D|8,T2-I|8+9,T2-PF|8+9,T2-RF|8+9,T2-D|9
3,3,bad cnidas,0.118037462,0.380787373,0.107036114,0.26274991,0.273751259,0.32023716,0.110000134,0.046485901,0.210237026,0.284818649,0.137997866,0.074581623,0.146820784,1.320132732,1.16524291,1.173311949,0.154889822,0.326802492,0.181512117,0.17191267,0.145290375,0.222211361,0.109267712,0.076920986,0.112943649,0.931949139,0.767955303,0.819005489,0.163993835,0.273999929,0.108304501,0.110006094,0.165695429,0.347693205,0.199696541,0.181997776,0.147996664
3,3,zho widows,0.128434658,0.270338535,0.124281645,0.141903877,0.14605689,0.235055923,0.074055672,0.088999033,0.161000252,0.294000864,0.208001375,0.133000612,0.085999489,0.814388037,0.663107872,0.728388548,0.151280165,0.302505255,0.140280247,0.15122509,0.162225008,0.337224722,0.208220959,0.174999714,0.129003763,0.287709713,0.151499987,0.15870595,0.136209726,0.968450069,0.818464041,0.832240343,0.149986029,0.200985909,0.065988064,0.05099988,0.134997845
3,3,gem unrobe,0.127069473,0.269186735,0.144986629,0.142117262,0.124200106,0.765001535,0.699990273,0.64080143,0.065011263,0.29416728,0.141997576,0.229156017,0.152169704,0.398001194,0.284001589,0.24583149,0.113999605,0.197999239,0.067012072,0.083999634,0.130987167,0.357606649,0.233342409,0.226619482,0.12426424,0.187644958,0.100227594,0.063380718,0.087417364,0.309316158,0.210058928,0.221898794,0.099257231,0.259829283,0.144369125,0.160572052,0.115460157
3,3,cee satiny,0.114987612,0.283989191,0.237594128,0.169001579,0.046395063,0.307597637,0.118266821,0.261202574,0.189330816,0.267612934,0.135116577,0.078282118,0.132496357,0.423560858,0.311122179,0.291064501,0.112438679,0.844989777,0.621479988,0.732551098,0.223509789,0.255814314,0.117368937,0.032304525,0.138445377,0.533051014,0.467545748,0.394605637,0.065505266,0.695504427,0.589504242,0.629999161,0.106000185,0.324610233,0.196685553,0.218610048,0.127924681
3,3,nix linear,0.131245136,0.196542025,0.070968866,0.065296888,0.125573158,0.331182003,0.210064173,0.205608845,0.12111783,0.300131798,0.179119587,0.179013968,0.121012211,0.483999491,0.416782856,0.36298728,0.067216635,0.319214821,0.183024168,0.251998186,0.136190653,0.325371742,0.161248922,0.189181089,0.16412282,0.312936306,0.144943476,0.148813486,0.16799283,0.776873589,0.549999714,0.608880758,0.226873875,0.259036064,0.116999388,0.032162189,0.142036676
3,3,cis paving,0.142800093,0.266869307,0.131451607,0.124069214,0.1354177,0.327419519,0.200973511,0.19200182,0.126446009,0.248445511,0.145763636,0.121999502,0.102681875,0.583839655,0.449669838,0.48115778,0.134169817,0.269193888,0.133168459,0.135024071,0.136025429,0.310164213,0.192831755,0.174138784,0.117332458,0.308160067,0.132356882,0.190827608,0.175803185,0.248654604,0.138348579,0.072851419,0.110306025,0.180354118,0.062303782,0.070048094,0.118050337
3,3,rum stance,0.107710361,0.285014153,0.196001291,0.177303791,0.089012861,0.478075981,0.388089657,0.38906312,0.089986324,0.474448919,0.185056448,0.384462595,0.289392471,0.29339242,0.190851688,0.003999949,0.102540731,0.197845697,0.068421364,0.095304966,0.129424334,0.35958004,0.149579763,0.230155706,0.210000277,0.162531853,0.067998409,-0.047468424,0.094533443,0.318002939,0.132886171,0.223469496,0.185116768,0.239098787,0.097114086,0.053982019,0.141984701
3,3,gut gimped,0.075440645,0.186474085,0.087444782,0.11103344,0.099029303,0.299612999,0.149929047,0.200583696,0.149683952,0.263035536,0.132000208,0.113351583,0.131035328,0.258987188,0.140985727,0.12795186,0.118001461,0.173013687,0.079012156,0.055012226,0.094001532,0.21498704,0.116214991,0.120985508,0.098772049,0.281079054,0.207787275,0.182307005,0.073291779,0.37340045,0.124902248,0.300108671,0.248498201,0.313585043,0.157284737,0.065086842,0.156300306
3,3,spa duopod,0.271161795,0.206017494,0.075690746,-0.0651443,0.130326748,0.261423349,0.103234053,0.131096601,0.158189297,2.003262281,1.800265312,1.845072985,0.202996969,0.350823879,0.207997084,0.14782691,0.142826796,0.339824438,0.189825058,0.196997643,0.14999938,0.24200058,0.087999344,0.0920012,0.154001236,1.310237885,1.174559355,1.156236649,0.13567853,0.198186398,0.065492868,0.062507868,0.132693529,0.263519287,0.117584705,0.130825758,0.145934582
3,3,qat cheese,0.226988077,0.408988237,0.293138981,0.18200016,0.115849257,1.081860304,0.862571716,0.966011047,0.219288588,0.314171553,0.150380611,0.094882965,0.163790941,0.569907665,0.390898705,0.406116724,0.179008961,0.20031023,0.113011122,0.02130127,0.087299109,0.228000641,0.153966427,0.140701532,0.074034214,0.62492013,0.150349379,0.550885916,0.474570751,0.340199232,0.138899326,-0.134371519,0.201299906,0.734784365,0.602415323,0.533484459,0.132369041
3,3,vav recool,0.130906343,0.318758488,0.138949633,0.187852144,0.179808855,0.270657539,0.109611273,0.090848684,0.161046267,0.293045521,0.171562433,0.131999254,0.121483088,0.531110048,0.40914607,0.409626961,0.121963978,0.19134903,0.099348783,0.069385052,0.092000246,0.314987898,0.208990335,0.222987652,0.105997562,0.142000198,0.101999283,0.036002636,0.040000916,0.197011948,0.131999016,0.157011032,0.065012932,0.229932785,0.138495684,0.164919853,0.091437101
3,3,lay feline,0.108563423,0.5679214,0.101553202,0.459357977,0.466368198,0.25599885,0.163997889,-0.210369349,0.092000961,0.362401962,0.215865612,0.270401001,0.14653635,0.86687851,0.723809719,0.720342159,0.14306879,0.241990089,0.091432095,0.098921299,0.150557995,0.139533043,0.088255882,-0.011024952,0.051277161,0.330098629,0.18263793,0.278821468,0.147460699,0.208560944,0.076283455,0.061100245,0.132277489,0.245716333,0.12590313,0.113438845,0.119813204
3,3,ice pining,0.084181309,0.3042202,0.095012903,0.220038891,0.209207296,0.320986748,0.090348482,0.111779451,0.230638266,0.257618427,0.119857073,0.026980162,0.137761354,0.36378479,0.250785112,0.226023436,0.112999678,0.233172894,0.169000149,0.120173216,0.064172745,0.294870853,0.210995436,0.230698109,0.083875418,0.24200511,0.095013142,0.158129692,0.146991968,0.212987185,0.113887548,0.065995216,0.099099636,0.237787247,0.142273903,0.138687611,0.095513344
3,3,asp ruboff,0.168038845,0.328039885,0.115323305,0.16000104,0.212716579,0.263729811,0.185887814,0.051013231,0.077841997,0.402931452,0.294681787,0.325089455,0.108249664,0.674947262,0.58423543,0.566697598,0.090711832,0.231081486,0.150862217,0.140369654,0.080219269,0.299219131,0.21821928,0.218999863,0.080999851,0.332792997,0.266116381,0.251793146,0.066676617,0.227294683,0.139249563,0.160618067,0.08804512,0.287046194,0.172044754,0.199001074,0.11500144
3,3,amp staved,0.158002615,0.255695343,0.09699893,0.097692728,0.158696413,0.24971056,0.08891654,0.091014147,0.16079402,0.296793699,0.21963191,0.13599968,0.077161789,0.438039303,0.303159714,0.360877514,0.134879589,0.271225691,0.16447258,0.136346102,0.106753111,0.346566916,0.1575284,0.239813805,0.189038515,0.30003953,0.168039799,0.111001015,0.131999731,0.361958742,0.211999178,0.229959011,0.149959564,0.233543634,0.090946913,0.08358407,0.142596722
3,3,fed fourth,0.094147444,0.219216108,0.072147131,0.125068665,0.147068977,0.377457857,0.223120213,0.23038888,0.154337645,0.212024689,0.102879524,0.057687044,0.109145164,0.990391731,0.877724886,0.881246567,0.112666845,0.394104004,0.189286709,0.281437159,0.204817295,0.234990358,0.06698823,0.030173063,0.168002129,0.245011568,0.154001713,0.077009439,0.091009855,0.276357889,0.167997837,0.185348034,0.108360052,0.11935997,0.042505503,0.010999918,0.076854467
3,3,mix metros,0.109088182,0.170089483,0.065088272,0.061001301,0.105001211,0.420785427,0.288786173,0.315784216,0.131999254,0.23101306,0.074000359,0.099013805,0.157012701,0.646796227,0.53999877,0.489783525,0.106797457,0.234137297,0.157457113,0.12733984,0.076680183,0.125680208,0.037682056,0.049000025,0.087998152,0.269871712,0.199000597,0.18187356,0.070871115,0.19816947,0.093036652,0.127298355,0.105132818,0.267116308,0.138822794,0.16198349,0.128293514
3,3,get ratios,0.091932058,0.299781322,0.208976507,0.207849264,0.090804815,0.193108082,0.050346851,0.102303267,0.14276123,0.271759033,0.131867886,0.128997803,0.139891148,0.270892143,0.13589263,0.131000996,0.134999514,0.317996979,0.138999462,0.182997465,0.178997517,0.230999231,0.101000786,0.052001715,0.129998446,0.282931805,0.125997066,0.152933359,0.156934738,0.192850828,0.087861061,0.03591609,0.104989767,0.222695589,0.108987808,0.117705822,0.113707781
3,3,met divide,0.072577,0.341011763,0.135886908,0.268434763,0.205124855,0.303609371,0.119425535,0.098484516,0.184183836,0.223699093,0.114115953,0.039515257,0.109583139,1.150588036,1.04495883,1.041004896,0.105629206,0.198611975,0.111917973,0.092982769,0.086694002,0.192368984,0.111055136,0.105674982,0.081313848,0.166400433,0.096472979,0.085086584,0.069927454,0.372806549,0.18992734,0.302879095,0.18287921,0.31129384,0.149251699,0.128414631,0.162042141
3,3,yea rested,0.113999605,0.307333469,0.093796015,0.193333864,0.213537455,0.403023243,0.151311636,0.189485788,0.251711607,0.288893461,0.080275059,0.037181854,0.208618402,0.454618692,0.201544523,0.24600029,0.253074169,0.380060434,0.08507514,0.126986265,0.294985294,0.412985325,0.190095186,0.118000031,0.222890139,0.225901842,0.081652403,0.003011703,0.144249439,0.407239437,0.145255089,0.262989998,0.261984348,0.331664324,0.148618698,0.069679976,0.183045626
3,3,gig eluted,0.08224988,0.164001703,0.073014736,0.081751823,0.090986967,0.266862631,0.105862617,0.175875664,0.161000013,0.234135151,0.123000383,0.073135138,0.111134768,0.753129482,0.596801758,0.641994715,0.156327724,0.391406059,0.292403698,0.235078335,0.099002361,2.199005604,2.114978552,2.100003242,0.084027052,0.222951651,0.112336159,0.138924599,0.110615492,0.5055933,0.247616768,0.394977808,0.257976532,0.276006222,0.031143904,0.01802969,0.244862318
